水,17,1/16 13:00,,,,,3,,,,3,,
木,18,1/17 13:00,,,,,,,300,,300,,
金,19,1/18 13:00,,5000,,,,,,,5000,,
土,20,1/19 13:00,,,,,3,,,,3,,
日,21,1/20 13:00,,,,,,2,,,2,,
月,22,1/21 13:00,,,,,,,,300,300,,
火,23,1/22 13:00,,,,,3,,,,3,,
,24,1/23 13:00,20,,,,,,,,20,,
,,報酬合計数,100,15000,3,2,15,4,600,600,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆デイリークエスト,,1つにつきレベデザ+1.5人日（合計7.0人日）,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,クエスト名,開運！ジャンブル運試し,,,,,,,,,,,
,開催期間,12/26 12:00,〜,1/5 14:59,,,,,,,,,
,基礎設計URL,https://docs.google.com/spreadsheets/d/16VYSWfdF0HCt9fxZG02Ji4shv4jphu7S9hRq4vp4IuU/edit?gid=856977995#gid=856977995,,,,,,,ステージ背景ID,,,,
,原画演出URL,,,,,,,,koma_background_glo_00036,,汎用_レッドカーペット_コイン増量,,
,,,,,,,おみくじ持って来れんかな・・・,,,,,,
,ステージ,推奨Lv,スタミナ,獲得リーダーEXP,ステージサムネイル,登場キャラ,登場強敵キャラ,背景ID,開始時原画演出,終了時原画演出,ステージ開放条件,,
,1話,1,1,100,プリズム,ファントム,なし,koma_background_glo_00036,なし,なし,なし,,
,,,,,,,,,,,,,
,ステージ報酬,,,,,,,,,,,,
,ステージ,報酬カテゴリー,プリズム,コイン,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,選べるURキャラのかけらBOX,選べるSSRキャラのかけらBOX,エンブレム「開運」,※エンブレム重複獲得時はコインに自動変換されます,,
,1話,初回クリア,20,0,0,0,0,0,0,0,,,
,,クリア,0,0,0,0,0,0,0,0,,,
,,ランダム,150/100/50/30,1000,1,1,1,5,3,1,,,
,,"ランダム報酬
ドロップ率（%）",0,0,0,0,0,0,0,0,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定（その他）,,,,,,,,,,,,
,クエストTOP画面表示キャラ,怪獣8号,リリサ,アーニャ,,,,,,,,,
,クエストTOP画面表示キャラセリフ,セリフ無し,セリフ無し,セリフ無し,,,,,,,,,
,特別ルール内容,なし,,,,,,,,,,,
,スタミナブースト設定,なし,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,獲得個数,ドロップ率,期待値（個数）,,,期待値(個数),期待(価格),,,,
,FreeDiamond,prism_glo_00001,150,2,3,,prism_glo_00001,40.00,80,=期待値(個数) × アイテム1個の単価,,,
,FreeDiamond,prism_glo_00001,100,3,3,,Coin,800.00,8,,,,
,FreeDiamond,prism_glo_00001,50,10,5,,memoryfragment_glo_00001,0.40,4,,,,
,FreeDiamond,prism_glo_00001,30,30,9,,memoryfragment_glo_00002,0.20,3,,,,
,Coin,,1000,80,800,,memoryfragment_glo_00003,0.10,3,,,,
,Item,memoryfragment_glo_00001,1,40,0.4,,box_glo_00003,0.50,15,,,,
,Item,memoryfragment_glo_00002,1,20,0.2,,box_glo_00008,0.15,4.5,,,,
,Item,memoryfragment_glo_00003,1,10,0.1,,event_glo_00002,0.1,1,,,,
,Item,box_glo_00003,5,10,0.5,,,,118.5,=期待値(価格)の合計,,,
,Item,box_glo_00008,3,5,0.15,,,,,,,,
,emblem,event_glo_00002,1,10,0.1,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆アウトゲーム関連,,,,,,,,,,,,
,,,,,,,,,,,,,
,▼ホーム画面,,,,,,,,,,,,
,"ホーム画面左上
バナー",,,,,,,,,,,,
,設定の有無,有,,,,,,,,,,,
,画像①,ガシャバナー,,,,,,,,,,,
,画像②,いいジャン祭バナー,,,,,,,,,,,
,,,,,,,,,,,,,
,"いいジャン祭
アイコン",,,,,,,,,,,,
,アイコン名称,年末年始キャンペーン,,,,,,,,,,,
,表示されるキャラ,,あけおめ旗が頭に刺さったファントムくんとか作れんかな,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,▼イベントTOP画面,,,,,,,,,,,,
,"イベントTOP画面
バナー",,,,,,,,,,,,
,"イベントTOP画面
バナー",,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,▼いいジャン祭TOP画面,,,,,,,,,,,,
,設定関連,,,,,,,,,,,,
,いいジャン祭TOP画面背景,,,,,,,,,,,,
,降臨バトルボタン,,,,,,,,,,,,
,イベントミッションボタン,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定関連,【デイリー】,,,,,,,,,,,
,画像,,,,,,,,,,,,
,,,,,,,,,,,,,
,▼キャンペーン設定,,,,,,,,,,,,
,開催期間,,,,,,,,,,,,
,2025/12/26 12:00,〜,2026/01/05 11:59,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,設定関連,,,,,,,,,,,,
,設定項目,有無,詳細,,,,,,,,,,
,スタミナ消費量調整,あり,メインクエストのスタミナ1/2,,,,,,,,,,
,獲得リーダーEXP調整,なし,,,,,,,,,,,
,原画のかけらドロップ確率調整,なし,,,,,,,,,,,
,ドロップ量調整,なし,,,,,,,,,,,
,回数変更,あり,コイン獲得クエストの挑戦回数+2回（無料枠）,,,,,,,,,,
