,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ラベル,,,ロール,,,属性,,,攻撃射程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,5927,1077,5927,1077,6223,6341,6519,6638,6638,6638,6638,6638,6638,1130,1152,1184,1206,1206,1206,1206,1206,1206
,DropSR,,,ディフェンス,,,緑,,,Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,5,0,6168,1121,6168,1121,6476,6599,6784,6908,6908,6908,6908,6908,6908,1177,1199,1233,1255,1255,1255,1255,1255,1255
,※キャラクター名：Glow_ID_管理のFIX名称を参照。未記入の場合(仮)名称を参照。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,遠距離以外,,,,,6,0,6415,1166,6415,1166,6735,6864,7056,7184,7184,7184,7184,7184,7184,1224,1247,1282,1305,1305,1305,1305,1305,1305
,基本ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,6667,1212,6667,1212,7000,7133,7333,7467,7467,7467,7467,7467,7467,1272,1296,1333,1357,1357,1357,1357,1357,1357
,召喚コスト,,再召喚時間F,,,well_distace,,,移動速度,,,KB回数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,6924,1258,6924,1258,7270,7408,7616,7754,7754,7754,7754,7754,7754,1320,1346,1383,1408,1408,1408,1408,1408,1408
,800,,1720,,,0.17,,,47,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,7184,1306,7184,1306,7543,7686,7902,8046,8046,8046,8046,8046,8046,1371,1397,1436,1462,1462,1462,1462,1462,1462
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,7447,1354,7447,1354,7819,7968,8191,8340,8340,8340,8340,8340,8340,1421,1448,1489,1516,1516,1516,1516,1516,1516
,Lvステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,7447,1354,7447,1354,7819,7968,8191,8340,8340,8340,8340,8340,8340,1421,1448,1489,1516,1516,1516,1516,1516,1516
,体力Lv1,,,体力Lv150,,,攻撃力Lv1,,,攻撃力Lv150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,7714,1402,7714,1402,8099,8253,8485,8639,8639,8639,8639,8639,8639,1472,1500,1542,1570,1570,1570,1570,1570,1570
,5280,,,52800,,,960,,,9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,7983,1451,7983,1451,8382,8541,8781,8940,8940,8940,8940,8940,8940,1523,1552,1596,1625,1625,1625,1625,1625,1625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,8254,1500,8254,1500,8666,8831,9079,9244,9244,9244,9244,9244,9244,1575,1605,1650,1680,1680,1680,1680,1680,1680
,特性,,,,,,,効果値,,解放ランク,,解放レベル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,8528,1550,8528,1550,8954,9124,9380,9551,9551,9551,9551,9551,9551,1627,1658,1705,1736,1736,1736,1736,1736,1736
,1,火傷ダメージ軽減,,,,,,40,,2,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,8804,1600,8804,1600,9244,9420,9684,9860,9860,9860,9860,9860,9860,1680,1712,1760,1792,1792,1792,1792,1792,1792
,2,-,,,,,,-,,-,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,9082,1651,9082,1651,9536,9717,9990,10171,10171,10171,10171,10171,10171,1733,1766,1816,1849,1849,1849,1849,1849,1849
,3,-,,,,,,-,,-,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,9362,1702,9362,1702,9830,10017,10298,10485,10485,10485,10485,10485,10485,1787,1821,1872,1906,1906,1906,1906,1906,1906
,,,,,,,,,,,,,,"※解放ランク1=Lv20,ランク2=Lv30。以降同様。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,9643,1753,9643,1753,10125,10318,10607,10800,10800,10800,10800,10800,10800,1840,1875,1928,1963,1963,1963,1963,1963,1963
,通常攻撃ステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0,9926,1804,9926,1804,10422,10620,10918,11117,11117,11117,11117,11117,11117,1894,1930,1984,2020,2020,2020,2020,2020,2020
,オノマトペ,,,通常攻撃発生F,,,攻撃ヒットF,,,,攻撃CDF,,,攻撃距離,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,,,,,,,,,,,,20,0,10211,1856,10211,1856,10721,10925,11232,11436,11436,11436,11436,11436,11436,1948,1985,2041,2078,2078,2078,2078,2078,2078
,dageki_1,,,1.10,,,"stop無:1回目 0.28
stop無:2回目 0.70",,,,100,,,近距離,,,0.18,,単体,,,1,,,,,,,,,,,,,,,,,,,,,,,,20,1,10211,1856,10823,1967,11333,11537,11844,12048,12048,12048,12048,12048,12048,2059,2096,2152,2189,2189,2189,2189,2189,2189
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,10498,1908,11110,2019,11634,11844,12159,12369,12369,12369,12369,12369,12369,2114,2152,2209,2247,2247,2247,2247,2247,2247
,Distance,,,0,,,,Distance,,,0.18,,,,敵,,All,,,All,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,10785,1961,11397,2072,11936,12151,12475,12691,12691,12691,12691,12691,12691,2170,2209,2268,2307,2307,2307,2307,2307,2307
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,15,,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,11074,2013,11686,2124,12239,12461,12793,13014,13014,13014,13014,13014,13014,2224,2264,2325,2365,2365,2365,2365,2365,2365
,必殺ワザステータス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,※数式参照用,,,,,24,1,11365,2066,11977,2177,12545,12772,13113,13340,13340,13340,13340,13340,13340,2280,2321,2383,2424,2424,2424,2424,2424,2424
,"必殺攻撃_
オノマトペ",,,必殺攻撃F,,,必殺攻撃ヒットF,,,,初回必殺CDF,,,2回目以降必殺CDF,,,攻撃距離,,,,,,射程,,攻撃範囲,,,攻撃倍率,,,,,,,,,,,,,バフ・デバフ効果型,,,,,25,1,11656,2119,12268,2230,12850,13083,13433,13666,13666,13666,13666,13666,13666,2335,2378,2441,2484,2484,2484,2484,2484,2484
,dageki_2,,,1.90,,,"stop無:1回目 0.50
stop無:2回目 0.83
stop無:3回目 1.16
stop無:4回目 1.50",,,,750,,,1265,,,近距離,,,,,,0.18,,単体,,,1,,,,,,,,,,,,,-,,,,,26,1,11949,2172,12561,2283,13158,13397,13755,13994,13994,13994,13994,13994,13994,2391,2435,2500,2543,2543,2543,2543,2543,2543
,range_start_type,,,range_start_parameter,,,,range_end_type,,,range_end_parameter,,,,対象,,対象属性,,,対象ロール,,バフ・デバフ効果型,,,,,,※攻撃系以外の必殺ワザは攻撃倍率「無」,,,,,,,,,,,,,,,,,,27,1,12243,2226,12855,2337,13467,13712,14079,14324,14324,14324,14324,14324,14324,2448,2492,2559,2604,2604,2604,2604,2604,2604
,Distance,,,0,,,,Distance,,,0.18,,,,敵,,All,,,All,,-,,,,,,,,,,,,,,,,,,,,,,,,28,1,12538,2279,13150,2390,13776,14027,14403,14654,14654,14654,14654,14654,14654,2503,2549,2617,2663,2663,2663,2663,2663,2663
,→,攻撃発生Fと攻撃ヒットFは各数値に *50。その他攻撃CDFは/50。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,12835,2333,13447,2444,14088,14345,14730,14987,14987,14987,14987,14987,14987,2560,2607,2677,2723,2723,2723,2723,2723,2723
,必殺ワザ詳細,,,必殺ワザ1,,,,,,,,,,,,必殺ワザ2,,,,,,,,,,,,必殺ワザ3,,,,,,,,,,,,,,,,,,30,1,13132,2387,13744,2498,14400,14663,15057,15319,15319,15319,15319,15319,15319,2617,2665,2736,2784,2784,2784,2784,2784,2784
,,,,連続攻撃,,,,,,,,,,,,ノックバック,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,30,2,13132,2387,14313,2601,14969,15232,15626,15888,15888,15888,15888,15888,15888,2720,2768,2839,2887,2887,2887,2887,2887,2887
,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,攻撃・特殊系効果,,,,,,バフ・デバフ系効果,,,,,,,,,,,,31,2,13430,2441,14611,2655,15282,15551,15954,16222,16222,16222,16222,16222,16222,2777,2825,2899,2947,2947,2947,2947,2947,2947
,グレード,,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,効果値,,効果時間,,発動確率,,,,,,,,32,2,13730,2496,14911,2710,15597,15872,16284,16558,16558,16558,16558,16558,16558,2834,2884,2959,3009,3009,3009,3009,3009,3009
,1,,,125,,-,,-,,-,,-,,-,,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,33,2,14030,2551,15211,2765,15912,16193,16614,16894,16894,16894,16894,16894,16894,2892,2943,3020,3071,3071,3071,3071,3071,3071
,2,,,144,,-,,-,,-,,-,,-,,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,34,2,14331,2605,15512,2819,16228,16515,16945,17231,17231,17231,17231,17231,17231,2949,3001,3079,3131,3131,3131,3131,3131,3131
,3,,,157,,-,,-,,-,,-,,-,,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,35,2,14634,2660,15815,2874,16546,16839,17278,17571,17571,17571,17571,17571,17571,3007,3060,3140,3193,3193,3193,3193,3193,3193
,4,,,166,,-,,-,,-,,-,,-,,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,36,2,14937,2715,16118,2929,16864,17163,17611,17910,17910,17910,17910,17910,17910,3064,3119,3200,3254,3254,3254,3254,3254,3254
,5,,,173,,-,,-,,-,,-,,-,,1,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,,,,,37,2,15241,2771,16422,2985,17184,17488,17946,18250,18250,18250,18250,18250,18250,3123,3178,3262,3317,3317,3317,3317,3317,3317
,→,連続攻撃は最大ダメージ。効果時間は/50。※発動確率は「-」の記載 = 「100%」。状態異常系「スタン、火傷、氷結、毒」のみ記載。←以外の必殺ワザで発動確率を記載する場合は、特殊な確率場合のみ。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,2,15545,2826,16726,3040,17503,17814,18280,18591,18591,18591,18591,18591,18591,3181,3237,3322,3379,3379,3379,3379,3379,3379
,必殺ワザ文言,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2,15851,2882,17032,3096,17824,18141,18617,18934,18934,18934,18934,18934,18934,3240,3297,3384,3441,3441,3441,3441,3441,3441
,グレード,,,必殺ワザ文言,,,,,,,,,,,,,,,,文字数,,必殺ワザ詳細文言,,,,,,文字数,,,,,,,,,,,,,※数式参照用,,,,,40,2,16157,2937,17338,3151,18145,18468,18953,19276,19276,19276,19276,19276,19276,3297,3356,3444,3503,3503,3503,3503,3503,3503
,1,,,敵単体に最大4回の連続攻撃(自身の攻撃ステータスの最大125%ダメージ) + 4回目の攻撃がヒットした場合、敵を小ノックバック,,,,,,,,,,,,,,,,63,,-,,,,,,-,,,,,,,,,,,,,chara_osh_00601_Special_00001,,,,,40,3,16157,2937,17934,3260,18741,19064,19549,19872,19872,19872,19872,19872,19872,3406,3465,3553,3612,3612,3612,3612,3612,3612
,2,,,敵単体に最大4回の連続攻撃(自身の攻撃ステータスの最大144%ダメージ) + 4回目の攻撃がヒットした場合、敵を小ノックバック,,,,,,,,,,,,,,,,63,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00601_Special_00002,,,,,41,3,16465,2993,18242,3316,19065,19394,19888,20217,20217,20217,20217,20217,20217,3465,3525,3615,3675,3675,3675,3675,3675,3675
,3,,,敵単体に最大4回の連続攻撃(自身の攻撃ステータスの最大157%ダメージ) + 4回目の攻撃がヒットした場合、敵を小ノックバック,,,,,,,,,,,,,,,,63,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00601_Special_00003,,,,,42,3,16773,3049,18550,3372,19388,19724,20227,20562,20562,20562,20562,20562,20562,3524,3585,3676,3737,3737,3737,3737,3737,3737
,4,,,敵単体に最大4回の連続攻撃(自身の攻撃ステータスの最大166%ダメージ) + 4回目の攻撃がヒットした場合、敵を小ノックバック,,,,,,,,,,,,,,,,63,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00601_Special_00004,,,,,43,3,17081,3105,18858,3428,19712,20053,20566,20907,20907,20907,20907,20907,20907,3583,3645,3738,3800,3800,3800,3800,3800,3800
,5,,,敵単体に最大4回の連続攻撃(自身の攻撃ステータスの最大173%ダメージ) + 4回目の攻撃がヒットした場合、敵を小ノックバック,,,,,,,,,,,,,,,,63,,ステータスUP + 必殺ワザ性能UP,,,,,,18,,,,,,,,,,,,,chara_osh_00601_Special_00005,,,,,44,3,17391,3162,19168,3485,20037,20385,20907,21254,21254,21254,21254,21254,21254,3643,3706,3801,3864,3864,3864,3864,3864,3864
,,,,,,,,,,,,,,,,,,,,,,,,,,,,※18字まで,,,,,,,,,,,,,,,,,,45,3,17701,3218,19478,3541,20363,20717,21248,21602,21602,21602,21602,21602,21602,3701,3766,3862,3927,3927,3927,3927,3927,3927
,ワンポイント文言,,,,,,,,,,,,,,,,,,,,,,,文字数,,,,,,,,,,,,,,,,,,,,,,46,3,18012,3274,19789,3597,20689,21049,21590,21950,21950,21950,21950,21950,21950,3760,3826,3924,3989,3989,3989,3989,3989,3989
,前線で味方を守るディフェンスキャラ!さらに連続攻撃で強さを発揮!,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,47,3,18323,3331,20100,3654,21016,21382,21932,22298,22298,22298,22298,22298,22298,3820,3887,3987,4053,4053,4053,4053,4053,4053
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3,18636,3388,20413,3711,21344,21717,22276,22649,22649,22649,22649,22649,22649,3880,3948,4049,4117,4117,4117,4117,4117,4117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,18949,3445,20726,3768,21673,22052,22620,22999,22999,22999,22999,22999,22999,3940,4009,4112,4181,4181,4181,4181,4181,4181
,,,,,,,,,,,,,,,,,,,,,,,,※100字まで,,,,,,,,,,,,,,,,,,,,,,50,3,19262,3502,21039,3825,22002,22387,22965,23350,23350,23350,23350,23350,23350,4000,4070,4175,4245,4245,4245,4245,4245,4245
,※その他キャラ文言関連に関しては↓を参照,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,4,19262,3502,21573,3922,22536,22921,23499,23884,23884,23884,23884,23884,23884,4097,4167,4272,4342,4342,4342,4342,4342,4342
,https://docs.google.com/spreadsheets/d/15MhqG2fCmYP60QZn_waTxDLL-LlRRkpIhKt6iaLyIzo/edit?gid=0#gid=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,4,19576,3559,21887,3979,22865,23257,23844,24236,24236,24236,24236,24236,24236,4156,4228,4334,4406,4406,4406,4406,4406,4406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,4,19891,3616,22202,4036,23196,23594,24191,24588,24588,24588,24588,24588,24588,4216,4289,4397,4469,4469,4469,4469,4469,4469
,▼必殺ワザスキル文言、ワンポイント文言へのFBは以下に記載をお願いします（問題なければ「OK」だけ記載お願いします）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4,20207,3674,22518,4094,23528,23932,24538,24942,24942,24942,24942,24942,24942,4277,4351,4461,4534,4534,4534,4534,4534,4534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,4,20523,3731,22834,4151,23860,24270,24886,25296,25296,25296,25296,25296,25296,4337,4412,4524,4598,4598,4598,4598,4598,4598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4,20839,3789,23150,4209,24191,24608,25233,25650,25650,25650,25650,25650,25650,4398,4474,4587,4663,4663,4663,4663,4663,4663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,4,21157,3846,23468,4266,24525,24948,25583,26006,26006,26006,26006,26006,26006,4458,4535,4650,4727,4727,4727,4727,4727,4727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,4,21474,3904,23785,4324,24858,25288,25932,26361,26361,26361,26361,26361,26361,4519,4597,4714,4792,4792,4792,4792,4792,4792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4,21793,3962,24104,4382,25193,25629,26283,26719,26719,26719,26719,26719,26719,4580,4659,4778,4857,4857,4857,4857,4857,4857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4,22112,4020,24423,4440,25528,25970,26634,27076,27076,27076,27076,27076,27076,4641,4721,4842,4922,4922,4922,4922,4922,4922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,22431,4078,24742,4498,25863,26312,26985,27433,27433,27433,27433,27433,27433,4701,4783,4905,4987,4987,4987,4987,4987,4987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,5,22431,4078,25795,4689,26916,27365,28038,28486,28486,28486,28486,28486,28486,4892,4974,5096,5178,5178,5178,5178,5178,5178
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,5,22751,4136,26115,4747,27252,27707,28390,28845,28845,28845,28845,28845,28845,4953,5036,5160,5243,5243,5243,5243,5243,5243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,5,23072,4194,26436,4805,27589,28051,28743,29204,29204,29204,29204,29204,29204,5014,5098,5224,5308,5308,5308,5308,5308,5308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,5,23393,4253,26757,4864,27926,28394,29096,29564,29564,29564,29564,29564,29564,5076,5161,5289,5374,5374,5374,5374,5374,5374
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,5,23715,4311,27079,4922,28264,28739,29450,29924,29924,29924,29924,29924,29924,5137,5223,5353,5439,5439,5439,5439,5439,5439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,5,24037,4370,27401,4981,28602,29083,29804,30285,30285,30285,30285,30285,30285,5199,5286,5418,5505,5505,5505,5505,5505,5505
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,24359,4429,27723,5040,28940,29428,30158,30646,30646,30646,30646,30646,30646,5261,5350,5482,5571,5571,5571,5571,5571,5571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,5,24683,4487,28047,5098,29281,29774,30515,31008,31008,31008,31008,31008,31008,5322,5412,5546,5636,5636,5636,5636,5636,5636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,5,25006,4546,28370,5157,29620,30120,30870,31370,31370,31370,31370,31370,31370,5384,5475,5611,5702,5702,5702,5702,5702,5702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,5,25330,4605,28694,5216,29960,30467,31227,31733,31733,31733,31733,31733,31733,5446,5538,5676,5768,5768,5768,5768,5768,5768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,25655,4664,29019,5275,30301,30814,31584,32097,32097,32097,32097,32097,32097,5508,5601,5741,5834,5834,5834,5834,5834,5834
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,6,25655,4664,29759,5410,31041,31554,32324,32837,32837,32837,32837,32837,32837,5643,5736,5876,5969,5969,5969,5969,5969,5969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,6,25980,4723,30084,5469,31383,31902,32682,33201,33201,33201,33201,33201,33201,5705,5799,5941,6035,6035,6035,6035,6035,6035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,6,26305,4782,30409,5528,31724,32250,33039,33565,33565,33565,33565,33565,33565,5767,5862,6006,6101,6101,6101,6101,6101,6101
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,6,26631,4842,30735,5588,32066,32599,33398,33930,33930,33930,33930,33930,33930,5830,5926,6072,6169,6169,6169,6169,6169,6169
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,6,26958,4901,31062,5647,32409,32949,33757,34296,34296,34296,34296,34296,34296,5892,5990,6137,6235,6235,6235,6235,6235,6235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,6,27285,4960,31389,5706,32753,33298,34117,34663,34663,34663,34663,34663,34663,5954,6053,6202,6301,6301,6301,6301,6301,6301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,27612,5020,31716,5766,33096,33648,34477,35029,35029,35029,35029,35029,35029,6017,6117,6268,6368,6368,6368,6368,6368,6368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,6,27940,5080,32044,5826,33441,33999,34838,35396,35396,35396,35396,35396,35396,6080,6181,6334,6435,6435,6435,6435,6435,6435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,28268,5139,32372,5885,33785,34350,35198,35764,35764,35764,35764,35764,35764,6141,6244,6398,6501,6501,6501,6501,6501,6501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6,28597,5199,32701,5945,34130,34702,35560,36132,36132,36132,36132,36132,36132,6204,6308,6464,6568,6568,6568,6568,6568,6568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,6,28926,5259,33030,6005,34476,35054,35922,36501,36501,36501,36501,36501,36501,6267,6373,6530,6636,6636,6636,6636,6636,6636
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,7,28926,5259,33843,6153,35289,35867,36735,37314,37314,37314,37314,37314,37314,6415,6521,6678,6784,6784,6784,6784,6784,6784
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,7,29255,5319,34172,6213,35634,36219,37097,37682,37682,37682,37682,37682,37682,6478,6585,6744,6851,6851,6851,6851,6851,6851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7,29585,5379,34502,6273,35981,36572,37460,38052,38052,38052,38052,38052,38052,6541,6649,6810,6918,6918,6918,6918,6918,6918
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7,29915,5439,34832,6333,36327,36926,37823,38421,38421,38421,38421,38421,38421,6604,6713,6876,6985,6985,6985,6985,6985,6985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,7,30246,5499,35163,6393,36675,37280,38187,38792,38792,38792,38792,38792,38792,6667,6777,6942,7052,7052,7052,7052,7052,7052
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,7,30577,5559,35494,6453,37022,37634,38551,39163,39163,39163,39163,39163,39163,6730,6842,7008,7120,7120,7120,7120,7120,7120
