,クリア報酬,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グリーン,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グレー,,
,報酬数,0,300,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,
,ランダムクリア報酬,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グリーン,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グレー,,
,報酬数,0,0,0,0,0,0,0,3,3,3,3,3,,
,ドロップ確率,0,0,0,0,0,0,0,20%,20%,20%,20%,20%,,
,,,,,,,,,,,,,,,
,リーダーEXP,100,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,報酬合計数,0,300,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,◆ランク到達報酬,,,,,,,,,,,,,,
,・降臨バトルの期間中の累計スコアPtに応じたランクがあり、そのランクに到達することで報酬が獲得できます,,,,,,,,,,,,,,
,・複数の報酬を設定可能です（最大5つまで）,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,累計スコア（Pt）,ランク,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グリーン,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グレー,
,1000~,ブロンズ1,10,1000,0,0,1,0,0,0,0,0,0,0,
,2000~,ブロンズ2,10,1000,0,0,1,0,0,0,0,0,0,0,
,3000~,ブロンズ3,10,1000,0,0,1,0,0,0,0,0,0,0,
,4000~,ブロンズ4,10,1000,0,0,1,0,0,0,0,0,0,0,
,5000~,シルバー1,20,2000,0,0,1,0,0,0,0,0,0,0,
,7500~,シルバー2,20,2000,0,0,1,0,0,0,0,0,0,0,
,10000~,シルバー3,20,2000,0,0,2,0,0,0,0,0,0,0,
,12500~,シルバー4,20,2000,0,0,2,0,0,0,0,0,0,0,
,15000~,ゴールド1,30,3000,0,0,2,1,0,0,0,0,0,0,
,30000~,ゴールド2,30,3000,0,0,2,2,0,0,0,0,0,0,
,50000~,ゴールド3,30,3000,0,0,2,2,0,0,0,0,0,0,
,75000~,ゴールド4,30,3000,0,0,2,2,0,0,0,0,0,0,
,100000~,マスター1,40,4000,0,0,3,2,0,0,0,0,0,0,
,250000~,マスター2,40,4000,0,0,3,2,0,0,0,0,0,0,
,500000~,マスター3,40,4000,0,0,3,2,0,0,0,0,0,0,
,1000000~,マスター4,40,4000,0,0,3,2,1,0,0,0,0,0,
,,,,,,,,,,,,,,,
,報酬合計数,,400,40000,0,0,30,15,1,0,0,0,0,0,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,◆ハイスコア目標達成報酬,,,,,,,,,,,,,,
,・期間中の降臨バトルのハイスコアの目標を達成することで報酬が獲得できます,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,目標ハイスコア（Pt）,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グリーン,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グレー,,
,5000,20,0,0,0,0,0,0,0,0,0,0,0,,
,10000,0,1000,0,0,0,0,0,0,0,0,0,0,,
,15000,20,0,0,0,0,0,0,0,0,0,0,0,,
,20000,0,2000,0,0,0,0,0,0,0,0,0,0,,
,30000,30,0,,0,0,0,0,0,0,0,0,0,,
,40000,0,3000,0,0,0,0,0,0,0,0,0,0,,
,50000,30,0,0,0,0,0,0,0,0,0,0,0,,
,75000,0,4000,0,0,0,0,0,0,0,0,0,0,,
,100000,50,0,0,0,0,0,0,0,0,0,0,0,,
,200000,0,5000,0,0,0,0,0,0,0,0,0,0,,
,300000,100,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,
,報酬合計数,250,15000,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,◆ランキング報酬,,,,,,,,,,,,,,
,・期間中の降臨バトルのハイスコアによって、ランキング結果が決定し、その結果に応じた報酬が獲得できます,,,,,,,,,,,,,,
,・複数の報酬を設定可能です（最大5つまで）,,,,,,,,,,,,,,
,・ランキングの報酬は、降臨バトルの結果発表時に獲得できます,,,,,,,,,,,,,,
,"ランキング更新タイミングは即時でなくてもよく、N分単位で更新（サーバー費を安くする）
次回ランキングの更新はN時間後の表示",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,ランキング,エンブレム,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,URキャラのランダムかけらBOX,SSRキャラのランダムかけらBOX,SRキャラのランダムかけらBOX,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・ブルー,カラーメモリー・グレー,
,1,1,1000,100000,0,5,0,0,0,0,0,0,0,0,
,2,1,750,75000,0,5,0,0,0,0,0,0,0,0,
,3,1,500,50000,0,5,0,0,0,0,0,0,0,0,
,4~50,1,300,30000,0,4,0,0,0,0,0,0,0,0,
,51~300,1,200,20000,0,3,0,0,0,0,0,0,0,0,
,301~1000,1,150,15000,0,3,0,0,0,0,0,0,0,0,
,1001~5000,0,100,10000,0,2,0,0,0,0,0,0,0,0,
,5001~10000,0,50,5000,0,2,0,0,0,0,0,0,0,0,
,10001~,0,20,2000,0,1,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,
,報酬合計数,,3070,307000,0,30,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,◆降臨バトル専用ミッション,,,,,,,,,,,,,,
,・期間中の降臨バトルのミッションを達成することで報酬が獲得できます,,,,,,,,,,,,,,
,・「⚫︎⚫︎」は降臨バトルの名称になります,,,,,,,,,,,,,,
,"・特別な報酬『いいジャン祭』限定のキャラやそのキャラのかけらを配置する場合は、基本報酬コントロールと、回数でゴールが見えやすいミッションであるとユーザーモチベーションも維持しやすいので、こちらに置くことを推奨します
その場合はミッション内容や数を調整して問題ございません",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,ミッション内容,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グリーン,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グレー,「名称（キャラ名）」,「名称（キャラ名）のかけら」
,降臨バトル「魔防隊と戦う者」に5回挑戦しよう！,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
,降臨バトル「魔防隊と戦う者」に10回挑戦しよう！,20,0,0,0,0,0,0,0,0,0,0,0,0,0
,降臨バトル「魔防隊と戦う者」に20回挑戦しよう！,0,3000,0,0,0,0,0,0,0,0,0,0,0,0
,降臨バトル「魔防隊と戦う者」に30回挑戦しよう！,30,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,
,報酬合計数,50,5000,0,0,0,0,0,0,0,0,0,0,0,0
