ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter
e,202511020,c_yuw_00101_753get_Normal_Green_Normal_00000_3,c_yuw_00101_753get_Normal_Green_Normal_00000,3,34,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_753get_Normal_Green_Normal_00000_4,c_yuw_00101_753get_Normal_Green_Normal_00000,4,39,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_753get_Normal_Green_Normal_00000_5,c_yuw_00101_753get_Normal_Green_Normal_00000,5,45,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_753get_Normal_Green_Normal_00000_6,c_yuw_00101_753get_Normal_Green_Normal_00000,6,48,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0
e,202511020,c_yuw_00101_753get_Normal_Green_Special_00001_1,c_yuw_00101_753get_Normal_Green_Special_00001,1,0,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,250,AttackPowerDown,-1,500,20
e,202511020,c_yuw_00201_753get_Normal_Green_Normal_00000_1,c_yuw_00201_753get_Normal_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00201_753get_Normal_Green_Special_00001_1,c_yuw_00201_753get_Normal_Green_Special_00001,1,0,Direct,Distance,0,Distance,0.37,100,Foe,All,All,All,Damage,KnockBack1,0,0,dageki_2,1,100,Percentage,200,None,0,0,0
e,202511020,c_yuw_00501_753get_Boss_Green_Normal_00000_1,c_yuw_00501_753get_Boss_Green_Normal_00000,1,0,Direct,Distance,0,Distance,0.31,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00501_753get_Boss_Green_Appearance_00001_1,c_yuw_00501_753get_Boss_Green_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00501_753get_Boss_Green_Special_00002_1,c_yuw_00501_753get_Boss_Green_Special_00002,1,0,Direct,Distance,0,Distance,0.31,1,Self,All,All,All,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,1,500,500
e,202511020,c_yuw_00601_753get_Boss_Colorless_Normal_00000_1,c_yuw_00601_753get_Boss_Colorless_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00601_753get_Boss_Colorless_Appearance_00001_1,c_yuw_00601_753get_Boss_Colorless_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00601_753get_Boss_Colorless_Special_00002_1,c_yuw_00601_753get_Boss_Colorless_Special_00002,1,0,Direct,Distance,0,Distance,0.25,1,Self,All,All,All,Damage,Normal,0,0,,,100,Percentage,0,DamageCut,-1,1000,30
e,202511020,c_yuw_00001_okumuraget_Normal_Blue_Normal_00000_1,c_yuw_00001_okumuraget_Normal_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.34,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00001_okumuraget_Normal_Blue_Special_00001_1,c_yuw_00001_okumuraget_Normal_Blue_Special_00001,1,0,Direct,Distance,0,Distance,0.34,100,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,200,None,0,0,0
e,202511020,c_yuw_00001_okumuraget_Boss_Blue_Normal_00000_1,c_yuw_00001_okumuraget_Boss_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.34,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00001_okumuraget_Boss_Blue_Appearance_00001_1,c_yuw_00001_okumuraget_Boss_Blue_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00001_okumuraget_Boss_Blue_Special_00002_1,c_yuw_00001_okumuraget_Boss_Blue_Special_00002,1,0,Direct,Distance,0,Distance,0.34,100,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,200,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000_1,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000,1,23,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000_2,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000,2,28,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000_3,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000,3,34,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000_4,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000,4,39,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000_5,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000,5,45,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,16,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000_6,c_yuw_00101_okumuraget_Boss_Blue_Normal_00000,6,48,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,17,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Appearance_00001_1,c_yuw_00101_okumuraget_Boss_Blue_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00101_okumuraget_Boss_Blue_Special_00002_1,c_yuw_00101_okumuraget_Boss_Blue_Special_00002,1,0,Direct,Distance,0,Distance,0.35,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,250,AttackPowerDown,-1,500,20
e,202511020,c_yuw_00301_okumuraget_Normal_Colorless_Normal_00000_1,c_yuw_00301_okumuraget_Normal_Colorless_Normal_00000,1,25,Direct,Distance,0,Distance,0.24,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,,100,Percentage,50,None,0,0,0
e,202511020,c_yuw_00301_okumuraget_Normal_Colorless_Normal_00000_2,c_yuw_00301_okumuraget_Normal_Colorless_Normal_00000,2,50,Direct,Distance,0,Distance,0.24,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,,100,Percentage,50,None,0,0,0
e,202511020,c_yuw_00301_okumuraget_Normal_Colorless_Special_00001_1,c_yuw_00301_okumuraget_Normal_Colorless_Special_00001,1,0,Direct,Distance,0,Distance,0.24,1,Self,All,All,All,Damage,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,1000,30
e,202511020,c_yuw_00301_okumuraget_Boss_Blue_Normal_00000_1,c_yuw_00301_okumuraget_Boss_Blue_Normal_00000,1,25,Direct,Distance,0,Distance,0.24,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,,100,Percentage,50,None,0,0,0
e,202511020,c_yuw_00301_okumuraget_Boss_Blue_Normal_00000_2,c_yuw_00301_okumuraget_Boss_Blue_Normal_00000,2,50,Direct,Distance,0,Distance,0.24,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,,100,Percentage,50,None,0,0,0
e,202511020,c_yuw_00301_okumuraget_Boss_Blue_Appearance_00001_1,c_yuw_00301_okumuraget_Boss_Blue_Appearance_00001,1,0,Direct,Distance,0,Distance,50,100,Foe,All,All,All,None,ForcedKnockBack5,0,0,dageki_1,,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00301_okumuraget_Boss_Blue_Special_00002_1,c_yuw_00301_okumuraget_Boss_Blue_Special_00002,1,0,Direct,Distance,0,Distance,0.24,1,Self,All,All,All,Damage,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,1000,30
e,202511020,c_yuw_00401_okumuraget_Normal_Blue_Normal_00000_1,c_yuw_00401_okumuraget_Normal_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.18,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0
e,202511020,c_yuw_00401_okumuraget_Normal_Blue_Special_00001_1,c_yuw_00401_okumuraget_Normal_Blue_Special_00001,1,0,Direct,Distance,0,Distance,0.18,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,300,None,0,0,0
e,202511020,c_yuw_00401_okumuraget_Boss_Blue_Normal_00000_1,c_yuw_00401_okumuraget_Boss_Blue_Normal_00000,1,0,Direct,Distance,0,Distance,0.18,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,100,None,0,0,0
