,"【お知らせ_Mバナー】
魔都精兵のスレイブ  いいジャン祭ピックアップガシャ
・誇り高き魔都の剣姫 羽前 京香
・東 日万凛","・誇り高き魔都の剣姫 羽前 京香:UR
・東 八千穂:SSR

・東 日万凛:SR
gacha_banner_sur_00002",1,,,668×220,不要,notice_gacha_sur_00002,監修通過,PNG提出必要,江村,,gacha_gacha_[:banner_url],,,
,"【ホームバナー】
魔都精兵のスレイブ  いいジャン祭ピックアップガシャ
・誇り高き魔都の剣姫 羽前 京香
・東 日万凛","・誇り高き魔都の剣姫 羽前 京香:UR
・東 八千穂:SSR

・東 日万凛:SR
hometop_gacha_sur_00002",1,,,"  
 	
306×100
",S3,hometop_gacha_sur_00002,監修通過,PNG提出必要,江村,アップ済み,hometop_[:png_name],,,
,（不要）【図鑑_シリーズバナー】,,1,,,300×300,AB,,,,,,series_banner_[:asset_key],その他,都度,
,（不要）【図鑑_シリーズロゴ),,1,,,350×245,AB,,,,,,series_logo_[:asset_key],その他,都度,
,"（不要）クエストバナー降臨バトル
","
データ設定で済むか要確認",,,,,,,,,,,,,,
,（不要）いいジャン祭パック,"既存バナーを流用
",,,不要かも,,,,,,,,,,,
,施策ロゴ_作成とチームメンバーへの共有(一番初めにやる),,,0.2,,,,,,PNG/PSD提出必要,望月,,,,,
,,,,工数の合計値↓,,,,,,,,,,,,
,,,,10.5,,,,,,,,,,,,
,,,江村さん工数,3,,,,,,,,,,,,
,,,望月さん工数,4.5,,,,,,,,,,,,
