ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key,weight
e,49,hard_spy_00002,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,50,hard_spy_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,51,hard_spy_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,52,hard_spy_00003,Random,Item,memory_glo_00003,7,33,3,202509010,
e,53,hard_spy_00003,Random,Item,memory_glo_00003,10,12,4,202509010,
e,54,hard_spy_00003,Random,Item,memory_glo_00003,15,2,5,202509010,
e,55,hard_spy_00003,Random,Item,memory_glo_00001,7,33,6,202509010,
e,56,hard_spy_00003,Random,Item,memory_glo_00001,10,12,7,202509010,
e,57,hard_spy_00003,Random,Item,memory_glo_00001,15,2,8,202509010,
e,58,hard_spy_00003,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,59,hard_spy_00004,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,60,hard_spy_00004,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,61,hard_spy_00004,Random,Item,memory_glo_00001,7,65,3,202509010,
e,62,hard_spy_00004,Random,Item,memory_glo_00001,10,22,4,202509010,
e,63,hard_spy_00004,Random,Item,memory_glo_00001,15,8,5,202509010,
e,64,hard_spy_00004,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,65,hard_spy_00005,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,66,hard_spy_00005,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,67,hard_spy_00005,Random,Item,memory_glo_00001,7,65,3,202509010,
e,68,hard_spy_00005,Random,Item,memory_glo_00001,10,22,4,202509010,
e,69,hard_spy_00005,Random,Item,memory_glo_00001,15,8,5,202509010,
e,70,hard_spy_00005,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,71,hard_spy_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,72,hard_spy_00006,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,73,hard_spy_00006,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,74,hard_spy_00006,Random,Item,memory_glo_00003,7,65,4,202509010,
e,75,hard_spy_00006,Random,Item,memory_glo_00003,10,22,5,202509010,
e,76,hard_spy_00006,Random,Item,memory_glo_00003,15,8,6,202509010,
e,77,hard_spy_00006,Random,Item,memoryfragment_glo_00002,1,7,7,202509010,
e,78,normal_gom_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,79,normal_gom_00001,Random,Item,memory_glo_00001,5,65,2,202509010,
e,80,normal_gom_00001,Random,Item,memory_glo_00001,8,25,3,202509010,
e,81,normal_gom_00001,Random,Item,memory_glo_00001,12,5,4,202509010,
e,82,normal_gom_00001,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,83,normal_gom_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,84,normal_gom_00002,Random,Item,memory_glo_00001,5,65,2,202509010,
e,85,normal_gom_00002,Random,Item,memory_glo_00001,8,25,3,202509010,
e,86,normal_gom_00002,Random,Item,memory_glo_00001,12,5,4,202509010,
e,87,normal_gom_00002,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,88,normal_gom_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,89,normal_gom_00003,Random,Item,memory_glo_00004,5,33,2,202509010,
e,90,normal_gom_00003,Random,Item,memory_glo_00004,8,12,3,202509010,
e,91,normal_gom_00003,Random,Item,memory_glo_00004,12,2,4,202509010,
e,92,normal_gom_00003,Random,Item,memory_glo_00001,5,33,5,202509010,
e,93,normal_gom_00003,Random,Item,memory_glo_00001,8,12,6,202509010,
e,94,normal_gom_00003,Random,Item,memory_glo_00001,12,2,7,202509010,
e,95,normal_gom_00003,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,96,normal_gom_00004,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,97,normal_gom_00004,Random,Item,memory_glo_00001,5,65,2,202509010,
e,98,normal_gom_00004,Random,Item,memory_glo_00001,8,25,3,202509010,
e,99,normal_gom_00004,Random,Item,memory_glo_00001,12,5,4,202509010,
e,100,normal_gom_00004,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,101,normal_gom_00005,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,102,normal_gom_00005,Random,Item,memory_glo_00001,5,65,2,202509010,
e,103,normal_gom_00005,Random,Item,memory_glo_00001,8,25,3,202509010,
e,104,normal_gom_00005,Random,Item,memory_glo_00001,12,5,4,202509010,
e,105,normal_gom_00005,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,106,normal_gom_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,107,normal_gom_00006,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,108,normal_gom_00006,Random,Item,memory_glo_00004,5,65,3,202509010,
e,109,normal_gom_00006,Random,Item,memory_glo_00004,8,25,4,202509010,
e,110,normal_gom_00006,Random,Item,memory_glo_00004,12,5,5,202509010,
e,111,normal_gom_00006,Random,Item,memoryfragment_glo_00001,1,10,6,202509010,
e,112,hard_gom_00001,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,113,hard_gom_00001,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,114,hard_gom_00001,Random,Item,memory_glo_00001,7,65,3,202509010,
e,115,hard_gom_00001,Random,Item,memory_glo_00001,10,22,4,202509010,
e,116,hard_gom_00001,Random,Item,memory_glo_00001,15,8,5,202509010,
e,117,hard_gom_00001,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,118,hard_gom_00002,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,119,hard_gom_00002,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,120,hard_gom_00002,Random,Item,memory_glo_00001,7,65,3,202509010,
e,121,hard_gom_00002,Random,Item,memory_glo_00001,10,22,4,202509010,
e,122,hard_gom_00002,Random,Item,memory_glo_00001,15,8,5,202509010,
e,123,hard_gom_00002,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,124,hard_gom_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,125,hard_gom_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,126,hard_gom_00003,Random,Item,memory_glo_00004,7,65,3,202509010,
e,127,hard_gom_00003,Random,Item,memory_glo_00004,10,22,4,202509010,
e,128,hard_gom_00003,Random,Item,memory_glo_00004,15,8,5,202509010,
e,129,hard_gom_00003,Random,Item,memory_glo_00001,7,65,6,202509010,
e,130,hard_gom_00003,Random,Item,memory_glo_00001,10,22,7,202509010,
e,131,hard_gom_00003,Random,Item,memory_glo_00001,15,8,8,202509010,
e,132,hard_gom_00003,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,133,hard_gom_00004,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,134,hard_gom_00004,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,135,hard_gom_00004,Random,Item,memory_glo_00001,7,65,3,202509010,
e,136,hard_gom_00004,Random,Item,memory_glo_00001,10,22,4,202509010,
e,137,hard_gom_00004,Random,Item,memory_glo_00001,15,8,5,202509010,
e,138,hard_gom_00004,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,139,hard_gom_00005,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,140,hard_gom_00005,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,141,hard_gom_00005,Random,Item,memory_glo_00001,7,65,3,202509010,
e,142,hard_gom_00005,Random,Item,memory_glo_00001,10,22,4,202509010,
e,143,hard_gom_00005,Random,Item,memory_glo_00001,15,8,5,202509010,
e,144,hard_gom_00005,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,145,hard_gom_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,146,hard_gom_00006,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,147,hard_gom_00006,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,148,hard_gom_00006,Random,Item,memory_glo_00004,7,65,4,202509010,
e,149,hard_gom_00006,Random,Item,memory_glo_00004,10,22,5,202509010,
e,150,hard_gom_00006,Random,Item,memory_glo_00004,15,8,6,202509010,
e,151,hard_gom_00006,Random,Item,memoryfragment_glo_00002,1,7,7,202509010,
e,152,normal_aka_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,153,normal_aka_00001,Random,Item,memory_glo_00001,5,65,2,202509010,
e,154,normal_aka_00001,Random,Item,memory_glo_00001,8,25,3,202509010,
e,155,normal_aka_00001,Random,Item,memory_glo_00001,12,5,4,202509010,
e,156,normal_aka_00001,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,157,normal_aka_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,158,normal_aka_00002,Random,Item,memory_glo_00001,5,33,2,202509010,
e,159,normal_aka_00002,Random,Item,memory_glo_00001,8,12,3,202509010,
e,160,normal_aka_00002,Random,Item,memory_glo_00001,12,2,4,202509010,
e,161,normal_aka_00002,Random,Item,memory_glo_00002,5,33,5,202509010,
e,162,normal_aka_00002,Random,Item,memory_glo_00002,8,12,6,202509010,
e,163,normal_aka_00002,Random,Item,memory_glo_00002,12,2,7,202509010,
e,164,normal_aka_00002,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,165,normal_aka_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,166,normal_aka_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,167,normal_aka_00003,Random,Item,memory_glo_00002,5,65,3,202509010,
e,168,normal_aka_00003,Random,Item,memory_glo_00002,8,25,4,202509010,
e,169,normal_aka_00003,Random,Item,memory_glo_00002,12,5,5,202509010,
e,170,normal_aka_00003,Random,Item,memoryfragment_glo_00001,1,10,6,202509010,
e,171,hard_aka_00001,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,172,hard_aka_00001,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,173,hard_aka_00001,Random,Item,memory_glo_00001,7,65,3,202509010,
e,174,hard_aka_00001,Random,Item,memory_glo_00001,10,22,4,202509010,
e,175,hard_aka_00001,Random,Item,memory_glo_00001,15,8,5,202509010,
e,176,hard_aka_00001,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,177,hard_aka_00002,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,178,hard_aka_00002,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,179,hard_aka_00002,Random,Item,memory_glo_00001,7,33,3,202509010,
e,180,hard_aka_00002,Random,Item,memory_glo_00001,10,12,4,202509010,
e,181,hard_aka_00002,Random,Item,memory_glo_00001,15,2,5,202509010,
e,182,hard_aka_00002,Random,Item,memory_glo_00002,7,33,6,202509010,
e,183,hard_aka_00002,Random,Item,memory_glo_00002,10,12,7,202509010,
e,184,hard_aka_00002,Random,Item,memory_glo_00002,15,2,8,202509010,
e,185,hard_aka_00002,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,186,hard_aka_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,187,hard_aka_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,188,hard_aka_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,189,hard_aka_00003,Random,Item,memory_glo_00002,7,65,4,202509010,
e,190,hard_aka_00003,Random,Item,memory_glo_00002,10,22,5,202509010,
e,191,hard_aka_00003,Random,Item,memory_glo_00002,15,8,6,202509010,
e,192,hard_aka_00003,Random,Item,memoryfragment_glo_00002,1,7,7,202509010,
e,193,normal_glo1_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,194,normal_glo1_00001,Random,Item,memory_glo_00002,5,33,2,202509010,
e,195,normal_glo1_00001,Random,Item,memory_glo_00002,8,12,3,202509010,
e,196,normal_glo1_00001,Random,Item,memory_glo_00002,12,2,4,202509010,
e,197,normal_glo1_00001,Random,Item,memory_glo_00001,5,33,5,202509010,
e,198,normal_glo1_00001,Random,Item,memory_glo_00001,8,12,6,202509010,
e,199,normal_glo1_00001,Random,Item,memory_glo_00001,12,2,7,202509010,
e,200,normal_glo1_00001,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,201,normal_glo1_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,202,normal_glo1_00002,Random,Item,memory_glo_00004,5,33,2,202509010,
e,203,normal_glo1_00002,Random,Item,memory_glo_00004,8,12,3,202509010,
e,204,normal_glo1_00002,Random,Item,memory_glo_00004,12,2,4,202509010,
e,205,normal_glo1_00002,Random,Item,memory_glo_00001,5,33,5,202509010,
e,206,normal_glo1_00002,Random,Item,memory_glo_00001,8,12,6,202509010,
e,207,normal_glo1_00002,Random,Item,memory_glo_00001,12,2,7,202509010,
e,208,normal_glo1_00002,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,209,normal_glo1_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,210,normal_glo1_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,211,normal_glo1_00003,Random,Item,memory_glo_00003,5,33,3,202509010,
e,212,normal_glo1_00003,Random,Item,memory_glo_00003,8,12,4,202509010,
e,213,normal_glo1_00003,Random,Item,memory_glo_00003,12,2,5,202509010,
e,214,normal_glo1_00003,Random,Item,memory_glo_00001,5,33,6,202509010,
e,215,normal_glo1_00003,Random,Item,memory_glo_00001,8,12,7,202509010,
e,216,normal_glo1_00003,Random,Item,memory_glo_00001,12,2,8,202509010,
e,217,normal_glo1_00003,Random,Item,memoryfragment_glo_00001,1,10,9,202509010,
e,218,hard_glo1_00001,FirstClear,Item,memoryfragment_glo_00002,5,100,1,202509010,
e,219,hard_glo1_00001,FirstClear,Item,memoryfragment_glo_00001,3,100,2,202509010,
e,220,hard_glo1_00001,Random,Item,memory_glo_00002,7,65,3,202509010,
e,221,hard_glo1_00001,Random,Item,memory_glo_00002,10,22,4,202509010,
e,222,hard_glo1_00001,Random,Item,memory_glo_00002,15,8,5,202509010,
e,223,hard_glo1_00001,Random,Item,memory_glo_00001,7,65,6,202509010,
e,224,hard_glo1_00001,Random,Item,memory_glo_00001,10,22,7,202509010,
e,225,hard_glo1_00001,Random,Item,memory_glo_00001,15,8,8,202509010,
e,226,hard_glo1_00001,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,227,hard_glo1_00002,FirstClear,Item,memoryfragment_glo_00002,5,100,1,202509010,
e,228,hard_glo1_00002,FirstClear,Item,memoryfragment_glo_00001,3,100,2,202509010,
e,229,hard_glo1_00002,Random,Item,memory_glo_00004,7,65,3,202509010,
e,230,hard_glo1_00002,Random,Item,memory_glo_00004,10,22,4,202509010,
e,231,hard_glo1_00002,Random,Item,memory_glo_00004,15,8,5,202509010,
e,232,hard_glo1_00002,Random,Item,memory_glo_00001,7,65,6,202509010,
e,233,hard_glo1_00002,Random,Item,memory_glo_00001,10,22,7,202509010,
e,234,hard_glo1_00002,Random,Item,memory_glo_00001,15,8,8,202509010,
e,235,hard_glo1_00002,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,236,hard_glo1_00003,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,237,hard_glo1_00003,FirstClear,Item,memoryfragment_glo_00002,5,100,2,202509010,
e,238,hard_glo1_00003,FirstClear,Item,memoryfragment_glo_00001,3,100,3,202509010,
e,239,hard_glo1_00003,Random,Item,memory_glo_00003,7,65,4,202509010,
e,240,hard_glo1_00003,Random,Item,memory_glo_00003,10,22,5,202509010,
e,241,hard_glo1_00003,Random,Item,memory_glo_00003,15,8,6,202509010,
e,242,hard_glo1_00003,Random,Item,memory_glo_00001,7,65,7,202509010,
e,243,hard_glo1_00003,Random,Item,memory_glo_00001,10,22,8,202509010,
e,244,hard_glo1_00003,Random,Item,memory_glo_00001,15,8,9,202509010,
e,245,hard_glo1_00003,Random,Item,memoryfragment_glo_00002,1,7,10,202509010,
e,246,normal_dan_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,247,normal_dan_00001,Random,Item,memory_glo_00001,5,65,2,202509010,
e,248,normal_dan_00001,Random,Item,memory_glo_00001,8,25,3,202509010,
e,249,normal_dan_00001,Random,Item,memory_glo_00001,12,5,4,202509010,
e,250,normal_dan_00001,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,251,normal_dan_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,252,normal_dan_00002,Random,Item,memory_glo_00002,5,65,2,202509010,
e,253,normal_dan_00002,Random,Item,memory_glo_00002,8,25,3,202509010,
e,254,normal_dan_00002,Random,Item,memory_glo_00002,12,5,4,202509010,
e,255,normal_dan_00002,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,256,normal_dan_00003,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,257,normal_dan_00003,Random,Item,memory_glo_00001,5,65,2,202509010,
e,258,normal_dan_00003,Random,Item,memory_glo_00001,8,25,3,202509010,
e,259,normal_dan_00003,Random,Item,memory_glo_00001,12,5,4,202509010,
e,260,normal_dan_00003,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,261,normal_dan_00004,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,262,normal_dan_00004,Random,Item,memory_glo_00001,5,33,2,202509010,
e,263,normal_dan_00004,Random,Item,memory_glo_00001,8,12,3,202509010,
e,264,normal_dan_00004,Random,Item,memory_glo_00001,12,2,4,202509010,
e,265,normal_dan_00004,Random,Item,memory_glo_00002,5,33,5,202509010,
e,266,normal_dan_00004,Random,Item,memory_glo_00002,8,12,6,202509010,
e,267,normal_dan_00004,Random,Item,memory_glo_00002,12,2,7,202509010,
e,268,normal_dan_00004,Random,Item,memoryfragment_glo_00001,1,10,8,202509010,
e,269,normal_dan_00005,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,270,normal_dan_00005,Random,Item,memory_glo_00001,5,65,2,202509010,
e,271,normal_dan_00005,Random,Item,memory_glo_00001,8,25,3,202509010,
e,272,normal_dan_00005,Random,Item,memory_glo_00001,12,5,4,202509010,
e,273,normal_dan_00005,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,274,normal_dan_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,275,normal_dan_00006,FirstClear,Item,memoryfragment_glo_00001,1,100,2,202509010,
e,276,normal_dan_00006,Random,Item,memory_glo_00002,5,65,3,202509010,
e,277,normal_dan_00006,Random,Item,memory_glo_00002,8,25,4,202509010,
e,278,normal_dan_00006,Random,Item,memory_glo_00002,12,5,5,202509010,
e,279,normal_dan_00006,Random,Item,memoryfragment_glo_00001,1,10,6,202509010,
e,280,hard_dan_00001,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,281,hard_dan_00001,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,282,hard_dan_00001,Random,Item,memory_glo_00001,7,65,3,202509010,
e,283,hard_dan_00001,Random,Item,memory_glo_00001,10,22,4,202509010,
e,284,hard_dan_00001,Random,Item,memory_glo_00001,15,8,5,202509010,
e,285,hard_dan_00001,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,286,hard_dan_00002,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,287,hard_dan_00002,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,288,hard_dan_00002,Random,Item,memory_glo_00002,7,65,3,202509010,
e,289,hard_dan_00002,Random,Item,memory_glo_00002,10,22,4,202509010,
e,290,hard_dan_00002,Random,Item,memory_glo_00002,15,8,5,202509010,
e,291,hard_dan_00002,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,292,hard_dan_00003,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,293,hard_dan_00003,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,294,hard_dan_00003,Random,Item,memory_glo_00001,7,65,3,202509010,
e,295,hard_dan_00003,Random,Item,memory_glo_00001,10,22,4,202509010,
e,296,hard_dan_00003,Random,Item,memory_glo_00001,15,8,5,202509010,
e,297,hard_dan_00003,Random,Item,memoryfragment_glo_00002,1,7,6,202509010,
e,298,hard_dan_00004,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,299,hard_dan_00004,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,300,hard_dan_00004,Random,Item,memory_glo_00001,7,33,3,202509010,
e,301,hard_dan_00004,Random,Item,memory_glo_00001,10,12,4,202509010,
e,302,hard_dan_00004,Random,Item,memory_glo_00001,15,2,5,202509010,
e,303,hard_dan_00004,Random,Item,memory_glo_00002,7,33,6,202509010,
e,304,hard_dan_00004,Random,Item,memory_glo_00002,10,12,7,202509010,
e,305,hard_dan_00004,Random,Item,memory_glo_00002,15,2,8,202509010,
e,306,hard_dan_00004,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,307,hard_dan_00005,FirstClear,Item,memoryfragment_glo_00001,5,100,1,202509010,
e,308,hard_dan_00005,FirstClear,Item,memoryfragment_glo_00002,3,100,2,202509010,
e,309,hard_dan_00005,Random,Item,memory_glo_00001,7,33,3,202509010,
e,310,hard_dan_00005,Random,Item,memory_glo_00001,10,12,4,202509010,
e,311,hard_dan_00005,Random,Item,memory_glo_00001,15,2,5,202509010,
e,312,hard_dan_00005,Random,Item,memory_glo_00002,7,33,6,202509010,
e,313,hard_dan_00005,Random,Item,memory_glo_00002,10,12,7,202509010,
e,314,hard_dan_00005,Random,Item,memory_glo_00002,15,2,8,202509010,
e,315,hard_dan_00005,Random,Item,memoryfragment_glo_00002,1,7,9,202509010,
e,316,hard_dan_00006,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202509010,
e,317,hard_dan_00006,FirstClear,Item,memoryfragment_glo_00001,5,100,2,202509010,
e,318,hard_dan_00006,FirstClear,Item,memoryfragment_glo_00002,3,100,3,202509010,
e,319,hard_dan_00006,Random,Item,memory_glo_00002,7,65,4,202509010,
e,320,hard_dan_00006,Random,Item,memory_glo_00002,10,22,5,202509010,
e,321,hard_dan_00006,Random,Item,memory_glo_00002,15,8,6,202509010,
e,322,hard_dan_00006,Random,Item,memoryfragment_glo_00002,1,7,7,202509010,
e,323,normal_jig_00001,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,324,normal_jig_00001,Random,Item,memory_glo_00005,5,65,2,202509010,
e,325,normal_jig_00001,Random,Item,memory_glo_00005,8,25,3,202509010,
e,326,normal_jig_00001,Random,Item,memory_glo_00005,12,5,4,202509010,
e,327,normal_jig_00001,Random,Item,memoryfragment_glo_00001,1,10,5,202509010,
e,328,normal_jig_00002,FirstClear,Item,memoryfragment_glo_00001,1,100,1,202509010,
e,329,normal_jig_00002,Random,Item,memory_glo_00001,5,33,2,202509010,
e,330,normal_jig_00002,Random,Item,memory_glo_00001,8,13,3,202509010,
e,331,normal_jig_00002,Random,Item,memory_glo_00001,12,3,4,202509010,
e,332,normal_jig_00002,Random,Item,memory_glo_00005,5,33,5,202509010,
e,333,normal_jig_00002,Random,Item,memory_glo_00005,8,13,6,202509010,
e,334,normal_jig_00002,Random,Item,memory_glo_00005,12,3,7,202509010,
