ENABLE,id,quest_type,mst_event_id,sort_order,asset_key,start_date,end_date,quest_group,difficulty,release_key
e,test4_03,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",test4,Extra,1
e,test5_01,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",test5,Normal,1
e,test5_02,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",test5,Hard,1
e,test5_03,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",test5,Extra,1
e,test6_01,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",test6,Normal,1
e,event_test_fragment_n,event,event_test,1,diamond,"2024-01-01 0:00:00","2029-10-01 15:00:00",event_test1,Normal,1
e,event_test_fragment_h,event,event_test,1,diamond,"2024-01-01 0:00:00","2029-10-01 15:00:00",event_test1,Hard,1
e,event_test_fragment_vh,event,event_test,1,diamond,"2024-01-01 0:00:00","2029-10-01 15:00:00",event_test1,Extra,1
e,event_test_artwork_n,event,event_test,1,artwork,"2024-01-01 0:00:00","2029-10-01 15:00:00",event_test2,Normal,1
e,event_test_artwork_h,event,event_test,1,artwork,"2024-01-01 0:00:00","2029-10-01 15:00:00",event_test2,Hard,1
e,event_test_artwork_vh,event,event_test,1,artwork,"2024-01-01 0:00:00","2029-10-01 15:00:00",event_test2,Extra,1
e,event_test_speed_attack_n,event,event_test,1,artwork,"2025-06-10 12:00:00","2029-10-01 15:00:00",event_test3,Normal,1
e,event_test_speed_attack_h,event,event_test,1,artwork,"2025-06-10 12:00:00","2029-10-01 15:00:00",event_test3,Hard,1
e,event_test_speed_attack_vh,event,event_test,1,artwork,"2025-06-10 12:00:00","2029-10-01 15:00:00",event_test3,Extra,1
e,event_view_test_release_at,event,event_test,1,artwork,"2026-01-01 0:00:00","2029-10-01 15:00:00",event_test4,Normal,1
e,event_view_test_end_at,event,event_test,1,artwork,"2023-01-01 0:00:00","2024-10-01 15:00:00",event_test5,Normal,1
e,view_test_release_at,normal,,1,dan_1,"2026-01-01 0:00:00","2029-10-01 15:00:00",view_test,Normal,1
e,tutorial,Tutorial,,1,tutorial_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",tutorial,Normal,1
e,event_test_fragment_n2,event,event_test,1,diamond,"2024-01-01 0:00:00","2025-08-31 23:59:59",event_test6,Normal,1
e,event_test_fragment_h2,event,event_test,1,diamond,"2024-01-01 0:00:00","2026-06-12 23:59:59",event_test7,Normal,1
e,test_darkness_koma_special,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",dan,Normal,1
e,test_defense_target_scroll,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",dan,Normal,1
e,test_slipdamage_koma,normal,,1,dan_1,"2024-01-01 0:00:00","2029-10-01 15:00:00",dan,Normal,1
e,quest_event_spy1_charaget005,event,event_spy_00001,3,spy1_charaget01,"2025-08-20 12:00:00","2025-11-06 11:59:59",event_spy1_charaget_franky_1,Normal,1
e,quest_event_spy1_charaget01,event,event_spy_test_00004,3,spy1_charaget01,"2024-01-01 0:00:00","2029-10-01 15:00:00",event_spy1_charaget_franky,Normal,1
