ENABLE,id,mst_stage_id,condition_type,condition_value,animation_start_delay,animation_speed,is_pause,can_skip,asset_key,release_key
e,genga_tak_main_007_03_start,normal_tak_00003,Start,0,0,0.7,1,1,genga_tak_main_007_03_start,202509010
e,genga_tak_main_007_01_victory,normal_tak_00001,Victory,0,0,0.7,1,1,genga_tak_main_007_01_victory,202509010
e,genga_tak_main_007_02_victory,normal_tak_00002,Victory,0,0,0.7,1,1,genga_tak_main_007_02_victory,202509010
e,genga_tak_main_007_03_victory,normal_tak_00003,Victory,0,0,0.7,1,1,genga_tak_main_007_03_victory,202509010
e,genga_spy_main_001_01_start,normal_spy_00001,Start,0,0,0.7,1,1,genga_spy_main_001_01_start,202509010
e,genga_spy_main_001_02_start,normal_spy_00002,Start,0,0,0.7,1,1,genga_spy_main_001_02_start,202509010
e,genga_spy_main_001_03_start,normal_spy_00003,Start,0,0,0.7,1,1,genga_spy_main_001_03_start,202509010
e,genga_spy_main_001_04_start,normal_spy_00004,Start,0,0,0.7,1,1,genga_spy_main_001_04_start,202509010
e,genga_spy_main_001_05_start,normal_spy_00005,Start,0,0,0.7,1,1,genga_spy_main_001_05_start,202509010
e,genga_spy_main_001_06_appear_loid,normal_spy_00006,EnemySummon,1,0,0.7,1,1,genga_spy_main_001_06_appear_loid,202509010
e,genga_spy_main_001_01_victory,normal_spy_00001,Victory,0,0,0.7,1,1,genga_spy_main_001_01_victory,202509010
e,genga_spy_main_001_02_victory,normal_spy_00002,Victory,0,0,0.7,1,1,genga_spy_main_001_02_victory,202509010
e,genga_spy_main_001_03_victory,normal_spy_00003,Victory,0,0,0.7,1,1,genga_spy_main_001_03_victory,202509010
e,genga_spy_main_001_04_victory,normal_spy_00004,Victory,0,0,0.7,1,1,genga_spy_main_001_04_victory,202509010
e,genga_spy_main_001_05_victory,normal_spy_00005,Victory,0,0,0.7,1,1,genga_spy_main_001_05_victory,202509010
e,genga_kai_event_story_00001_01_start,event_kai1_charaget01_00001,Start,0,0,0.7,1,1,genga_kai_event_story_00001_01_start,202509010
e,genga_kai_event_story_00001_02_start,event_kai1_charaget01_00002,Start,0,0,0.7,1,1,genga_kai_event_story_00001_02_start,202509010
e,genga_kai_event_story_00001_03_start,event_kai1_charaget01_00003,Start,0,0,0.7,1,1,genga_kai_event_story_00001_03_start,202509010
e,genga_kai_event_story_00001_03_victory,event_kai1_charaget01_00003,Victory,0,0,0.7,1,1,genga_kai_event_story_00001_03_victory,202509010
e,genga_kai_event_story_00001_04_start,event_kai1_charaget01_00004,Start,0,0,0.7,1,1,genga_kai_event_story_00001_04_start,202509010
e,genga_kai_event_story_00001_05_victory,event_kai1_charaget01_00005,Victory,0,0,0.7,1,1,genga_kai_event_story_00001_05_victory,202509010
e,genga_kai_event_story_00001_06_start,event_kai1_charaget01_00006,Start,0,0,0.7,1,1,genga_kai_event_story_00001_06_start,202509010
e,genga_kai_event_story_00001_06_victory,event_kai1_charaget01_00006,Victory,0,0,0.7,1,1,genga_kai_event_story_00001_06_victory,202509010
e,genga_kai_event_story_00001_07_victory,event_kai1_charaget01_00007,Victory,0,0,0.7,1,1,genga_kai_event_story_00001_07_victory,202509010
e,genga_kai_event_story_00001_08_start,event_kai1_charaget01_00008,Start,0,0,0.7,1,1,genga_kai_event_story_00001_08_start,202509010
e,genga_kai_event_story_00001_08_victory,event_kai1_charaget01_00008,Victory,0,0,0.7,1,1,genga_kai_event_story_00001_08_victory,202509010
e,genga_kai_event_story_00002_01_start,event_kai1_charaget02_00001,Start,0,0,0.7,1,1,genga_kai_event_story_00002_01_start,202509010
e,genga_kai_event_story_00002_01_victory,event_kai1_charaget02_00001,Victory,0,0,0.7,1,1,genga_kai_event_story_00002_01_victory,202509010
e,genga_kai_event_story_00002_02_start,event_kai1_charaget02_00002,Start,0,0,0.7,1,1,genga_kai_event_story_00002_02_start,202509010
e,genga_kai_event_story_00002_02_victory,event_kai1_charaget02_00002,Victory,0,0,0.7,1,1,genga_kai_event_story_00002_02_victory,202509010
e,genga_kai_event_story_00002_03_start,event_kai1_charaget02_00003,Start,0,0,0.7,1,1,genga_kai_event_story_00002_03_start,202509010
e,genga_kai_event_story_00002_03_victory,event_kai1_charaget02_00003,Victory,0,0,0.7,1,1,genga_kai_event_story_00002_03_victory,202509010
e,genga_kai_event_story_00002_04_start,event_kai1_charaget02_00004,Start,0,0,0.7,1,1,genga_kai_event_story_00002_04_start,202509010
e,genga_kai_event_story_00002_04_victory,event_kai1_charaget02_00004,Victory,0,0,0.7,1,1,genga_kai_event_story_00002_04_victory,202509010
e,genga_kai_event_story_00002_05_start,event_kai1_charaget02_00005,Start,0,0,0.7,1,1,genga_kai_event_story_00002_05_start,202509010
e,genga_kai_event_story_00002_05_victory,event_kai1_charaget02_00005,Victory,0,0,0.7,1,1,genga_kai_event_story_00002_05_victory,202509010
e,genga_kai_event_story_00002_06_start,event_kai1_charaget02_00006,Start,0,0,0.7,1,1,genga_kai_event_story_00002_06_start,202509010
e,genga_kai_event_story_00002_07_start,event_kai1_charaget02_00007,Start,0,0,0.7,1,1,genga_kai_event_story_00002_07_start,202509010
e,genga_kai_event_story_00002_07_victory,event_kai1_charaget02_00007,Victory,0,0,0.7,1,1,genga_kai_event_story_00002_07_victory,202509010
e,genga_kai_event_story_00002_08_start,event_kai1_charaget02_00008,Start,0,0,0.7,1,1,genga_kai_event_story_00002_08_start,202509010
e,genga_kai_event_story_00002_08_victory,event_kai1_charaget02_00008,Victory,0,0,0.7,1,1,genga_kai_event_story_00002_08_victory,202509010
e,genga_kai_event_challenge_00001_03_start,event_kai1_challenge01_00003,Start,0,0,0.7,1,1,genga_kai_event_challenge_00001_03_start,202509010
e,genga_kai_event_challenge_00001_04_start,event_kai1_challenge01_00004,Start,0,0,0.7,1,1,genga_kai_event_challenge_00001_04_start,202509010
e,genga_kai_event_savage_00001_01_start,event_kai1_savage_00001,Start,0,0,0.7,1,1,genga_kai_event_savage_00001_01_start,202509010
e,genga_kai_event_savage_00001_02_start,event_kai1_savage_00002,Start,0,0,0.7,1,1,genga_kai_event_savage_00001_02_start,202509010
e,genga_kai_event_1day_00001_01_start,event_kai1_1day_00001,Start,0,0,0.7,1,1,genga_kai_event_1day_00001_01_start,202509010
e,genga_sur_main_010_01_start,normal_sur_00001,Start,0,0,0.7,1,1,genga_sur_main_010_01_start,202509010
e,genga_sur_main_010_02_start,normal_sur_00002,Start,0,0,0.7,1,1,genga_sur_main_010_02_start,202509010
e,genga_sur_main_010_03_start,normal_sur_00003,Start,0,0,0.7,1,1,genga_sur_main_010_03_start,202509010
e,genga_sur_main_010_04_start,normal_sur_00004,Start,0,0,0.7,1,1,genga_sur_main_010_04_start,202509010
e,genga_sur_main_010_05_start,normal_sur_00005,Start,0,0,0.7,1,1,genga_sur_main_010_05_start,202509010
e,genga_sur_main_010_06_appear_kyoka,normal_sur_00006,EnemySummon,4,0,0.7,1,1,genga_sur_main_010_06_appear_kyoka,202509010
e,genga_sur_main_010_01_victory,normal_sur_00001,Victory,0,0,0.7,1,1,genga_sur_main_010_01_victory,202509010
e,genga_sur_main_010_02_victory,normal_sur_00002,Victory,0,0,0.7,1,1,genga_sur_main_010_02_victory,202509010
e,genga_sur_main_010_03_victory,normal_sur_00003,Victory,0,0,0.7,1,1,genga_sur_main_010_03_victory,202509010
e,genga_sur_main_010_04_victory,normal_sur_00004,Victory,0,0,0.7,1,1,genga_sur_main_010_04_victory,202509010
e,genga_sur_main_010_05_victory,normal_sur_00005,Victory,0,0,0.7,1,1,genga_sur_main_010_05_victory,202509010
e,genga_rik_main_011_01_start,normal_rik_00001,Start,0,0,0.7,1,1,genga_rik_main_011_01_start,202509010
e,genga_rik_main_011_02_start,normal_rik_00002,Start,0,0,0.7,1,1,genga_rik_main_011_02_start,202509010
e,genga_rik_main_011_03_start,normal_rik_00003,Start,0,0,0.7,1,1,genga_rik_main_011_03_start,202509010
e,genga_rik_main_011_01_appear_lycopene,normal_rik_00001,EnemySummon,1,0,0.7,1,1,genga_rik_main_011_01_appear_lycopene,202509010
e,genga_mag_main_013_01_start,normal_mag_00001,Start,0,0,0.7,1,1,genga_mag_main_013_01_start,202509010
e,genga_mag_main_013_02_start,normal_mag_00002,Start,0,0,0.7,1,1,genga_mag_main_013_02_start,202509010
e,genga_mag_main_013_03_start,normal_mag_00003,Start,0,0,0.7,1,1,genga_mag_main_013_03_start,202509010
e,genga_mag_main_013_04_start,normal_mag_00004,Start,0,0,0.7,1,1,genga_mag_main_013_04_start,202509010
e,genga_mag_main_013_05_start,normal_mag_00005,Start,0,0,0.7,1,1,genga_mag_main_013_05_start,202509010
e,genga_mag_main_013_06_appear_kana,normal_mag_00006,EnemySummon,4,0,0.7,1,1,genga_mag_main_013_06_appear_kana,202509010
e,genga_mag_main_013_01_victory,normal_mag_00001,Victory,0,0,0.7,1,1,genga_mag_main_013_01_victory,202509010
e,genga_mag_main_013_02_victory,normal_mag_00002,Victory,0,0,0.7,1,1,genga_mag_main_013_02_victory,202509010
e,genga_mag_main_013_03_victory,normal_mag_00003,Victory,0,0,0.7,1,1,genga_mag_main_013_03_victory,202509010
e,genga_mag_main_013_04_victory,normal_mag_00004,Victory,0,0,0.7,1,1,genga_mag_main_013_04_victory,202509010
e,genga_mag_main_013_05_victory,normal_mag_00005,Victory,0,0,0.7,1,1,genga_mag_main_013_05_victory,202509010
e,genga_sum_main_014_01_start,normal_sum_00001,Start,0,0,0.7,1,1,genga_sum_main_014_01_start,202509010
e,genga_sum_main_014_02_start,normal_sum_00002,Start,0,0,0.7,1,1,genga_sum_main_014_02_start,202509010
e,genga_sum_main_014_03_start,normal_sum_00003,Start,0,0,0.7,1,1,genga_sum_main_014_03_start,202509010
e,genga_sum_main_014_04_start,normal_sum_00004,Start,0,0,0.7,1,1,genga_sum_main_014_04_start,202509010
e,genga_sum_main_014_05_start,normal_sum_00005,Start,0,0,0.7,1,1,genga_sum_main_014_05_start,202509010
e,genga_sum_main_014_05_appear_mio,normal_sum_00004,EnemySummon,7,0,0.7,1,1,genga_sum_main_014_05_appear_mio,202509010
e,genga_sum_main_014_02_victory,normal_sum_00002,Victory,0,0,0.7,1,1,genga_sum_main_014_02_victory,202509010
e,genga_sum_main_014_04_victory,normal_sum_00004,Victory,0,0,0.7,1,1,genga_sum_main_014_04_victory,202509010
e,genga_sum_main_014_06_appear_ushio,normal_sum_00006,EnemySummon,3,0,0.7,1,1,genga_sum_main_014_06_appear_ushio,202509010
e,genga_kai_main_015_01_start,normal_kai_00001,Start,0,0,0.7,1,1,genga_kai_main_015_01_start,202509010
e,genga_kai_main_015_02_start,normal_kai_00002,Start,0,0,0.7,1,1,genga_kai_main_015_02_start,202509010
e,genga_kai_main_015_03_start,normal_kai_00003,Start,0,0,0.7,1,1,genga_kai_main_015_03_start,202509010
e,genga_kai_main_015_04_start,normal_kai_00004,Start,0,0,0.7,1,1,genga_kai_main_015_04_start,202509010
e,genga_kai_main_015_05_start,normal_kai_00005,Start,0,0,0.7,1,1,genga_kai_main_015_05_start,202509010
e,genga_kai_main_015_06_appear_8gou,normal_kai_00006,EnemySummon,6,0,0.7,1,1,genga_kai_main_015_06_appear_8gou,202509010
e,genga_kai_main_015_01_victory,normal_kai_00001,Victory,0,0,0.7,1,1,genga_kai_main_015_01_victory,202509010
e,genga_kai_main_015_02_victory,normal_kai_00002,Victory,0,0,0.7,1,1,genga_kai_main_015_02_victory,202509010
e,genga_kai_main_015_03_victory,normal_kai_00003,Victory,0,0,0.7,1,1,genga_kai_main_015_03_victory,202509010
e,genga_kai_main_015_04_victory,normal_kai_00004,Victory,0,0,0.7,1,1,genga_kai_main_015_04_victory,202509010
e,genga_kai_main_015_05_victory,normal_kai_00005,Victory,0,0,0.7,1,1,genga_kai_main_015_05_victory,202509010
e,genga_kai_main_000_05_appear_9gou,normal_kai_00005,EnemySummon,11,0,0.7,1,1,genga_kai_main_000_05_appear_9gou,202509010
e,genga_spy_event_story_00001_01_start,event_spy1_charaget01_00001,Start,0,0,0.7,1,1,genga_spy_event_story_00001_01_start,202510010
e,genga_spy_event_story_00001_01_victory,event_spy1_charaget01_00001,Victory,0,0,0.7,1,1,genga_spy_event_story_00001_01_victory,202510010
e,genga_spy_event_story_00001_02_start,event_spy1_charaget01_00002,Start,0,0,0.7,1,1,genga_spy_event_story_00001_02_start,202510010
e,genga_spy_event_story_00001_02_victory,event_spy1_charaget01_00002,Victory,0,0,0.7,1,1,genga_spy_event_story_00001_02_victory,202510010
e,genga_spy_event_story_00001_03_start,event_spy1_charaget01_00003,Start,0,0,0.7,1,1,genga_spy_event_story_00001_03_start,202510010
e,genga_spy_event_story_00001_03_victory,event_spy1_charaget01_00003,Victory,0,0,0.7,1,1,genga_spy_event_story_00001_03_victory,202510010
e,genga_spy_event_story_00001_04_start,event_spy1_charaget01_00004,Start,0,0,0.7,1,1,genga_spy_event_story_00001_04_start,202510010
e,genga_spy_event_story_00001_06_start,event_spy1_charaget01_00006,Start,0,0,0.7,1,1,genga_spy_event_story_00001_06_start,202510010
e,genga_spy_event_story_00001_07_start,event_spy1_charaget01_00007,Start,0,0,0.7,1,1,genga_spy_event_story_00001_07_start,202510010
e,genga_spy_event_story_00001_07_victory,event_spy1_charaget01_00007,Victory,0,0,0.7,1,1,genga_spy_event_story_00001_07_victory,202510010
e,genga_spy_event_story_00001_08_start,event_spy1_charaget01_00008,Start,0,0,0.7,1,1,genga_spy_event_story_00001_08_start,202510010
e,genga_spy_event_story_00001_08_victory,event_spy1_charaget01_00008,Victory,0,0,0.7,1,1,genga_spy_event_story_00001_08_victory,202510010
e,genga_spy_event_story_00002_01_start,event_spy1_charaget02_00001,Start,0,0,0.7,1,1,genga_spy_event_story_00002_01_start,202510010
e,genga_spy_event_story_00002_01_victory,event_spy1_charaget02_00001,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_01_victory,202510010
e,genga_spy_event_story_00002_02_start,event_spy1_charaget02_00002,Start,0,0,0.7,1,1,genga_spy_event_story_00002_02_start,202510010
e,genga_spy_event_story_00002_02_victory,event_spy1_charaget02_00002,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_02_victory,202510010
e,genga_spy_event_story_00002_03_start,event_spy1_charaget02_00003,Start,0,0,0.7,1,1,genga_spy_event_story_00002_03_start,202510010
e,genga_spy_event_story_00002_03_victory,event_spy1_charaget02_00003,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_03_victory,202510010
e,genga_spy_event_story_00002_04_start,event_spy1_charaget02_00004,Start,0,0,0.7,1,1,genga_spy_event_story_00002_04_start,202510010
e,genga_spy_event_story_00002_04_victory,event_spy1_charaget02_00004,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_04_victory,202510010
e,genga_spy_event_story_00002_05_start,event_spy1_charaget02_00005,Start,0,0,0.7,1,1,genga_spy_event_story_00002_05_start,202510010
e,genga_spy_event_story_00002_05_victory,event_spy1_charaget02_00005,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_05_victory,202510010
e,genga_spy_event_story_00002_06_start,event_spy1_charaget02_00006,Start,0,0,0.7,1,1,genga_spy_event_story_00002_06_start,202510010
e,genga_spy_event_story_00002_06_victory,event_spy1_charaget02_00006,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_06_victory,202510010
e,genga_spy_event_story_00002_07_start,event_spy1_charaget02_00007,Start,0,0,0.7,1,1,genga_spy_event_story_00002_07_start,202510010
e,genga_spy_event_story_00002_07_victory,event_spy1_charaget02_00007,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_07_victory,202510010
e,genga_spy_event_story_00002_08_start,event_spy1_charaget02_00008,Start,0,0,0.7,1,1,genga_spy_event_story_00002_08_start,202510010
e,genga_spy_event_story_00002_08_victory,event_spy1_charaget02_00008,Victory,0,0,0.7,1,1,genga_spy_event_story_00002_08_victory,202510010
e,genga_dan_event_story_00001_01_start,event_dan1_charaget01_00001,Start,0,0,0.7,1,1,genga_dan_event_story_00001_01_start,202510020
e,genga_dan_event_story_00001_02_start,event_dan1_charaget01_00002,Start,0,0,0.7,1,1,genga_dan_event_story_00001_02_start,202510020
e,genga_dan_event_story_00001_03_start,event_dan1_charaget01_00003,Start,0,0,0.7,1,1,genga_dan_event_story_00001_03_start,202510020
e,genga_dan_event_story_00001_03_victory,event_dan1_charaget01_00003,Victory,0,0,0.7,1,1,genga_dan_event_story_00001_03_victory,202510020
e,genga_dan_event_story_00001_04_start,event_dan1_charaget01_00004,Start,0,0,0.7,1,1,genga_dan_event_story_00001_04_start,202510020
e,genga_dan_event_story_00001_04_victory,event_dan1_charaget01_00004,Victory,0,0,0.7,1,1,genga_dan_event_story_00001_04_victory,202510020
e,genga_dan_event_story_00001_05_start,event_dan1_charaget01_00005,Start,0,0,0.7,1,1,genga_dan_event_story_00001_05_start,202510020
e,genga_dan_event_story_00001_06_start,event_dan1_charaget01_00006,Start,0,0,0.7,1,1,genga_dan_event_story_00001_06_start,202510020
e,genga_dan_event_story_00001_06_victory,event_dan1_charaget01_00006,Victory,0,0,0.7,1,1,genga_dan_event_story_00001_06_victory,202510020
e,genga_dan_event_story_00001_07_start,event_dan1_charaget01_00007,Start,0,0,0.7,1,1,genga_dan_event_story_00001_07_start,202510020
e,genga_dan_event_story_00001_07_victory,event_dan1_charaget01_00007,Victory,0,0,0.7,1,1,genga_dan_event_story_00001_07_victory,202510020
e,genga_dan_event_story_00001_08_start,event_dan1_charaget01_00008,Start,0,0,0.7,1,1,genga_dan_event_story_00001_08_start,202510020
e,genga_dan_event_story_00001_08_victory,event_dan1_charaget01_00008,Victory,0,0,0.7,1,1,genga_dan_event_story_00001_08_victory,202510020
e,genga_dan_event_story_00002_01_start,event_dan1_charaget02_00001,Start,0,0,0.7,1,1,genga_dan_event_story_00002_01_start,202510020
e,genga_dan_event_story_00002_02_start,event_dan1_charaget02_00002,Start,0,0,0.7,1,1,genga_dan_event_story_00002_02_start,202510020
e,genga_dan_event_story_00002_03_start,event_dan1_charaget02_00003,Start,0,0,0.7,1,1,genga_dan_event_story_00002_03_start,202510020
e,genga_dan_event_story_00002_03_victory,event_dan1_charaget02_00003,Victory,0,0,0.7,1,1,genga_dan_event_story_00002_03_victory,202510020
e,genga_dan_event_story_00002_04_start,event_dan1_charaget02_00004,Start,0,0,0.7,1,1,genga_dan_event_story_00002_04_start,202510020
e,genga_dan_event_story_00002_04_victory,event_dan1_charaget02_00004,Victory,0,0,0.7,1,1,genga_dan_event_story_00002_04_victory,202510020
e,genga_dan_event_story_00002_05_start,event_dan1_charaget02_00005,Start,0,0,0.7,1,1,genga_dan_event_story_00002_05_start,202510020
