ENABLE,release_key,id,mst_unit_id,language,name,description,detail
e,1,chara_gom_00101_ja,chara_gom_00101,ja,トーチャー・トルチュール,"魔王軍の最高位拷問官にして、牢獄の責任者。\n最年少で最高位拷問官の地位に上り詰めた“拷問”の天才。国王軍の情報を得るために様々な方法で姫様に対して“拷問”を行う天才。特に、食べ物や料理など食欲に訴えかける“拷問”を行う。",攻撃DOWNを付与するスキルを持ち、敵の火力を削ぎながら戦うテクニカルキャラ！特軽減があり、毒を扱う敵に対して有利に立ち回れる！
e,1,chara_gom_00201_ja,chara_gom_00201,ja,クロル,"一級戦闘員兼上級拷問官。\n猛獣などを意のままに操ることができる猛獣使いだが、“拷問”ではシロクマのキュイや犬など可愛い動物を用いて“拷問”を行う。流行っている食べ物や可愛い食べ物、焼肉が好き。",遠距離からの攻撃を得意とするアタックキャラ！通常攻撃の単体攻撃と必殺ワザの範囲の使い分けで火力を発揮する！
e,1,chara_sur_00001_ja,chara_sur_00001,ja,"和倉 優希","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_01_ja,chara_sur_00001_01,ja,"和倉 優希B","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_02_ja,chara_sur_00001_02,ja,"和倉 優希C","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_03_ja,chara_sur_00001_03,ja,"和倉 優希D","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_04_ja,chara_sur_00001_04,ja,"和倉 優希E","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_05_ja,chara_sur_00001_05,ja,"和倉 優希F","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_06_ja,chara_sur_00001_06,ja,"和倉 優希G","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_07_ja,chara_sur_00001_07,ja,"和倉 優希H","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_sur_00001_08_ja,chara_sur_00001_08,ja,"和倉 優希I","魔都へと迷いこんでしまった高校三年生。\n醜鬼に襲われていたところを羽前 京香に助けられ、彼女の奴隷となる。家事全般が得意で魔防隊の管理人も任されており、趣味は新料理開発・掃除用具開発など。雑草のような強い生命力を持つ。",テスト
e,1,chara_jig_00001_ja,chara_jig_00001,ja,がらんの画眉丸A,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_02_ja,chara_jig_00001_02,ja,がらんの画眉丸B,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_03_ja,chara_jig_00001_03,ja,がらんの画眉丸C,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_04_ja,chara_jig_00001_04,ja,がらんの画眉丸D,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_05_ja,chara_jig_00001_05,ja,がらんの画眉丸E,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_06_ja,chara_jig_00001_06,ja,がらんの画眉丸F,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_07_ja,chara_jig_00001_07,ja,がらんの画眉丸G,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_08_ja,chara_jig_00001_08,ja,がらんの画眉丸H,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_09_ja,chara_jig_00001_09,ja,がらんの画眉丸I,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_10_ja,chara_jig_00001_10,ja,がらんの画眉丸J,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00001_11_ja,chara_jig_00001_11,ja,がらんの画眉丸K,"石隠れの里でも歴代最強の忍。\n幼少期からの訓練により感情のない”がらんの画眉丸”と呼ばれ、里の長の娘・結と結婚する。愛に触れ、心を取り戻すも捕縛され死罪の身となる。その後、処刑人・山田浅ェ門 佐切と出会い、無罪放免となり結と再開するため仙薬を手に入れることを決意する。",テスト
e,1,chara_jig_00101_ja,chara_jig_00101,ja,"山田浅ェ門 佐切","山田浅ェ門・試一刀流十二位。\n処刑執行人を代々務める山田家の娘。\n幼少の頃より首切り浅と罵られて過ごし、その業と向き合って来た女侍。人を殺めることに迷い、苦しんでいたが画眉丸との出会いや島での経験により強く成長していく。",緑属性の敵に対してより大きなダメージを与える！さらに、必殺ワザの距離が通常攻撃より伸びるので少し離れた敵にも攻撃がヒットする！
e,1,chara_jig_00201_ja,chara_jig_00201,ja,杠A,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_02_ja,chara_jig_00201_02,ja,杠B,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_03_ja,chara_jig_00201_03,ja,杠C,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_04_ja,chara_jig_00201_04,ja,杠D,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_05_ja,chara_jig_00201_05,ja,杠E,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_06_ja,chara_jig_00201_06,ja,杠F,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_07_ja,chara_jig_00201_07,ja,杠G,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_08_ja,chara_jig_00201_08,ja,杠H,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_09_ja,chara_jig_00201_09,ja,杠I,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_10_ja,chara_jig_00201_10,ja,杠J,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00201_11_ja,chara_jig_00201_11,ja,杠K,"現実主義で打算的。\n常に己の保身を第一に考え、その為には他者をも利用するくの一。飄々とした態度からは本心が読めないが、仲間の死を悼む一面も…。粘膜を駆使する忍術で隠した体の傷が壮絶な過去を物語る。",てすと
e,1,chara_jig_00301_ja,chara_jig_00301,ja,"山田浅ェ門 仙汰","山田浅ェ門・試一刀流五位。\n画家になりたい気持ちを抑え、代々仕える山田家の門下となり、浅ェ衛門の業に悩み続けた気弱な侍。\n自身の正当性を宗教を学ぶことで求めたが、逆にその姿が評価され不本意に段位が高くなる。",前線で味方を守るディフェンスキャラ！単体攻撃に特化した必殺ワザで、1対1の戦いに強さを発揮！
e,1,chara_kai_00101_ja,chara_kai_00101,ja,"市川 レノA","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_02_ja,chara_kai_00101_02,ja,"市川 レノB","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_03_ja,chara_kai_00101_03,ja,"市川 レノC","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_04_ja,chara_kai_00101_04,ja,"市川 レノD","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_05_ja,chara_kai_00101_05,ja,"市川 レノE","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_06_ja,chara_kai_00101_06,ja,"市川 レノF","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_07_ja,chara_kai_00101_07,ja,"市川 レノG","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_08_ja,chara_kai_00101_08,ja,"市川 レノH","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_09_ja,chara_kai_00101_09,ja,"市川 レノI","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_10_ja,chara_kai_00101_10,ja,"市川 レノJ","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_11_ja,chara_kai_00101_11,ja,"市川 レノK","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00101_12_ja,chara_kai_00101_12,ja,"市川 レノL","モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。",テスト
e,1,chara_kai_00301_ja,chara_kai_00301,ja,"四ノ宮 キコルA","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_01_ja,chara_kai_00301_01,ja,"四ノ宮 キコルB","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_02_ja,chara_kai_00301_02,ja,"四ノ宮 キコルC","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_03_ja,chara_kai_00301_03,ja,"四ノ宮 キコルD","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_04_ja,chara_kai_00301_04,ja,"四ノ宮 キコルE","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_05_ja,chara_kai_00301_05,ja,"四ノ宮 キコルF","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_06_ja,chara_kai_00301_06,ja,"四ノ宮 キコルG","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
e,1,chara_kai_00301_07_ja,chara_kai_00301_07,ja,"四ノ宮 キコルH","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。",テスト
