ENABLE,id,rarity,grade_level,mst_series_id,mst_artwork_id,release_key
e,osh_02,R,3,osh,,202603020
e,osh_03,R,4,osh,,202603020
e,osh_04,R,5,osh,,202603020
e,osh_05,SR,2,osh,,202603020
e,osh_06,SR,3,osh,,202603020
e,osh_07,SR,4,osh,,202603020
e,osh_08,SR,5,osh,,202603020
e,osh_09,SSR,2,osh,,202603020
e,osh_010,SSR,3,osh,,202603020
e,osh_011,SSR,4,osh,,202603020
e,osh_012,SSR,5,osh,,202603020
e,you_01,R,2,you,,202603020
e,you_02,R,3,you,,202603020
e,you_03,R,4,you,,202603020
e,you_04,R,5,you,,202603020
e,you_05,SR,2,you,,202603020
e,you_06,SR,3,you,,202603020
e,you_07,SR,4,you,,202603020
e,you_08,SR,5,you,,202603020
e,you_09,SSR,2,you,,202603020
e,you_010,SSR,3,you,,202603020
e,you_011,SSR,4,you,,202603020
e,you_012,SSR,5,you,,202603020
e,kim_01,R,2,kim,,202603020
e,kim_02,R,3,kim,,202603020
e,kim_03,R,4,kim,,202603020
e,kim_04,R,5,kim,,202603020
e,kim_05,SR,2,kim,,202603020
e,kim_06,SR,3,kim,,202603020
e,kim_07,SR,4,kim,,202603020
e,kim_08,SR,5,kim,,202603020
e,kim_09,SSR,2,kim,,202603020
e,kim_010,SSR,3,kim,,202603020
e,kim_011,SSR,4,kim,,202603020
e,kim_012,SSR,5,kim,,202603020
e,hut_01,R,2,hut,,202603020
e,hut_02,R,3,hut,,202603020
e,hut_03,R,4,hut,,202603020
e,hut_04,R,5,hut,,202603020
e,hut_05,SR,2,hut,,202603020
e,hut_06,SR,3,hut,,202603020
e,hut_07,SR,4,hut,,202603020
e,hut_08,SR,5,hut,,202603020
e,hut_09,SSR,2,hut,,202603020
e,hut_010,SSR,3,hut,,202603020
e,hut_011,SSR,4,hut,,202603020
e,hut_012,SSR,5,hut,,202603020
e,hyp_01,R,2,hyp,,202603020
e,hyp_02,R,3,hyp,,202603020
e,hyp_03,R,4,hyp,,202603020
e,hyp_04,R,5,hyp,,202603020
e,hyp_05,SR,2,hyp,,202603020
e,hyp_06,SR,3,hyp,,202603020
e,hyp_07,SR,4,hyp,,202603020
e,hyp_08,SR,5,hyp,,202603020
e,hyp_09,SSR,2,hyp,,202603020
e,hyp_010,SSR,3,hyp,,202603020
e,hyp_011,SSR,4,hyp,,202603020
e,hyp_012,SSR,5,hyp,,202603020
e,gam_01,R,2,gam,,202603020
e,gam_02,R,3,gam,,202603020
e,gam_03,R,4,gam,,202603020
e,gam_04,R,5,gam,,202603020
e,gam_05,SR,2,gam,,202603020
e,gam_06,SR,3,gam,,202603020
e,gam_07,SR,4,gam,,202603020
e,gam_08,SR,5,gam,,202603020
e,gam_09,SSR,2,gam,,202603020
e,gam_010,SSR,3,gam,,202603020
e,gam_011,SSR,4,gam,,202603020
e,gam_012,SSR,5,gam,,202603020
e,ara_01,R,2,ara,,202603020
e,ara_02,R,3,ara,,202603020
e,ara_03,R,4,ara,,202603020
e,ara_04,R,5,ara,,202603020
e,ara_05,SR,2,ara,,202603020
e,ara_06,SR,3,ara,,202603020
e,ara_07,SR,4,ara,,202603020
e,ara_08,SR,5,ara,,202603020
e,ara_09,SSR,2,ara,,202603020
e,ara_010,SSR,3,ara,,202603020
e,ara_011,SSR,4,ara,,202603020
e,ara_012,SSR,5,ara,,202603020
e,event_sur_0003_01,UR,2,sur,artwork_event_sur_0003,202603020
e,event_sur_0003_02,UR,3,sur,artwork_event_sur_0003,202603020
e,event_sur_0003_03,UR,4,sur,artwork_event_sur_0003,202603020
e,event_sur_0003_04,UR,5,sur,artwork_event_sur_0003,202603020
e,event_kai_0003_01,UR,2,kai,artwork_event_kai_0003,202603025
e,event_kai_0003_02,UR,3,kai,artwork_event_kai_0003,202603025
e,event_kai_0003_03,UR,4,kai,artwork_event_kai_0003,202603025
e,event_kai_0003_04,UR,5,kai,artwork_event_kai_0003,202603025
e,chara_spy_00001_01,UR,2,spy,artwork_chara_spy_00001,202603020
e,chara_spy_00001_02,UR,3,spy,artwork_chara_spy_00001,202603020
e,chara_spy_00001_03,UR,4,spy,artwork_chara_spy_00001,202603020
e,chara_spy_00001_04,UR,5,spy,artwork_chara_spy_00001,202603020
e,chara_spy_00101_01,UR,2,spy,artwork_chara_spy_00101,202603020
e,chara_spy_00101_02,UR,3,spy,artwork_chara_spy_00101,202603020
e,chara_spy_00101_03,UR,4,spy,artwork_chara_spy_00101,202603020
e,chara_spy_00101_04,UR,5,spy,artwork_chara_spy_00101,202603020
e,chara_spy_00201_01,UR,2,spy,artwork_chara_spy_00201,202603020
e,chara_spy_00201_02,UR,3,spy,artwork_chara_spy_00201,202603020
e,chara_spy_00201_03,UR,4,spy,artwork_chara_spy_00201,202603020
e,chara_spy_00201_04,UR,5,spy,artwork_chara_spy_00201,202603020
e,chara_spy_00501_01,UR,2,spy,artwork_chara_spy_00501,202603020
e,chara_spy_00501_02,UR,3,spy,artwork_chara_spy_00501,202603020
e,chara_spy_00501_03,UR,4,spy,artwork_chara_spy_00501,202603020
e,chara_spy_00501_04,UR,5,spy,artwork_chara_spy_00501,202603020
e,chara_dan_00002_01,UR,2,dan,artwork_chara_dan_00002,202603020
e,chara_dan_00002_02,UR,3,dan,artwork_chara_dan_00002,202603020
e,chara_dan_00002_03,UR,4,dan,artwork_chara_dan_00002,202603020
e,chara_dan_00002_04,UR,5,dan,artwork_chara_dan_00002,202603020
e,chara_dan_00202_01,UR,2,dan,artwork_chara_dan_00202,202603020
e,chara_dan_00202_02,UR,3,dan,artwork_chara_dan_00202,202603020
e,chara_dan_00202_03,UR,4,dan,artwork_chara_dan_00202,202603020
e,chara_dan_00202_04,UR,5,dan,artwork_chara_dan_00202,202603020
e,chara_gom_00001_01,UR,2,gom,artwork_chara_gom_00001,202603020
e,chara_gom_00001_02,UR,3,gom,artwork_chara_gom_00001,202603020
e,chara_gom_00001_03,UR,4,gom,artwork_chara_gom_00001,202603020
e,chara_gom_00001_04,UR,5,gom,artwork_chara_gom_00001,202603020
e,chara_chi_00002_01,UR,2,chi,artwork_chara_chi_00002,202603020
e,chara_chi_00002_02,UR,3,chi,artwork_chara_chi_00002,202603020
e,chara_chi_00002_03,UR,4,chi,artwork_chara_chi_00002,202603020
e,chara_chi_00002_04,UR,5,chi,artwork_chara_chi_00002,202603020
e,chara_kai_00002_01,UR,2,kai,artwork_chara_kai_00002,202603020
e,chara_kai_00002_02,UR,3,kai,artwork_chara_kai_00002,202603020
e,chara_kai_00002_03,UR,4,kai,artwork_chara_kai_00002,202603020
e,chara_kai_00002_04,UR,5,kai,artwork_chara_kai_00002,202603020
e,chara_kai_00102_01,UR,2,kai,artwork_chara_kai_00102,202603020
e,chara_kai_00102_02,UR,3,kai,artwork_chara_kai_00102,202603020
e,chara_kai_00102_03,UR,4,kai,artwork_chara_kai_00102,202603020
e,chara_kai_00102_04,UR,5,kai,artwork_chara_kai_00102,202603020
e,chara_kai_00201_01,UR,2,kai,artwork_chara_kai_00201,202603020
e,chara_kai_00201_02,UR,3,kai,artwork_chara_kai_00201,202603020
e,chara_kai_00201_03,UR,4,kai,artwork_chara_kai_00201,202603020
e,chara_kai_00201_04,UR,5,kai,artwork_chara_kai_00201,202603020
e,chara_kai_00701_01,UR,2,kai,artwork_chara_kai_00701,202603025
e,chara_kai_00701_02,UR,3,kai,artwork_chara_kai_00701,202603025
e,chara_kai_00701_03,UR,4,kai,artwork_chara_kai_00701,202603025
e,chara_kai_00701_04,UR,5,kai,artwork_chara_kai_00701,202603025
e,chara_yuw_00001_01,UR,2,yuw,artwork_chara_yuw_00001,202603020
e,chara_yuw_00001_02,UR,3,yuw,artwork_chara_yuw_00001,202603020
e,chara_yuw_00001_03,UR,4,yuw,artwork_chara_yuw_00001,202603020
e,chara_yuw_00001_04,UR,5,yuw,artwork_chara_yuw_00001,202603020
e,chara_yuw_00101_01,UR,2,yuw,artwork_chara_yuw_00101,202603020
e,chara_yuw_00101_02,UR,3,yuw,artwork_chara_yuw_00101,202603020
e,chara_yuw_00101_03,UR,4,yuw,artwork_chara_yuw_00101,202603020
e,chara_yuw_00101_04,UR,5,yuw,artwork_chara_yuw_00101,202603020
e,chara_yuw_00102_01,UR,2,yuw,artwork_chara_yuw_00102,202603020
e,chara_yuw_00102_02,UR,3,yuw,artwork_chara_yuw_00102,202603020
e,chara_yuw_00102_03,UR,4,yuw,artwork_chara_yuw_00102,202603020
e,chara_yuw_00102_04,UR,5,yuw,artwork_chara_yuw_00102,202603020
e,chara_yuw_00301_01,UR,2,yuw,artwork_chara_yuw_00301,202603020
e,chara_yuw_00301_02,UR,3,yuw,artwork_chara_yuw_00301,202603020
e,chara_yuw_00301_03,UR,4,yuw,artwork_chara_yuw_00301,202603020
e,chara_yuw_00301_04,UR,5,yuw,artwork_chara_yuw_00301,202603020
e,chara_yuw_00401_01,UR,2,yuw,artwork_chara_yuw_00401,202603020
e,chara_yuw_00401_02,UR,3,yuw,artwork_chara_yuw_00401,202603020
e,chara_yuw_00401_03,UR,4,yuw,artwork_chara_yuw_00401,202603020
e,chara_yuw_00401_04,UR,5,yuw,artwork_chara_yuw_00401,202603020
e,chara_sur_00101_01,UR,2,sur,artwork_chara_sur_00101,202603020
e,chara_sur_00101_02,UR,3,sur,artwork_chara_sur_00101,202603020
e,chara_sur_00101_03,UR,4,sur,artwork_chara_sur_00101,202603020
e,chara_sur_00101_04,UR,5,sur,artwork_chara_sur_00101,202603020
e,chara_sur_00501_01,UR,2,sur,artwork_chara_sur_00501,202603020
e,chara_sur_00501_02,UR,3,sur,artwork_chara_sur_00501,202603020
e,chara_sur_00501_03,UR,4,sur,artwork_chara_sur_00501,202603020
e,chara_sur_00501_04,UR,5,sur,artwork_chara_sur_00501,202603020
e,chara_sur_00901_01,UR,2,sur,artwork_chara_sur_00901,202603020
e,chara_sur_00901_02,UR,3,sur,artwork_chara_sur_00901,202603020
e,chara_sur_00901_03,UR,4,sur,artwork_chara_sur_00901,202603020
e,chara_sur_00901_04,UR,5,sur,artwork_chara_sur_00901,202603020
e,chara_tak_00001_01,UR,2,tak,artwork_chara_tak_00001,202603020
e,chara_tak_00001_02,UR,3,tak,artwork_chara_tak_00001,202603020
e,chara_tak_00001_03,UR,4,tak,artwork_chara_tak_00001,202603020
e,chara_tak_00001_04,UR,5,tak,artwork_chara_tak_00001,202603020
e,chara_jig_00001_01,UR,2,jig,artwork_chara_jig_00001,202603020
e,chara_jig_00001_02,UR,3,jig,artwork_chara_jig_00001,202603020
e,chara_jig_00001_03,UR,4,jig,artwork_chara_jig_00001,202603020
e,chara_jig_00001_04,UR,5,jig,artwork_chara_jig_00001,202603020
e,chara_jig_00401_01,UR,2,jig,artwork_chara_jig_00401,202603020
e,chara_jig_00401_02,UR,3,jig,artwork_chara_jig_00401,202603020
e,chara_jig_00401_03,UR,4,jig,artwork_chara_jig_00401,202603020
e,chara_jig_00401_04,UR,5,jig,artwork_chara_jig_00401,202603020
e,chara_mag_00001_01,UR,2,mag,artwork_chara_mag_00001,202603020
e,chara_mag_00001_02,UR,3,mag,artwork_chara_mag_00001,202603020
e,chara_mag_00001_03,UR,4,mag,artwork_chara_mag_00001,202603020
e,chara_mag_00001_04,UR,5,mag,artwork_chara_mag_00001,202603020
e,chara_mag_00201_01,UR,2,mag,artwork_chara_mag_00201,202603020
e,chara_mag_00201_02,UR,3,mag,artwork_chara_mag_00201,202603020
e,chara_mag_00201_03,UR,4,mag,artwork_chara_mag_00201,202603020
e,chara_mag_00201_04,UR,5,mag,artwork_chara_mag_00201,202603020
e,chara_sum_00101_01,UR,2,sum,artwork_chara_sum_00101,202603020
e,chara_sum_00101_02,UR,3,sum,artwork_chara_sum_00101,202603020
e,chara_sum_00101_03,UR,4,sum,artwork_chara_sum_00101,202603020
e,chara_sum_00101_04,UR,5,sum,artwork_chara_sum_00101,202603020
e,chara_osh_00001_01,UR,2,osh,artwork_chara_osh_00001,202603020
e,chara_osh_00001_02,UR,3,osh,artwork_chara_osh_00001,202603020
e,chara_osh_00001_03,UR,4,osh,artwork_chara_osh_00001,202603020
e,chara_osh_00001_04,UR,5,osh,artwork_chara_osh_00001,202603020
e,chara_osh_00101_01,UR,2,osh,artwork_chara_osh_00101,202603020
e,chara_osh_00101_02,UR,3,osh,artwork_chara_osh_00101,202603020
e,chara_osh_00101_03,UR,4,osh,artwork_chara_osh_00101,202603020
e,chara_osh_00101_04,UR,5,osh,artwork_chara_osh_00101,202603020
e,chara_you_00001_01,UR,2,you,artwork_chara_you_00001,202603020
e,chara_you_00001_02,UR,3,you,artwork_chara_you_00001,202603020
e,chara_you_00001_03,UR,4,you,artwork_chara_you_00001,202603020
e,chara_you_00001_04,UR,5,you,artwork_chara_you_00001,202603020
e,chara_kim_00001_01,UR,2,kim,artwork_chara_kim_00001,202603020
e,chara_kim_00001_02,UR,3,kim,artwork_chara_kim_00001,202603020
e,chara_kim_00001_03,UR,4,kim,artwork_chara_kim_00001,202603020
e,chara_kim_00001_04,UR,5,kim,artwork_chara_kim_00001,202603020
e,chara_hut_00001_01,UR,2,hut,artwork_chara_hut_00001,202603020
e,chara_hut_00001_02,UR,3,hut,artwork_chara_hut_00001,202603020
e,chara_hut_00001_03,UR,4,hut,artwork_chara_hut_00001,202603020
e,chara_hut_00001_04,UR,5,hut,artwork_chara_hut_00001,202603020
