ENABLE,id,mst_exchange_lineup_id,resource_type,resource_id,resource_amount,release_key
e,event_osh_00001_01_lineup_00018,event_osh_00001_01_lineup_00018,Item,memoryfragment_glo_00001,1,202512020
e,event_osh_00001_01_lineup_00019,event_osh_00001_01_lineup_00019,Item,memoryfragment_glo_00002,1,202512020
e,event_osh_00001_01_lineup_00020,event_osh_00001_01_lineup_00020,Item,memoryfragment_glo_00003,1,202512020
e,event_osh_00001_01_lineup_00021,event_osh_00001_01_lineup_00021,Item,memory_glo_00001,50,202512020
e,event_osh_00001_01_lineup_00022,event_osh_00001_01_lineup_00022,Item,memory_glo_00002,50,202512020
e,event_osh_00001_01_lineup_00023,event_osh_00001_01_lineup_00023,Item,memory_glo_00003,50,202512020
e,event_osh_00001_01_lineup_00024,event_osh_00001_01_lineup_00024,Item,memory_glo_00004,50,202512020
e,event_osh_00001_01_lineup_00025,event_osh_00001_01_lineup_00025,Item,memory_glo_00005,50,202512020
e,event_osh_00001_01_lineup_00026,event_osh_00001_01_lineup_00026,Coin,,100,202512020
e,event_hut_00001_01_lineup_00001,event_hut_00001_01_lineup_00001,FreeDiamond,,150,202603010
e,event_hut_00001_01_lineup_00002,event_hut_00001_01_lineup_00002,Item,piece_hut_00201,10,202603010
e,event_hut_00001_01_lineup_00003,event_hut_00001_01_lineup_00003,Item,piece_hut_00201,10,202603010
e,event_hut_00001_01_lineup_00004,event_hut_00001_01_lineup_00004,Item,piece_hut_00301,10,202603010
e,event_hut_00001_01_lineup_00005,event_hut_00001_01_lineup_00005,Item,piece_hut_00301,10,202603010
e,event_hut_00001_01_lineup_00006,event_hut_00001_01_lineup_00006,Item,memory_chara_hut_00201,150,202603010
e,event_hut_00001_01_lineup_00007,event_hut_00001_01_lineup_00007,Item,memory_chara_hut_00301,150,202603010
e,event_hut_00001_01_lineup_00008,event_hut_00001_01_lineup_00008,Emblem,emblem_event_hut_00003,1,202603010
e,event_hut_00001_01_lineup_00009,event_hut_00001_01_lineup_00009,Item,stamina_item_glo_00001,1,202603010
e,event_hut_00001_01_lineup_00010,event_hut_00001_01_lineup_00010,Item,ticket_glo_00002,1,202603010
e,event_hut_00001_01_lineup_00011,event_hut_00001_01_lineup_00011,Item,ticket_glo_00003,1,202603010
e,event_hut_00001_01_lineup_00012,event_hut_00001_01_lineup_00012,Item,memoryfragment_glo_00001,1,202603010
e,event_hut_00001_01_lineup_00013,event_hut_00001_01_lineup_00013,Item,memoryfragment_glo_00002,1,202603010
e,event_hut_00001_01_lineup_00014,event_hut_00001_01_lineup_00014,Item,memoryfragment_glo_00003,1,202603010
e,event_hut_00001_01_lineup_00015,event_hut_00001_01_lineup_00015,Item,memory_glo_00001,50,202603010
e,event_hut_00001_01_lineup_00016,event_hut_00001_01_lineup_00016,Item,memory_glo_00002,50,202603010
e,event_hut_00001_01_lineup_00017,event_hut_00001_01_lineup_00017,Item,memory_glo_00003,50,202603010
e,event_hut_00001_01_lineup_00018,event_hut_00001_01_lineup_00018,Item,memory_glo_00004,50,202603010
e,event_hut_00001_01_lineup_00019,event_hut_00001_01_lineup_00019,Item,memory_glo_00005,50,202603010
e,event_hut_00001_01_lineup_00020,event_hut_00001_01_lineup_00020,Coin,,150,202603010
e,event_f05anniv_exchange_00002_01_lineup_00001,event_f05anniv_exchange_00002_01_lineup_00001,Item,ticket_glo_00002,1,202603020
e,event_f05anniv_exchange_00002_01_lineup_00002,event_f05anniv_exchange_00002_01_lineup_00002,Item,memoryfragment_glo_00001,1,202603020
e,event_f05anniv_exchange_00002_01_lineup_00003,event_f05anniv_exchange_00002_01_lineup_00003,Item,memoryfragment_glo_00002,1,202603020
e,event_f05anniv_exchange_00002_01_lineup_00004,event_f05anniv_exchange_00002_01_lineup_00004,Item,memoryfragment_glo_00003,1,202603020
e,event_f05anniv_exchange_00002_01_lineup_00005,event_f05anniv_exchange_00002_01_lineup_00005,Item,memory_glo_00001,30,202603020
e,event_f05anniv_exchange_00002_01_lineup_00006,event_f05anniv_exchange_00002_01_lineup_00006,Item,memory_glo_00002,30,202603020
e,event_f05anniv_exchange_00002_01_lineup_00007,event_f05anniv_exchange_00002_01_lineup_00007,Item,memory_glo_00003,30,202603020
e,event_f05anniv_exchange_00002_01_lineup_00008,event_f05anniv_exchange_00002_01_lineup_00008,Item,memory_glo_00004,30,202603020
e,event_f05anniv_exchange_00002_01_lineup_00009,event_f05anniv_exchange_00002_01_lineup_00009,Item,memory_glo_00005,30,202603020
e,event_f05anniv_exchange_00002_01_lineup_00010,event_f05anniv_exchange_00002_01_lineup_00010,Item,entry_item_glo_00001,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00001,event_f05anniv_exchange_00001_01_lineup_00001,FreeDiamond,,1000,202603020
e,event_f05anniv_exchange_00001_01_lineup_00002,event_f05anniv_exchange_00001_01_lineup_00002,FreeDiamond,,500,202603020
e,event_f05anniv_exchange_00001_01_lineup_00003,event_f05anniv_exchange_00001_01_lineup_00003,FreeDiamond,,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00004,event_f05anniv_exchange_00001_01_lineup_00004,Item,ticket_glo_00002,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00005,event_f05anniv_exchange_00001_01_lineup_00005,Item,ticket_glo_00003,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00006,event_f05anniv_exchange_00001_01_lineup_00006,Item,piece_kai_00102,50,202603020
e,event_f05anniv_exchange_00001_01_lineup_00007,event_f05anniv_exchange_00001_01_lineup_00007,Unit,chara_ara_00001,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00008,event_f05anniv_exchange_00001_01_lineup_00008,Item,piece_ara_00001,20,202603020
e,event_f05anniv_exchange_00001_01_lineup_00009,event_f05anniv_exchange_00001_01_lineup_00009,Item,memory_chara_ara_00001,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00010,event_f05anniv_exchange_00001_01_lineup_00010,Unit,chara_kai_00501,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00011,event_f05anniv_exchange_00001_01_lineup_00011,Item,piece_kai_00501,20,202603020
e,event_f05anniv_exchange_00001_01_lineup_00012,event_f05anniv_exchange_00001_01_lineup_00012,Item,memory_chara_kai_00501,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00013,event_f05anniv_exchange_00001_01_lineup_00013,Unit,chara_kai_00601,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00014,event_f05anniv_exchange_00001_01_lineup_00014,Item,piece_kai_00601,20,202603020
e,event_f05anniv_exchange_00001_01_lineup_00015,event_f05anniv_exchange_00001_01_lineup_00015,Item,memory_chara_kai_00601,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00016,event_f05anniv_exchange_00001_01_lineup_00016,Unit,chara_spy_00301,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00017,event_f05anniv_exchange_00001_01_lineup_00017,Item,piece_spy_00301,20,202603020
e,event_f05anniv_exchange_00001_01_lineup_00018,event_f05anniv_exchange_00001_01_lineup_00018,Item,memory_chara_spy_00301,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00019,event_f05anniv_exchange_00001_01_lineup_00019,Unit,chara_spy_00401,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00020,event_f05anniv_exchange_00001_01_lineup_00020,Item,piece_spy_00401,20,202603020
e,event_f05anniv_exchange_00001_01_lineup_00021,event_f05anniv_exchange_00001_01_lineup_00021,Item,memory_chara_spy_00401,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00022,event_f05anniv_exchange_00001_01_lineup_00022,Unit,chara_dan_00301,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00023,event_f05anniv_exchange_00001_01_lineup_00023,Item,piece_dan_00301,20,202603020
e,event_f05anniv_exchange_00001_01_lineup_00024,event_f05anniv_exchange_00001_01_lineup_00024,Item,memory_chara_dan_00301,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00025,event_f05anniv_exchange_00001_01_lineup_00025,Unit,chara_dan_00201,1,202603020
e,event_f05anniv_exchange_00001_01_lineup_00026,event_f05anniv_exchange_00001_01_lineup_00026,Item,piece_dan_00201,20,202603020
e,event_f05anniv_exchange_00001_01_lineup_00027,event_f05anniv_exchange_00001_01_lineup_00027,Item,memory_chara_dan_00201,150,202603020
e,event_f05anniv_exchange_00001_01_lineup_00028,event_f05anniv_exchange_00001_01_lineup_00028,Item,artwork_enhance_glo_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00029,event_f05anniv_exchange_00001_01_lineup_00029,Item,artwork_enhance_glo_00002,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00030,event_f05anniv_exchange_00001_01_lineup_00030,Item,artwork_enhance_glo_00003,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00031,event_f05anniv_exchange_00001_01_lineup_00031,Item,artwork_enhance_spy_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00032,event_f05anniv_exchange_00001_01_lineup_00032,Item,artwork_enhance_dan_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00033,event_f05anniv_exchange_00001_01_lineup_00033,Item,artwork_enhance_gom_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00034,event_f05anniv_exchange_00001_01_lineup_00034,Item,artwork_enhance_chi_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00035,event_f05anniv_exchange_00001_01_lineup_00035,Item,artwork_enhance_mag_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00036,event_f05anniv_exchange_00001_01_lineup_00036,Item,artwork_enhance_kai_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00037,event_f05anniv_exchange_00001_01_lineup_00037,Item,artwork_enhance_yuw_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00038,event_f05anniv_exchange_00001_01_lineup_00038,Item,artwork_enhance_sur_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00039,event_f05anniv_exchange_00001_01_lineup_00039,Item,artwork_enhance_sum_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00040,event_f05anniv_exchange_00001_01_lineup_00040,Item,artwork_enhance_jig_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00041,event_f05anniv_exchange_00001_01_lineup_00041,Item,artwork_enhance_tak_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00042,event_f05anniv_exchange_00001_01_lineup_00042,Item,artwork_enhance_osh_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00043,event_f05anniv_exchange_00001_01_lineup_00043,Item,artwork_enhance_you_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00044,event_f05anniv_exchange_00001_01_lineup_00044,Item,artwork_enhance_kim_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00045,event_f05anniv_exchange_00001_01_lineup_00045,Item,artwork_enhance_hut_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00046,event_f05anniv_exchange_00001_01_lineup_00046,Item,memoryfragment_glo_00001,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00047,event_f05anniv_exchange_00001_01_lineup_00047,Item,memoryfragment_glo_00002,10,202603020
e,event_f05anniv_exchange_00001_01_lineup_00048,event_f05anniv_exchange_00001_01_lineup_00048,Item,memoryfragment_glo_00003,5,202603020
e,event_f05anniv_exchange_00001_01_lineup_00049,event_f05anniv_exchange_00001_01_lineup_00049,Item,memory_glo_00001,50,202603020
e,event_f05anniv_exchange_00001_01_lineup_00050,event_f05anniv_exchange_00001_01_lineup_00050,Item,memory_glo_00002,50,202603020
e,event_f05anniv_exchange_00001_01_lineup_00051,event_f05anniv_exchange_00001_01_lineup_00051,Item,memory_glo_00003,50,202603020
e,event_f05anniv_exchange_00001_01_lineup_00052,event_f05anniv_exchange_00001_01_lineup_00052,Item,memory_glo_00004,50,202603020
e,event_f05anniv_exchange_00001_01_lineup_00053,event_f05anniv_exchange_00001_01_lineup_00053,Item,memory_glo_00005,50,202603020
e,event_f05anniv_exchange_00001_01_lineup_00054,event_f05anniv_exchange_00001_01_lineup_00054,Coin,,300,202603020
e,pvp_01_lineup_00001,pvp_01_lineup_00001,Unit,chara_gom_00401,1,202603025
e,pvp_01_lineup_00002,pvp_01_lineup_00002,Item,piece_gom_00401,10,202603025
e,pvp_01_lineup_00003,pvp_01_lineup_00003,FreeDiamond,,100,202603025
e,pvp_01_lineup_00004,pvp_01_lineup_00004,Item,ticket_glo_00003,1,202603025
e,pvp_01_lineup_00005,pvp_01_lineup_00005,Item,ticket_glo_00002,1,202603025
e,pvp_01_lineup_00006,pvp_01_lineup_00006,Item,memoryfragment_glo_00003,1,202603025
e,pvp_01_lineup_00007,pvp_01_lineup_00007,Item,memoryfragment_glo_00002,1,202603025
e,pvp_01_lineup_00008,pvp_01_lineup_00008,Item,memoryfragment_glo_00001,1,202603025
e,pvp_01_lineup_00009,pvp_01_lineup_00009,Item,memory_glo_00001,5,202603025
e,pvp_01_lineup_00010,pvp_01_lineup_00010,Item,memory_glo_00002,5,202603025
e,pvp_01_lineup_00011,pvp_01_lineup_00011,Item,memory_glo_00003,5,202603025
e,pvp_01_lineup_00012,pvp_01_lineup_00012,Item,memory_glo_00004,5,202603025
e,pvp_01_lineup_00013,pvp_01_lineup_00013,Item,memory_glo_00005,5,202603025
e,pvp_01_lineup_00014,pvp_01_lineup_00014,Item,stamina_item_glo_00001,1,202603025
e,pvp_01_lineup_00015,pvp_01_lineup_00015,Coin,,100,202603025
e,event_aya_00001_01_lineup_00001,event_aya_00001_01_lineup_00001,FreeDiamond,,150,202604010
e,event_aya_00001_01_lineup_00003,event_aya_00001_01_lineup_00003,Item,piece_aya_00301,10,202604010
e,event_aya_00001_01_lineup_00004,event_aya_00001_01_lineup_00004,Item,piece_aya_00301,10,202604010
e,event_aya_00001_01_lineup_00005,event_aya_00001_01_lineup_00005,Item,memory_chara_aya_00301,150,202604010
e,event_aya_00001_01_lineup_00006,event_aya_00001_01_lineup_00006,Emblem,emblem_event_aya_00001,1,202604010
e,event_aya_00001_01_lineup_00007,event_aya_00001_01_lineup_00007,Item,piece_aya_00201,10,202604010
e,event_aya_00001_01_lineup_00008,event_aya_00001_01_lineup_00008,Item,piece_aya_00201,10,202604010
e,event_aya_00001_01_lineup_00009,event_aya_00001_01_lineup_00009,Item,memory_chara_aya_00201,150,202604010
e,event_aya_00001_01_lineup_00010,event_aya_00001_01_lineup_00010,Emblem,emblem_event_aya_00002,1,202604010
e,event_aya_00001_01_lineup_00011,event_aya_00001_01_lineup_00011,Item,ticket_glo_00002,1,202604010
e,event_aya_00001_01_lineup_00012,event_aya_00001_01_lineup_00012,Item,ticket_glo_00003,1,202604010
e,event_aya_00001_01_lineup_00013,event_aya_00001_01_lineup_00013,Item,artwork_enhance_glo_00001,10,202604010
e,event_aya_00001_01_lineup_00014,event_aya_00001_01_lineup_00014,Item,artwork_enhance_glo_00002,10,202604010
e,event_aya_00001_01_lineup_00015,event_aya_00001_01_lineup_00015,Item,artwork_enhance_glo_00003,10,202604010
e,event_aya_00001_01_lineup_00016,event_aya_00001_01_lineup_00016,Item,artwork_enhance_aya_00001,10,202604010
e,event_aya_00001_01_lineup_00017,event_aya_00001_01_lineup_00017,Item,memoryfragment_glo_00001,1,202604010
e,event_aya_00001_01_lineup_00018,event_aya_00001_01_lineup_00018,Item,memoryfragment_glo_00002,1,202604010
e,event_aya_00001_01_lineup_00019,event_aya_00001_01_lineup_00019,Item,memoryfragment_glo_00003,1,202604010
e,event_aya_00001_01_lineup_00020,event_aya_00001_01_lineup_00020,Item,memory_glo_00001,50,202604010
e,event_aya_00001_01_lineup_00021,event_aya_00001_01_lineup_00021,Item,memory_glo_00002,50,202604010
e,event_aya_00001_01_lineup_00022,event_aya_00001_01_lineup_00022,Item,memory_glo_00003,50,202604010
e,event_aya_00001_01_lineup_00023,event_aya_00001_01_lineup_00023,Item,memory_glo_00004,50,202604010
e,event_aya_00001_01_lineup_00024,event_aya_00001_01_lineup_00024,Item,memory_glo_00005,50,202604010
e,event_aya_00001_01_lineup_00025,event_aya_00001_01_lineup_00025,Coin,,100,202604010
