ENABLE,release_key,id,mst_attack_id,language,description,grade_description
e,202509010,chara_kai_00001_Special_00005_ja,chara_kai_00001_Special_00005,ja,自身の攻撃を3.9秒間、24%UP,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_kai_00002_Normal_00000_ja,chara_kai_00002_Normal_00000,ja,表示場所なし,
e,202509010,chara_kai_00002_Special_00001_ja,chara_kai_00002_Special_00001,ja,"敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大128%ダメージ) + 6回目の攻撃がヒットした場合、敵を小ノックバック",
e,202509010,chara_kai_00002_Special_00002_ja,chara_kai_00002_Special_00002,ja,"敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大144%ダメージ) + 6回目の攻撃がヒットした場合、敵を小ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_kai_00002_Special_00003_ja,chara_kai_00002_Special_00003,ja,"敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大155%ダメージ) + 6回目の攻撃がヒットした場合、敵を中ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_kai_00002_Special_00004_ja,chara_kai_00002_Special_00004,ja,"敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大163%ダメージ) + 6回目の攻撃がヒットした場合、敵を中ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_kai_00002_Special_00005_ja,chara_kai_00002_Special_00005,ja,"敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大169%ダメージ) + 6回目の攻撃がヒットした場合、敵を中ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_dos_00001_Normal_00000_ja,chara_dos_00001_Normal_00000,ja,表示場所なし,
e,202509010,chara_dos_00001_Special_00001_ja,chara_dos_00001_Special_00001,ja,自身と同じコマと一つ先までのコマにいる青属性の味方と自身の攻撃を9秒間、5%UP,
e,202509010,chara_dos_00001_Special_00002_ja,chara_dos_00001_Special_00002,ja,自身と同じコマと一つ先までのコマにいる青属性の味方と自身の攻撃を9.9秒間、7%UP,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_dos_00001_Special_00003_ja,chara_dos_00001_Special_00003,ja,自身と同じコマと一つ先までのコマにいる青属性の味方と自身の攻撃を10.4秒間、8%UP,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_dos_00001_Special_00004_ja,chara_dos_00001_Special_00004,ja,自身と同じコマと一つ先までのコマにいる青属性の味方と自身の攻撃を10.8秒間、9%UP,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_dos_00001_Special_00005_ja,chara_dos_00001_Special_00005,ja,自身と同じコマと一つ先までのコマにいる青属性の味方と自身の攻撃を11秒間、10%UP,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_chi_00001_Normal_00000_ja,chara_chi_00001_Normal_00000,ja,表示場所なし,
e,202509010,chara_chi_00001_Special_00001_ja,chara_chi_00001_Special_00001,ja,敵単体に自身の攻撃ステータスの100%のダメージ(敵が黄属性の場合は105%のダメージ),
e,202509010,chara_chi_00001_Special_00002_ja,chara_chi_00001_Special_00002,ja,敵単体に自身の攻撃ステータスの100%のダメージ(敵が黄属性の場合は116%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_chi_00001_Special_00003_ja,chara_chi_00001_Special_00003,ja,敵単体に自身の攻撃ステータスの100%のダメージ(敵が黄属性の場合は124%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_chi_00001_Special_00004_ja,chara_chi_00001_Special_00004,ja,敵単体に自身の攻撃ステータスの100%のダメージ(敵が黄属性の場合は130%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_chi_00001_Special_00005_ja,chara_chi_00001_Special_00005,ja,敵単体に自身の攻撃ステータスの100%のダメージ(敵が黄属性の場合は135%のダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00001_Normal_00000_ja,chara_sum_00001_Normal_00000,ja,表示場所なし,
e,202509010,chara_sum_00001_Special_00001_ja,chara_sum_00001_Special_00001,ja,"敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大135%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6秒間、10%DOWN",
e,202509010,chara_sum_00001_Special_00002_ja,chara_sum_00001_Special_00002,ja,"敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大152%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.5秒間、12%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00001_Special_00003_ja,chara_sum_00001_Special_00003,ja,"敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大163%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.7秒間、13%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00001_Special_00004_ja,chara_sum_00001_Special_00004,ja,"敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大172%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.9秒間、13%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00001_Special_00005_ja,chara_sum_00001_Special_00005,ja,"敵単体に最大3回の連続攻撃(自身の攻撃ステータスの最大178%ダメージ) + 1回目の攻撃がヒットした場合、敵の攻撃を6.9秒間、14%DOWN","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00201_Normal_00000_ja,chara_sum_00201_Normal_00000,ja,表示場所なし,
e,202509010,chara_sum_00201_Special_00001_ja,chara_sum_00201_Special_00001,ja,"敵複数体に自身の攻撃ステータスの90%のダメージ + 攻撃がヒットした場合、敵を小ノックバック",
e,202509010,chara_sum_00201_Special_00002_ja,chara_sum_00201_Special_00002,ja,"敵複数体に自身の攻撃ステータスの102%のダメージ + 攻撃がヒットした場合、敵を小ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00201_Special_00003_ja,chara_sum_00201_Special_00003,ja,"敵複数体に自身の攻撃ステータスの110%のダメージ + 攻撃がヒットした場合、敵を小ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00201_Special_00004_ja,chara_sum_00201_Special_00004,ja,"敵複数体に自身の攻撃ステータスの116%のダメージ + 攻撃がヒットした場合、敵を小ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00201_Special_00005_ja,chara_sum_00201_Special_00005,ja,"敵複数体に自身の攻撃ステータスの120%のダメージ + 攻撃がヒットした場合、敵を小ノックバック","ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00101_Normal_00000_ja,chara_sur_00101_Normal_00000,ja,表示場所なし,
e,202509010,chara_sur_00101_Special_00001_ja,chara_sur_00101_Special_00001,ja,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大128%ダメージ),
e,202509010,chara_sur_00101_Special_00002_ja,chara_sur_00101_Special_00002,ja,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大144%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00101_Special_00003_ja,chara_sur_00101_Special_00003,ja,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大155%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00101_Special_00004_ja,chara_sur_00101_Special_00004,ja,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大163%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00101_Special_00005_ja,chara_sur_00101_Special_00005,ja,敵複数体に最大6回の連続攻撃(自身の攻撃ステータスの最大169%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00101_Normal_00000_ja,chara_sum_00101_Normal_00000,ja,表示場所なし,
e,202509010,chara_sum_00101_Special_00001_ja,chara_sum_00101_Special_00001,ja,自身と同じコマにいる青属性の味方と自身への被ダメージを12.2秒間、10%カット,
e,202509010,chara_sum_00101_Special_00002_ja,chara_sum_00101_Special_00002,ja,自身と同じコマにいる青属性の味方と自身への被ダメージを13.4秒間、11%カット,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00101_Special_00003_ja,chara_sum_00101_Special_00003,ja,自身と同じコマにいる青属性の味方と自身への被ダメージを14.1秒間、11%カット,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00101_Special_00004_ja,chara_sum_00101_Special_00004,ja,自身と同じコマにいる青属性の味方と自身への被ダメージを14.7秒間、12%カット,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sum_00101_Special_00005_ja,chara_sum_00101_Special_00005,ja,自身と同じコマにいる青属性の味方と自身への被ダメージを15秒間、12%カット,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00201_Normal_00000_ja,chara_sur_00201_Normal_00000,ja,表示場所なし,
e,202509010,chara_sur_00201_Special_00001_ja,chara_sur_00201_Special_00001,ja,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大77%ダメージ),
e,202509010,chara_sur_00201_Special_00002_ja,chara_sur_00201_Special_00002,ja,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大86%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00201_Special_00003_ja,chara_sur_00201_Special_00003,ja,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大92%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00201_Special_00004_ja,chara_sur_00201_Special_00004,ja,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大96%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00201_Special_00005_ja,chara_sur_00201_Special_00005,ja,敵複数体に最大7回の連続攻撃(自身の攻撃ステータスの最大99%ダメージ),"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_sur_00301_Normal_00000_ja,chara_sur_00301_Normal_00000,ja,表示場所なし,
e,202509010,chara_sur_00301_Special_00001_ja,chara_sur_00301_Special_00001,ja,"敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック",
e,202509010,chara_sur_00301_Special_00002_ja,chara_sur_00301_Special_00002,ja,"敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック",ステータスUP
e,202509010,chara_sur_00301_Special_00003_ja,chara_sur_00301_Special_00003,ja,"敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック",ステータスUP
e,202509010,chara_sur_00301_Special_00004_ja,chara_sur_00301_Special_00004,ja,"敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック",ステータスUP
e,202509010,chara_sur_00301_Special_00005_ja,chara_sur_00301_Special_00005,ja,"敵複数体に自身の攻撃ステータスの75%のダメージ + 攻撃がヒットした場合、敵を小ノックバック",ステータスUP
e,202509010,chara_tak_00001_Normal_00000_ja,chara_tak_00001_Normal_00000,ja,表示場所なし,
e,202509010,chara_tak_00001_Special_00001_ja,chara_tak_00001_Special_00001,ja,自身への被ダメージを6.2秒間、15%カット,
e,202509010,chara_tak_00001_Special_00002_ja,chara_tak_00001_Special_00002,ja,自身への被ダメージを7.4秒間、17%カット,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_tak_00001_Special_00003_ja,chara_tak_00001_Special_00003,ja,自身への被ダメージを8.1秒間、18%カット,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_tak_00001_Special_00004_ja,chara_tak_00001_Special_00004,ja,自身への被ダメージを8.7秒間、19%カット,"ステータスUP + 必殺ワザ性能UP"
e,202509010,chara_tak_00001_Special_00005_ja,chara_tak_00001_Special_00005,ja,自身への被ダメージを9秒間、20%カット,"ステータスUP + 必殺ワザ性能UP"
