ENABLE,id,mst_advent_battle_reward_group_id,resource_type,resource_id,resource_amount,release_key
e,quest_raid_kai_reward_group_00001_09,quest_raid_kai_reward_group_00001_09,FreeDiamond,,50,1
e,quest_raid_kai_reward_group_00001_10,quest_raid_kai_reward_group_00001_10,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_11,quest_raid_kai_reward_group_00001_11,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_19,quest_raid_kai_reward_group_00001_19,FreeDiamond,,50,1
e,quest_raid_kai_reward_group_00001_20,quest_raid_kai_reward_group_00001_20,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_21,quest_raid_kai_reward_group_00001_21,FreeDiamond,,50,1
e,quest_raid_kai_reward_group_00001_22,quest_raid_kai_reward_group_00001_22,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_23,quest_raid_kai_reward_group_00001_23,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_24,quest_raid_kai_reward_group_00001_24,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_25,quest_raid_kai_reward_group_00001_25,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_26,quest_raid_kai_reward_group_00001_26,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_27,quest_raid_kai_reward_group_00001_27,Item,box_glo_00003,10,1
e,quest_raid_kai_reward_group_00001_28,quest_raid_kai_reward_group_00001_28,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_29,quest_raid_kai_reward_group_00001_29,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_30,quest_raid_kai_reward_group_00001_30,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_31,quest_raid_kai_reward_group_00001_31,FreeDiamond,,50,1
e,quest_raid_kai_reward_group_00001_32,quest_raid_kai_reward_group_00001_32,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_33,quest_raid_kai_reward_group_00001_33,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_34,quest_raid_kai_reward_group_00001_34,FreeDiamond,,50,1
e,quest_raid_kai_reward_group_00001_35,quest_raid_kai_reward_group_00001_35,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_36,quest_raid_kai_reward_group_00001_36,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_37_01,quest_raid_kai_reward_group_00001_37,FreeDiamond,,10,1
e,quest_raid_kai_reward_group_00001_37_02,quest_raid_kai_reward_group_00001_37,Coin,,1000,1
e,quest_raid_kai_reward_group_00001_37_03,quest_raid_kai_reward_group_00001_37,Item,memoryfragment_glo_00001,1,1
e,quest_raid_kai_reward_group_00001_38_01,quest_raid_kai_reward_group_00001_38,FreeDiamond,,10,1
e,quest_raid_kai_reward_group_00001_38_02,quest_raid_kai_reward_group_00001_38,Coin,,1000,1
e,quest_raid_kai_reward_group_00001_38_03,quest_raid_kai_reward_group_00001_38,Item,memoryfragment_glo_00001,1,1
e,quest_raid_kai_reward_group_00001_39_01,quest_raid_kai_reward_group_00001_39,FreeDiamond,,10,1
e,quest_raid_kai_reward_group_00001_39_02,quest_raid_kai_reward_group_00001_39,Coin,,1000,1
e,quest_raid_kai_reward_group_00001_39_03,quest_raid_kai_reward_group_00001_39,Item,memoryfragment_glo_00001,1,1
e,quest_raid_kai_reward_group_00001_40_01,quest_raid_kai_reward_group_00001_40,FreeDiamond,,10,1
e,quest_raid_kai_reward_group_00001_40_02,quest_raid_kai_reward_group_00001_40,Coin,,1000,1
e,quest_raid_kai_reward_group_00001_40_03,quest_raid_kai_reward_group_00001_40,Item,memoryfragment_glo_00001,1,1
e,quest_raid_kai_reward_group_00001_41_01,quest_raid_kai_reward_group_00001_41,FreeDiamond,,20,1
e,quest_raid_kai_reward_group_00001_41_02,quest_raid_kai_reward_group_00001_41,Coin,,2000,1
e,quest_raid_kai_reward_group_00001_41_03,quest_raid_kai_reward_group_00001_41,Item,memoryfragment_glo_00001,1,1
e,quest_raid_kai_reward_group_00001_42_01,quest_raid_kai_reward_group_00001_42,FreeDiamond,,20,1
e,quest_raid_kai_reward_group_00001_42_02,quest_raid_kai_reward_group_00001_42,Coin,,2000,1
e,quest_raid_kai_reward_group_00001_42_03,quest_raid_kai_reward_group_00001_42,Item,memoryfragment_glo_00001,1,1
e,quest_raid_kai_reward_group_00001_43_01,quest_raid_kai_reward_group_00001_43,FreeDiamond,,20,1
e,quest_raid_kai_reward_group_00001_43_02,quest_raid_kai_reward_group_00001_43,Coin,,2000,1
e,quest_raid_kai_reward_group_00001_43_03,quest_raid_kai_reward_group_00001_43,Item,memoryfragment_glo_00001,2,1
e,quest_raid_kai_reward_group_00001_44_01,quest_raid_kai_reward_group_00001_44,FreeDiamond,,20,1
e,quest_raid_kai_reward_group_00001_44_02,quest_raid_kai_reward_group_00001_44,Coin,,2000,1
e,quest_raid_kai_reward_group_00001_44_03,quest_raid_kai_reward_group_00001_44,Item,memoryfragment_glo_00001,2,1
e,quest_raid_kai_reward_group_00001_45_01,quest_raid_kai_reward_group_00001_45,FreeDiamond,,30,1
e,quest_raid_kai_reward_group_00001_45_02,quest_raid_kai_reward_group_00001_45,Coin,,3000,1
e,quest_raid_kai_reward_group_00001_45_03,quest_raid_kai_reward_group_00001_45,Item,memoryfragment_glo_00001,2,1
e,quest_raid_kai_reward_group_00001_45_04,quest_raid_kai_reward_group_00001_45,Item,memoryfragment_glo_00002,1,1
e,quest_raid_kai_reward_group_00001_46_01,quest_raid_kai_reward_group_00001_46,FreeDiamond,,30,1
e,quest_raid_kai_reward_group_00001_46_02,quest_raid_kai_reward_group_00001_46,Coin,,3000,1
e,quest_raid_kai_reward_group_00001_46_03,quest_raid_kai_reward_group_00001_46,Item,memoryfragment_glo_00001,2,1
e,quest_raid_kai_reward_group_00001_46_04,quest_raid_kai_reward_group_00001_46,Item,memoryfragment_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_47_01,quest_raid_kai_reward_group_00001_47,FreeDiamond,,30,1
e,quest_raid_kai_reward_group_00001_47_02,quest_raid_kai_reward_group_00001_47,Coin,,3000,1
e,quest_raid_kai_reward_group_00001_47_03,quest_raid_kai_reward_group_00001_47,Item,memoryfragment_glo_00001,2,1
e,quest_raid_kai_reward_group_00001_47_04,quest_raid_kai_reward_group_00001_47,Item,memoryfragment_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_48_01,quest_raid_kai_reward_group_00001_48,FreeDiamond,,30,1
e,quest_raid_kai_reward_group_00001_48_02,quest_raid_kai_reward_group_00001_48,Coin,,3000,1
e,quest_raid_kai_reward_group_00001_48_03,quest_raid_kai_reward_group_00001_48,Item,memoryfragment_glo_00001,2,1
e,quest_raid_kai_reward_group_00001_48_04,quest_raid_kai_reward_group_00001_48,Item,memoryfragment_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_49_01,quest_raid_kai_reward_group_00001_49,FreeDiamond,,40,1
e,quest_raid_kai_reward_group_00001_49_02,quest_raid_kai_reward_group_00001_49,Coin,,4000,1
e,quest_raid_kai_reward_group_00001_49_03,quest_raid_kai_reward_group_00001_49,Item,memoryfragment_glo_00001,3,1
e,quest_raid_kai_reward_group_00001_49_04,quest_raid_kai_reward_group_00001_49,Item,memoryfragment_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_50_01,quest_raid_kai_reward_group_00001_50,FreeDiamond,,40,1
e,quest_raid_kai_reward_group_00001_50_02,quest_raid_kai_reward_group_00001_50,Coin,,4000,1
e,quest_raid_kai_reward_group_00001_50_03,quest_raid_kai_reward_group_00001_50,Item,memoryfragment_glo_00001,3,1
e,quest_raid_kai_reward_group_00001_50_04,quest_raid_kai_reward_group_00001_50,Item,memoryfragment_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_51_01,quest_raid_kai_reward_group_00001_51,FreeDiamond,,40,1
e,quest_raid_kai_reward_group_00001_51_02,quest_raid_kai_reward_group_00001_51,Coin,,4000,1
e,quest_raid_kai_reward_group_00001_51_03,quest_raid_kai_reward_group_00001_51,Item,memoryfragment_glo_00001,3,1
e,quest_raid_kai_reward_group_00001_51_04,quest_raid_kai_reward_group_00001_51,Item,memoryfragment_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_52_01,quest_raid_kai_reward_group_00001_52,FreeDiamond,,40,1
e,quest_raid_kai_reward_group_00001_52_02,quest_raid_kai_reward_group_00001_52,Coin,,4000,1
e,quest_raid_kai_reward_group_00001_52_03,quest_raid_kai_reward_group_00001_52,Item,memoryfragment_glo_00001,3,1
e,quest_raid_kai_reward_group_00001_52_04,quest_raid_kai_reward_group_00001_52,Item,memoryfragment_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_52_05,quest_raid_kai_reward_group_00001_52,Item,memoryfragment_glo_00003,1,1
e,quest_raid_kai_reward_group_00001_53,quest_raid_kai_reward_group_00001_53,Emblem,emblem_adventbattle_kai_season01_00001,1,1
e,quest_raid_kai_reward_group_00001_54,quest_raid_kai_reward_group_00001_53,FreeDiamond,,1000,1
e,quest_raid_kai_reward_group_00001_55,quest_raid_kai_reward_group_00001_53,Coin,,100000,1
e,quest_raid_kai_reward_group_00001_56,quest_raid_kai_reward_group_00001_53,Item,ticket_glo_00002,5,1
e,quest_raid_kai_reward_group_00001_57,quest_raid_kai_reward_group_00001_54,Emblem,emblem_adventbattle_kai_season01_00002,1,1
e,quest_raid_kai_reward_group_00001_58,quest_raid_kai_reward_group_00001_54,FreeDiamond,,750,1
e,quest_raid_kai_reward_group_00001_59,quest_raid_kai_reward_group_00001_54,Coin,,75000,1
e,quest_raid_kai_reward_group_00001_60,quest_raid_kai_reward_group_00001_54,Item,ticket_glo_00002,5,1
e,quest_raid_kai_reward_group_00001_61,quest_raid_kai_reward_group_00001_55,Emblem,emblem_adventbattle_kai_season01_00003,1,1
e,quest_raid_kai_reward_group_00001_62,quest_raid_kai_reward_group_00001_55,FreeDiamond,,500,1
e,quest_raid_kai_reward_group_00001_63,quest_raid_kai_reward_group_00001_55,Coin,,50000,1
e,quest_raid_kai_reward_group_00001_64,quest_raid_kai_reward_group_00001_55,Item,ticket_glo_00002,5,1
e,quest_raid_kai_reward_group_00001_65,quest_raid_kai_reward_group_00001_56,Emblem,emblem_adventbattle_kai_season01_00004,1,1
e,quest_raid_kai_reward_group_00001_66,quest_raid_kai_reward_group_00001_56,FreeDiamond,,300,1
e,quest_raid_kai_reward_group_00001_67,quest_raid_kai_reward_group_00001_56,Coin,,30000,1
e,quest_raid_kai_reward_group_00001_68,quest_raid_kai_reward_group_00001_56,Item,ticket_glo_00002,4,1
e,quest_raid_kai_reward_group_00001_69,quest_raid_kai_reward_group_00001_57,Emblem,emblem_adventbattle_kai_season01_00005,1,1
e,quest_raid_kai_reward_group_00001_70,quest_raid_kai_reward_group_00001_57,FreeDiamond,,200,1
e,quest_raid_kai_reward_group_00001_71,quest_raid_kai_reward_group_00001_57,Coin,,20000,1
e,quest_raid_kai_reward_group_00001_72,quest_raid_kai_reward_group_00001_57,Item,ticket_glo_00002,3,1
e,quest_raid_kai_reward_group_00001_73,quest_raid_kai_reward_group_00001_58,Emblem,emblem_adventbattle_kai_season01_00006,1,1
e,quest_raid_kai_reward_group_00001_74,quest_raid_kai_reward_group_00001_58,FreeDiamond,,150,1
e,quest_raid_kai_reward_group_00001_75,quest_raid_kai_reward_group_00001_58,Coin,,15000,1
e,quest_raid_kai_reward_group_00001_76,quest_raid_kai_reward_group_00001_58,Item,ticket_glo_00002,3,1
e,quest_raid_kai_reward_group_00001_77,quest_raid_kai_reward_group_00001_59,FreeDiamond,,100,1
e,quest_raid_kai_reward_group_00001_78,quest_raid_kai_reward_group_00001_59,Coin,,10000,1
e,quest_raid_kai_reward_group_00001_79,quest_raid_kai_reward_group_00001_59,Item,ticket_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_80,quest_raid_kai_reward_group_00001_60,FreeDiamond,,50,1
e,quest_raid_kai_reward_group_00001_81,quest_raid_kai_reward_group_00001_60,Coin,,5000,1
e,quest_raid_kai_reward_group_00001_82,quest_raid_kai_reward_group_00001_60,Item,ticket_glo_00002,2,1
e,quest_raid_kai_reward_group_00001_83,quest_raid_kai_reward_group_00001_61,FreeDiamond,,20,1
e,quest_raid_kai_reward_group_00001_84,quest_raid_kai_reward_group_00001_61,Coin,,2000,1
e,quest_raid_kai_reward_group_00001_85,quest_raid_kai_reward_group_00001_61,Item,ticket_glo_00002,1,1
