ENABLE,release_key,id,mst_series_id,asset_key,is_phantomized,is_displayed_encyclopedia,mst_attack_hit_onomatopeia_group_id
e,202511010,chara_mag_00201,mag,chara_mag_00201,1,1,
e,202511010,chara_mag_00301,mag,chara_mag_00301,1,1,
e,202511010,chara_mag_00401,mag,chara_mag_00401,1,1,
e,202509010,chara_sum_00001,sum,chara_sum_00001,1,1,
e,202509010,chara_sum_00101,sum,chara_sum_00101,1,1,
e,202509010,chara_sum_00201,sum,chara_sum_00201,1,1,
e,202512020,chara_osh_00001,osh,chara_osh_00001,1,1,
e,202512020,chara_osh_00201,osh,chara_osh_00201,1,1,
e,202512020,chara_osh_00301,osh,chara_osh_00301,1,1,
e,202512020,chara_osh_00401,osh,chara_osh_00401,1,1,
e,202512020,chara_osh_00501,osh,chara_osh_00501,1,1,
e,202512020,chara_osh_00601,osh,chara_osh_00601,1,1,
e,202602010,chara_you_00001,you,chara_you_00001,1,1,
e,202602010,chara_you_00101,you,chara_you_00101,1,1,
e,202602010,chara_you_00201,you,chara_you_00201,1,1,
e,202602010,chara_you_00301,you,chara_you_00301,1,1,
e,202602020,chara_kim_00001,kim,chara_kim_00001,1,1,
e,202602020,chara_kim_00101,kim,chara_kim_00101,1,1,
e,202602020,chara_kim_00201,kim,chara_kim_00201,1,1,
e,202602020,chara_kim_00301,kim,chara_kim_00301,1,1,
e,202509010,enemy_spy_00001,spy,enemy_spy_00001,0,1,
e,202509010,enemy_spy_00101,spy,enemy_spy_00101,0,1,
e,202509010,enemy_spy_00201,spy,enemy_spy_00201,0,0,
e,202509010,enemy_spy_00301,spy,enemy_spy_00301,0,0,
e,202509010,enemy_dan_00001,dan,enemy_dan_00001,0,1,
e,202509010,enemy_dan_00101,dan,enemy_dan_00101,0,1,
e,202509010,enemy_dan_00201,dan,enemy_dan_00201,0,1,
e,202510020,enemy_dan_00301,dan,enemy_dan_00301,0,1,
e,202509010,enemy_gom_00301,gom,enemy_gom_00301,0,1,
e,202509010,enemy_gom_00401,gom,enemy_gom_00401,0,1,
e,202509010,enemy_gom_00402,gom,enemy_gom_00402,0,1,
e,202509010,enemy_gom_00501,gom,enemy_gom_00501,0,1,
e,202509010,enemy_gom_00502,gom,enemy_gom_00502,0,1,
e,202509010,enemy_gom_00701,gom,enemy_gom_00701,0,1,
e,202509010,enemy_gom_00801,gom,enemy_gom_00801,0,1,
e,202509010,enemy_gom_00901,gom,enemy_gom_00901,0,1,
e,202509010,enemy_gom_01001,gom,enemy_gom_01001,0,1,
e,202509010,enemy_gom_01002,gom,enemy_gom_01002,0,1,
e,202509010,enemy_chi_00001,chi,enemy_chi_00001,0,1,
e,202509010,enemy_chi_00101,chi,enemy_chi_00101,0,1,
e,202509010,enemy_chi_00201,chi,enemy_chi_00201,0,1,
e,202509010,enemy_kai_00001,kai,enemy_kai_00001,0,1,
e,202509010,enemy_kai_00101,kai,enemy_kai_00101,0,1,
e,202509010,enemy_kai_00201,kai,enemy_kai_00201,0,1,
e,202509010,enemy_kai_00301,kai,enemy_kai_00301,0,1,
e,202509010,enemy_kai_00401,kai,enemy_kai_00401,0,1,
e,202509010,enemy_sur_00001,sur,enemy_sur_00001,1,1,
e,202509010,enemy_sur_00101,sur,enemy_sur_00101,0,1,
e,202509010,enemy_jig_00001,jig,enemy_jig_00001,0,1,
e,202509010,enemy_jig_00201,jig,enemy_jig_00201,0,0,
e,202509010,enemy_jig_00301,jig,enemy_jig_00301,0,1,
e,202509010,enemy_jig_00401,jig,enemy_jig_00401,0,1,
e,202509010,enemy_jig_00402,jig,enemy_jig_00402,0,1,
e,202601010,enemy_jig_00501,jig,enemy_jig_00501,0,1,
e,202601010,enemy_jig_00601,jig,enemy_jig_00601,0,1,
e,202509010,enemy_mag_00001,mag,enemy_mag_00001,0,1,
e,202509010,enemy_mag_00101,mag,enemy_mag_00101,0,1,
e,202509010,enemy_mag_00201,mag,enemy_mag_00201,0,0,
e,202509010,enemy_mag_00301,mag,enemy_mag_00301,0,1,
e,202511010,enemy_mag_00401,mag,enemy_mag_00401,0,1,
e,202509010,enemy_sum_00001,sum,enemy_sum_00001,0,1,
e,202509010,enemy_sum_00101,sum,enemy_sum_00101,1,1,
e,202509010,enemy_sum_00201,sum,enemy_sum_00201,1,1,
e,202602010,enemy_you_00001,you,enemy_you_00001,0,1,
e,202602010,enemy_you_00101,you,enemy_you_00101,0,1,
e,202509010,enemy_glo_00001,glo,enemy_glo_00001,0,0,
e,202512020,enemy_glo_00002,glo,enemy_glo_00002,0,0,
e,202509010,enemy_glo_00101,glo,enemy_glo_00101,0,0,
e,202509010,e_glo_00001_tutorial_Normal_Blue,glo,enemy_glo_00001,0,0,
e,202510025,e_kai_00002_tutorial,kai,chara_kai_00002,1,0,
e,202510025,e_spy_00101_tutorial,spy,chara_spy_00101,1,0,
e,202510025,e_dan_00002_tutorial,dan,chara_dan_00002,1,0,
e,202510025,e_sur_00101_tutorial,sur,chara_sur_00101,1,0,
e,202510025,e_chi_00002_tutorial,chi,chara_chi_00002,1,0,
