ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key
e,38,event_kai1_charaget02_00002,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202509010
e,39,event_kai1_charaget02_00002,FirstClear,Coin,,250,100,2,202509010
e,40,event_kai1_charaget02_00002,Random,Item,piece_kai_00501,3,15,3,202509010
e,41,event_kai1_charaget02_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202509010
e,42,event_kai1_charaget02_00003,FirstClear,Coin,,250,100,2,202509010
e,43,event_kai1_charaget02_00003,Random,Item,piece_kai_00501,3,20,3,202509010
e,44,event_kai1_charaget02_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202509010
e,45,event_kai1_charaget02_00004,FirstClear,Coin,,350,100,2,202509010
e,46,event_kai1_charaget02_00004,Random,Item,piece_kai_00501,5,25,3,202509010
e,47,event_kai1_charaget02_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202509010
e,48,event_kai1_charaget02_00005,FirstClear,Coin,,350,100,2,202509010
e,49,event_kai1_charaget02_00005,FirstClear,Item,memory_chara_kai_00501,200,100,3,202509010
e,50,event_kai1_charaget02_00005,Random,Item,piece_kai_00501,5,30,4,202509010
e,51,event_kai1_charaget02_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202509010
e,52,event_kai1_charaget02_00006,FirstClear,Coin,,350,100,2,202509010
e,53,event_kai1_charaget02_00006,FirstClear,Item,memory_chara_kai_00501,250,100,3,202509010
e,54,event_kai1_charaget02_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,4,202509010
e,55,event_kai1_charaget02_00006,Random,Item,piece_kai_00501,5,40,5,202509010
e,56,event_kai1_charaget02_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202509010
e,57,event_kai1_charaget02_00007,FirstClear,Coin,,500,100,2,202509010
e,58,event_kai1_charaget02_00007,FirstClear,Item,memory_chara_kai_00501,300,100,3,202509010
e,59,event_kai1_charaget02_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,4,202509010
e,60,event_kai1_charaget02_00007,Random,Item,piece_kai_00501,10,45,5,202509010
e,61,event_kai1_charaget02_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202509010
e,62,event_kai1_charaget02_00008,FirstClear,Coin,,500,100,2,202509010
e,63,event_kai1_charaget02_00008,FirstClear,Item,memory_chara_kai_00501,350,100,3,202509010
e,64,event_kai1_charaget02_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202509010
e,65,event_kai1_charaget02_00008,Random,Item,piece_kai_00501,10,60,5,202509010
e,66,event_kai1_challenge01_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202509010
e,67,event_kai1_challenge01_00002,FirstClear,Item,ticket_glo_00003,1,100,1,202509010
e,68,event_kai1_challenge01_00003,FirstClear,Item,piece_kai_00401,50,100,1,202509010
e,69,event_kai1_challenge01_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202509010
e,70,event_kai1_challenge01_00004,FirstClear,Item,piece_kai_00201,50,100,1,202509010
e,71,event_kai1_challenge01_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202509010
e,72,event_kai1_savage_00001,FirstClear,Emblem,emblem_event_kai_00003,1,100,1,202509010
e,73,event_kai1_savage_00001,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202509010
e,74,event_kai1_savage_00002,FirstClear,Emblem,emblem_event_kai_00004,1,100,1,202509010
e,75,event_kai1_savage_00002,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202509010
e,76,event_spy1_1day_00001,FirstClear,FreeDiamond,prism_glo_00001,20,100,1,202510010
e,77,event_spy1_charaget01_00001,FirstClear,Unit,chara_spy_00401,1,100,1,202510010
e,78,event_spy1_charaget01_00001,FirstClear,FreeDiamond,prism_glo_00001,30,100,2,202510010
e,79,event_spy1_charaget01_00001,FirstClear,Coin,,250,100,3,202510010
e,80,event_spy1_charaget01_00001,Random,Item,piece_spy_00401,3,10,4,202510010
e,81,event_spy1_charaget01_00002,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,82,event_spy1_charaget01_00002,FirstClear,Coin,,250,100,2,202510010
e,83,event_spy1_charaget01_00002,Random,Item,piece_spy_00401,3,15,3,202510010
e,84,event_spy1_charaget01_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,85,event_spy1_charaget01_00003,FirstClear,Coin,,250,100,2,202510010
e,86,event_spy1_charaget01_00003,Random,Item,piece_spy_00401,3,20,3,202510010
e,87,event_spy1_charaget01_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,88,event_spy1_charaget01_00004,FirstClear,Coin,,350,100,2,202510010
e,89,event_spy1_charaget01_00004,Random,Item,piece_spy_00401,5,25,3,202510010
e,90,event_spy1_charaget01_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,91,event_spy1_charaget01_00005,FirstClear,Coin,,350,100,2,202510010
e,92,event_spy1_charaget01_00005,FirstClear,Item,memory_chara_spy_00401,200,100,3,202510010
e,93,event_spy1_charaget01_00005,Random,Item,piece_spy_00401,5,30,4,202510010
e,94,event_spy1_charaget01_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,95,event_spy1_charaget01_00006,FirstClear,Coin,,350,100,2,202510010
e,96,event_spy1_charaget01_00006,FirstClear,Item,memory_chara_spy_00401,250,100,3,202510010
e,97,event_spy1_charaget01_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,4,202510010
e,98,event_spy1_charaget01_00006,Random,Item,piece_spy_00401,5,40,5,202510010
e,99,event_spy1_charaget01_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,100,event_spy1_charaget01_00007,FirstClear,Coin,,500,100,2,202510010
e,101,event_spy1_charaget01_00007,FirstClear,Item,memory_chara_spy_00401,300,100,3,202510010
e,102,event_spy1_charaget01_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,4,202510010
e,103,event_spy1_charaget01_00007,Random,Item,piece_spy_00401,10,45,5,202510010
e,104,event_spy1_charaget01_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,105,event_spy1_charaget01_00008,FirstClear,Coin,,500,100,2,202510010
e,106,event_spy1_charaget01_00008,FirstClear,Item,memory_chara_spy_00401,350,100,3,202510010
e,107,event_spy1_charaget01_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202510010
e,108,event_spy1_charaget01_00008,Random,Item,piece_spy_00401,10,60,5,202510010
e,109,event_spy1_charaget02_00001,FirstClear,Unit,chara_spy_00301,1,100,1,202510010
e,110,event_spy1_charaget02_00001,FirstClear,FreeDiamond,prism_glo_00001,30,100,2,202510010
e,111,event_spy1_charaget02_00001,FirstClear,Coin,,250,100,3,202510010
e,112,event_spy1_charaget02_00001,Random,Item,piece_spy_00301,3,10,4,202510010
e,113,event_spy1_charaget02_00002,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,114,event_spy1_charaget02_00002,FirstClear,Coin,,250,100,2,202510010
e,115,event_spy1_charaget02_00002,Random,Item,piece_spy_00301,3,15,3,202510010
e,116,event_spy1_charaget02_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,117,event_spy1_charaget02_00003,FirstClear,Coin,,250,100,2,202510010
e,118,event_spy1_charaget02_00003,Random,Item,piece_spy_00301,3,20,3,202510010
e,119,event_spy1_charaget02_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,120,event_spy1_charaget02_00004,FirstClear,Coin,,350,100,2,202510010
e,121,event_spy1_charaget02_00004,Random,Item,piece_spy_00301,5,25,3,202510010
e,122,event_spy1_charaget02_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,123,event_spy1_charaget02_00005,FirstClear,Coin,,350,100,2,202510010
e,124,event_spy1_charaget02_00005,FirstClear,Item,memory_chara_spy_00301,200,100,3,202510010
e,125,event_spy1_charaget02_00005,Random,Item,piece_spy_00301,5,30,4,202510010
e,126,event_spy1_charaget02_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,127,event_spy1_charaget02_00006,FirstClear,Coin,,350,100,2,202510010
e,128,event_spy1_charaget02_00006,FirstClear,Item,memory_chara_spy_00301,250,100,3,202510010
e,129,event_spy1_charaget02_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,4,202510010
e,130,event_spy1_charaget02_00006,Random,Item,piece_spy_00301,5,40,5,202510010
e,131,event_spy1_charaget02_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,132,event_spy1_charaget02_00007,FirstClear,Coin,,500,100,2,202510010
e,133,event_spy1_charaget02_00007,FirstClear,Item,memory_chara_spy_00301,300,100,3,202510010
e,134,event_spy1_charaget02_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,4,202510010
e,135,event_spy1_charaget02_00007,Random,Item,piece_spy_00301,10,45,5,202510010
e,136,event_spy1_charaget02_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510010
e,137,event_spy1_charaget02_00008,FirstClear,Coin,,500,100,2,202510010
e,138,event_spy1_charaget02_00008,FirstClear,Item,memory_chara_spy_00301,350,100,3,202510010
e,139,event_spy1_charaget02_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202510010
e,140,event_spy1_charaget02_00008,Random,Item,piece_spy_00301,10,60,5,202510010
e,141,event_spy1_challenge01_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202510010
e,142,event_spy1_challenge01_00002,FirstClear,Item,piece_spy_00201,50,100,1,202510010
e,143,event_spy1_challenge01_00002,FirstClear,Item,ticket_glo_00003,1,100,2,202510010
e,144,event_spy1_challenge01_00003,FirstClear,Item,piece_spy_00101,50,100,1,202510010
e,145,event_spy1_challenge01_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202510010
e,146,event_spy1_challenge01_00004,FirstClear,Item,piece_spy_00501,50,100,1,202510010
e,147,event_spy1_challenge01_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202510010
e,148,event_spy1_savage_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202510010
e,149,event_spy1_savage_00001,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202510010
e,150,event_spy1_savage_00002,FirstClear,Emblem,emblem_event_spy_00001,1,100,1,202510010
e,151,event_spy1_savage_00002,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202510010
e,152,event_dan1_1day_00001,FirstClear,FreeDiamond,prism_glo_00001,20,100,1,202510020
e,153,event_dan1_charaget01_00001,FirstClear,Unit,chara_dan_00301,1,100,1,202510020
e,154,event_dan1_charaget01_00001,FirstClear,FreeDiamond,prism_glo_00001,30,100,2,202510020
e,155,event_dan1_charaget01_00001,FirstClear,Coin,,250,100,3,202510020
e,156,event_dan1_charaget01_00001,Random,Item,piece_dan_00301,3,10,4,202510020
e,157,event_dan1_charaget01_00002,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,158,event_dan1_charaget01_00002,FirstClear,Coin,,250,100,2,202510020
e,159,event_dan1_charaget01_00002,Random,Item,piece_dan_00301,3,15,3,202510020
e,160,event_dan1_charaget01_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,161,event_dan1_charaget01_00003,FirstClear,Coin,,250,100,2,202510020
e,162,event_dan1_charaget01_00003,Random,Item,piece_dan_00301,3,20,3,202510020
e,163,event_dan1_charaget01_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,164,event_dan1_charaget01_00004,FirstClear,Coin,,350,100,2,202510020
e,165,event_dan1_charaget01_00004,Random,Item,piece_dan_00301,5,25,3,202510020
e,166,event_dan1_charaget01_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,167,event_dan1_charaget01_00005,FirstClear,Coin,,350,100,2,202510020
e,168,event_dan1_charaget01_00005,FirstClear,Item,memory_chara_dan_00301,200,100,3,202510020
e,169,event_dan1_charaget01_00005,Random,Item,piece_dan_00301,5,30,4,202510020
e,170,event_dan1_charaget01_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,171,event_dan1_charaget01_00006,FirstClear,Coin,,350,100,2,202510020
e,172,event_dan1_charaget01_00006,FirstClear,Item,memory_chara_dan_00301,250,100,3,202510020
e,173,event_dan1_charaget01_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,4,202510020
e,174,event_dan1_charaget01_00006,Random,Item,piece_dan_00301,5,40,5,202510020
e,175,event_dan1_charaget01_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,176,event_dan1_charaget01_00007,FirstClear,Coin,,500,100,2,202510020
e,177,event_dan1_charaget01_00007,FirstClear,Item,memory_chara_dan_00301,300,100,3,202510020
e,178,event_dan1_charaget01_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,4,202510020
e,179,event_dan1_charaget01_00007,Random,Item,piece_dan_00301,10,45,5,202510020
e,180,event_dan1_charaget01_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,181,event_dan1_charaget01_00008,FirstClear,Coin,,500,100,2,202510020
e,182,event_dan1_charaget01_00008,FirstClear,Item,memory_chara_dan_00301,350,100,3,202510020
e,183,event_dan1_charaget01_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202510020
e,184,event_dan1_charaget01_00008,Random,Item,piece_dan_00301,10,60,5,202510020
e,185,event_dan1_charaget02_00001,FirstClear,Unit,chara_dan_00201,1,100,1,202510020
e,186,event_dan1_charaget02_00001,FirstClear,FreeDiamond,prism_glo_00001,30,100,2,202510020
e,187,event_dan1_charaget02_00001,FirstClear,Coin,,250,100,3,202510020
e,188,event_dan1_charaget02_00001,Random,Item,piece_dan_00201,3,10,4,202510020
e,189,event_dan1_charaget02_00002,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,190,event_dan1_charaget02_00002,FirstClear,Coin,,250,100,2,202510020
e,191,event_dan1_charaget02_00002,Random,Item,piece_dan_00201,3,15,3,202510020
e,192,event_dan1_charaget02_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,193,event_dan1_charaget02_00003,FirstClear,Coin,,250,100,2,202510020
e,194,event_dan1_charaget02_00003,Random,Item,piece_dan_00201,3,20,3,202510020
e,195,event_dan1_charaget02_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,196,event_dan1_charaget02_00004,FirstClear,Coin,,350,100,2,202510020
e,197,event_dan1_charaget02_00004,Random,Item,piece_dan_00201,5,25,3,202510020
e,198,event_dan1_charaget02_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,199,event_dan1_charaget02_00005,FirstClear,Coin,,350,100,2,202510020
e,200,event_dan1_charaget02_00005,FirstClear,Item,memory_chara_dan_00201,200,100,3,202510020
e,201,event_dan1_charaget02_00005,Random,Item,piece_dan_00201,5,30,4,202510020
e,202,event_dan1_charaget02_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,203,event_dan1_charaget02_00006,FirstClear,Coin,,350,100,2,202510020
e,204,event_dan1_charaget02_00006,FirstClear,Item,memory_chara_dan_00201,250,100,3,202510020
e,205,event_dan1_charaget02_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,4,202510020
e,206,event_dan1_charaget02_00006,Random,Item,piece_dan_00201,5,40,5,202510020
e,207,event_dan1_charaget02_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,208,event_dan1_charaget02_00007,FirstClear,Coin,,500,100,2,202510020
e,209,event_dan1_charaget02_00007,FirstClear,Item,memory_chara_dan_00201,300,100,3,202510020
e,210,event_dan1_charaget02_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,4,202510020
e,211,event_dan1_charaget02_00007,Random,Item,piece_dan_00201,10,45,5,202510020
e,212,event_dan1_charaget02_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202510020
e,213,event_dan1_charaget02_00008,FirstClear,Coin,,500,100,2,202510020
e,214,event_dan1_charaget02_00008,FirstClear,Item,memory_chara_dan_00201,350,100,3,202510020
e,215,event_dan1_charaget02_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202510020
e,216,event_dan1_charaget02_00008,Random,Item,piece_dan_00201,10,60,5,202510020
e,217,event_dan1_challenge01_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202510020
e,218,event_dan1_challenge01_00002,FirstClear,Item,piece_dan_00101,50,100,1,202510020
e,219,event_dan1_challenge01_00002,FirstClear,Item,ticket_glo_00003,1,100,2,202510020
e,220,event_dan1_challenge01_00003,FirstClear,Item,piece_dan_00002,50,100,1,202510020
e,221,event_dan1_challenge01_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202510020
e,222,event_dan1_challenge01_00004,FirstClear,Item,piece_dan_00202,50,100,1,202510020
e,223,event_dan1_challenge01_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202510020
e,224,event_dan1_savage_00001,FirstClear,Emblem,emblem_event_dan_00003,1,100,1,202510020
e,225,event_dan1_savage_00001,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202510020
e,226,event_dan1_savage_00002,FirstClear,Emblem,emblem_event_dan_00002,1,100,1,202510020
e,227,event_dan1_savage_00002,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202510020
e,228,event_mag1_1day_00001,FirstClear,FreeDiamond,prism_glo_00001,20,100,1,202511010
e,229,event_mag1_charaget01_00001,FirstClear,Unit,chara_mag_00501,1,100,1,202511010
e,230,event_mag1_charaget01_00001,FirstClear,FreeDiamond,prism_glo_00001,30,100,2,202511010
e,231,event_mag1_charaget01_00001,FirstClear,Coin,,250,100,3,202511010
e,232,event_mag1_charaget01_00001,Random,Item,piece_mag_00501,1,10,4,202511010
e,233,event_mag1_charaget01_00002,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,234,event_mag1_charaget01_00002,FirstClear,Coin,,250,100,2,202511010
e,235,event_mag1_charaget01_00002,Random,Item,piece_mag_00501,1,15,3,202511010
e,236,event_mag1_charaget01_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,237,event_mag1_charaget01_00003,FirstClear,Coin,,250,100,2,202511010
e,238,event_mag1_charaget01_00003,Random,Item,piece_mag_00501,1,20,3,202511010
e,239,event_mag1_charaget01_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,240,event_mag1_charaget01_00004,FirstClear,Coin,,350,100,2,202511010
e,241,event_mag1_charaget01_00004,Random,Item,piece_mag_00501,3,25,3,202511010
e,242,event_mag1_charaget01_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,243,event_mag1_charaget01_00005,FirstClear,Coin,,350,100,2,202511010
e,244,event_mag1_charaget01_00005,FirstClear,Item,memory_chara_mag_00501,200,100,3,202511010
e,245,event_mag1_charaget01_00005,Random,Item,piece_mag_00501,3,30,4,202511010
e,246,event_mag1_charaget01_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,247,event_mag1_charaget01_00006,FirstClear,Coin,,350,100,2,202511010
e,248,event_mag1_charaget01_00006,FirstClear,Item,memory_chara_mag_00501,250,100,3,202511010
e,249,event_mag1_charaget01_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,4,202511010
e,250,event_mag1_charaget01_00006,Random,Item,piece_mag_00501,3,40,5,202511010
e,251,event_mag1_charaget01_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,252,event_mag1_charaget01_00007,FirstClear,Coin,,500,100,2,202511010
e,253,event_mag1_charaget01_00007,FirstClear,Item,memory_chara_mag_00501,300,100,3,202511010
e,254,event_mag1_charaget01_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,4,202511010
e,255,event_mag1_charaget01_00007,Random,Item,piece_mag_00501,3,45,5,202511010
e,256,event_mag1_charaget01_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,257,event_mag1_charaget01_00008,FirstClear,Coin,,500,100,2,202511010
e,258,event_mag1_charaget01_00008,FirstClear,Item,memory_chara_mag_00501,350,100,3,202511010
e,259,event_mag1_charaget01_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202511010
e,260,event_mag1_charaget01_00008,Random,Item,piece_mag_00501,5,60,5,202511010
e,261,event_mag1_charaget02_00001,FirstClear,Unit,chara_mag_00401,1,100,1,202511010
e,262,event_mag1_charaget02_00001,FirstClear,FreeDiamond,prism_glo_00001,30,100,2,202511010
e,263,event_mag1_charaget02_00001,FirstClear,Coin,,250,100,3,202511010
e,264,event_mag1_charaget02_00001,Random,Item,piece_mag_00401,1,10,4,202511010
e,265,event_mag1_charaget02_00002,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,266,event_mag1_charaget02_00002,FirstClear,Coin,,250,100,2,202511010
e,267,event_mag1_charaget02_00002,Random,Item,piece_mag_00401,1,15,3,202511010
e,268,event_mag1_charaget02_00003,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,269,event_mag1_charaget02_00003,FirstClear,Coin,,250,100,2,202511010
e,270,event_mag1_charaget02_00003,Random,Item,piece_mag_00401,1,20,3,202511010
e,271,event_mag1_charaget02_00004,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,272,event_mag1_charaget02_00004,FirstClear,Coin,,350,100,2,202511010
e,273,event_mag1_charaget02_00004,Random,Item,piece_mag_00401,3,25,3,202511010
e,274,event_mag1_charaget02_00005,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,275,event_mag1_charaget02_00005,FirstClear,Coin,,350,100,2,202511010
e,276,event_mag1_charaget02_00005,FirstClear,Item,memory_chara_mag_00401,200,100,3,202511010
e,277,event_mag1_charaget02_00005,Random,Item,piece_mag_00401,3,30,4,202511010
e,278,event_mag1_charaget02_00006,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,279,event_mag1_charaget02_00006,FirstClear,Coin,,350,100,2,202511010
e,280,event_mag1_charaget02_00006,FirstClear,Item,memory_chara_mag_00401,250,100,3,202511010
e,281,event_mag1_charaget02_00006,FirstClear,Item,memoryfragment_glo_00001,15,100,4,202511010
e,282,event_mag1_charaget02_00006,Random,Item,piece_mag_00401,3,40,5,202511010
e,283,event_mag1_charaget02_00007,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,284,event_mag1_charaget02_00007,FirstClear,Coin,,500,100,2,202511010
e,285,event_mag1_charaget02_00007,FirstClear,Item,memory_chara_mag_00401,300,100,3,202511010
e,286,event_mag1_charaget02_00007,FirstClear,Item,memoryfragment_glo_00002,10,100,4,202511010
e,287,event_mag1_charaget02_00007,Random,Item,piece_mag_00401,3,45,5,202511010
e,288,event_mag1_charaget02_00008,FirstClear,FreeDiamond,prism_glo_00001,30,100,1,202511010
e,289,event_mag1_charaget02_00008,FirstClear,Coin,,500,100,2,202511010
e,290,event_mag1_charaget02_00008,FirstClear,Item,memory_chara_mag_00401,350,100,3,202511010
e,291,event_mag1_charaget02_00008,FirstClear,Item,memoryfragment_glo_00003,1,100,4,202511010
e,292,event_mag1_charaget02_00008,Random,Item,piece_mag_00401,5,60,5,202511010
e,293,event_mag1_challenge01_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202511010
e,294,event_mag1_challenge01_00002,FirstClear,Item,piece_mag_00301,50,100,1,202511010
e,295,event_mag1_challenge01_00002,FirstClear,Item,ticket_glo_00003,1,100,2,202511010
e,296,event_mag1_challenge01_00003,FirstClear,Item,piece_mag_00001,50,100,1,202511010
e,297,event_mag1_challenge01_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202511010
e,298,event_mag1_challenge01_00004,FirstClear,Item,piece_mag_00201,50,100,1,202511010
e,299,event_mag1_challenge01_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202511010
e,300,event_mag1_savage_00001,FirstClear,Emblem,emblem_event_mag_00002,1,100,1,202511010
e,301,event_mag1_savage_00001,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202511010
e,302,event_mag1_savage_00002,FirstClear,Emblem,emblem_event_mag_00003,1,100,1,202511010
e,303,event_mag1_savage_00002,FirstClear,FreeDiamond,prism_glo_00001,100,100,2,202511010
