ENABLE,id,mst_store_product_id,product_type,purchasable_count,paid_amount,display_priority,start_date,end_date,release_key
e,47,47,Pack,1,,21,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,48,48,Pass,1,,23,"2026-01-01 00:00:00","2026-01-15 03:59:59",202512020
e,49,49,Pack,1,,0,"2025-12-10 15:00:00","2026-01-08 23:59:59",202512015
e,50,50,Pack,1,,18,"2026-01-16 15:00:00","2026-02-02 10:59:59",202601010
e,51,51,Pack,1,,17,"2026-01-01 00:00:00","2026-02-02 10:59:59",202512020
e,52,52,Pack,1,,17,"2026-02-02 15:00:00","2026-02-28 23:59:59",202601010
e,53,53,Pack,1,,18,"2026-02-02 12:00:00","2026-02-16 10:59:59",202602010
e,54,54,Pack,1,,30,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,55,55,Pack,1,,29,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,56,56,Pack,1,,28,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,57,57,Pack,1,,27,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,58,58,Pack,1,,26,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,59,59,Pack,1,,25,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,60,60,Pack,1,,24,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,61,61,Pack,1,,23,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,62,62,Pack,1,,22,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,63,63,Pack,1,,21,"2026-02-10 15:00:00","2026-03-02 10:59:59",202602010
e,64,64,Diamond,1,300,106,"2026-01-26 15:00:00","2026-02-02 10:59:59",202601010
e,65,65,Diamond,1,620,105,"2026-01-26 15:00:00","2026-02-02 10:59:59",202601010
e,66,66,Diamond,1,1580,104,"2026-01-26 15:00:00","2026-02-02 10:59:59",202601010
e,67,67,Diamond,1,3200,103,"2026-01-26 15:00:00","2026-02-02 10:59:59",202601010
e,68,68,Diamond,1,6300,102,"2026-01-26 15:00:00","2026-02-02 10:59:59",202601010
e,69,69,Pack,1,,18,"2026-02-16 15:00:00","2026-03-02 10:59:59",202602020
