ENABLE,id,product_id_ios,product_id_android,product_id_webstore,release_key
e,32,BNEI0434_0031,com.bandainamcoent.jumble_0031,,202512015
e,33,BNEI0434_0032,com.bandainamcoent.jumble_0032,,202512015
e,34,BNEI0434_0033,com.bandainamcoent.jumble_0033,,202512015
e,35,BNEI0434_0034,com.bandainamcoent.jumble_0034,,202512010
e,36,BNEI0434_0035,com.bandainamcoent.jumble_0035,,202512010
e,37,BNEI0434_0036,com.bandainamcoent.jumble_0036,,202512020
e,38,BNEI0434_0037,com.bandainamcoent.jumble_0037,,202512020
e,39,BNEI0434_0038,com.bandainamcoent.jumble_0038,,202512020
e,40,BNEI0434_0039,com.bandainamcoent.jumble_0039,,202512020
e,41,BNEI0434_0040,com.bandainamcoent.jumble_0040,,202512020
e,42,BNEI0434_0041,com.bandainamcoent.jumble_0041,,202512020
e,43,BNEI0434_0042,com.bandainamcoent.jumble_0042,,202512020
e,44,BNEI0434_0043,com.bandainamcoent.jumble_0043,,202512020
e,45,BNEI0434_0044,com.bandainamcoent.jumble_0044,,202512020
e,46,BNEI0434_0045,com.bandainamcoent.jumble_0045,,202512020
e,47,BNEI0434_0046,com.bandainamcoent.jumble_0046,,202512020
e,48,BNEI0434_0047,com.bandainamcoent.jumble_0047,,202512020
e,49,BNEI0434_offerfreediamond150,,,202512015
e,50,BNEI0434_0048,com.bandainamcoent.jumble_0048,,202601010
e,51,BNEI0434_0049,com.bandainamcoent.jumble_0049,,202512020
e,52,BNEI0434_0050,com.bandainamcoent.jumble_0050,,202601010
e,53,BNEI0434_0051,com.bandainamcoent.jumble_0051,,202602015
e,54,BNEI0434_0052,com.bandainamcoent.jumble_0052,,202602010
e,55,BNEI0434_0053,com.bandainamcoent.jumble_0053,,202602010
e,56,BNEI0434_0054,com.bandainamcoent.jumble_0054,,202602010
e,57,BNEI0434_0055,com.bandainamcoent.jumble_0055,,202602010
e,58,BNEI0434_0056,com.bandainamcoent.jumble_0056,,202602010
e,59,BNEI0434_0057,com.bandainamcoent.jumble_0057,,202602010
e,60,BNEI0434_0058,com.bandainamcoent.jumble_0058,,202602010
e,61,BNEI0434_0059,com.bandainamcoent.jumble_0059,,202602010
e,62,BNEI0434_0060,com.bandainamcoent.jumble_0060,,202602010
e,63,BNEI0434_0061,com.bandainamcoent.jumble_0061,,202602010
e,64,BNEI0434_0062,com.bandainamcoent.jumble_0062,,202601010
e,65,BNEI0434_0063,com.bandainamcoent.jumble_0063,,202601010
e,66,BNEI0434_0064,com.bandainamcoent.jumble_0064,,202601010
e,67,BNEI0434_0065,com.bandainamcoent.jumble_0065,,202601010
e,68,BNEI0434_0066,com.bandainamcoent.jumble_0066,,202601010
e,69,BNEI0434_0067,com.bandainamcoent.jumble_0067,,202602020
e,70,BNEI0434_0068,com.bandainamcoent.jumble_0068,,202602020
e,71,BNEI0434_0069,com.bandainamcoent.jumble_0069,,202603010
e,72,BNEI0434_0070,com.bandainamcoent.jumble_0070,,202603010
e,73,BNEI0434_0071,com.bandainamcoent.jumble_0071,,202603010
e,74,BNEI0434_0072,com.bandainamcoent.jumble_0072,,202603010
e,75,BNEI0434_0073,com.bandainamcoent.jumble_0073,,202603010
e,76,BNEI0434_0074,com.bandainamcoent.jumble_0074,,202603010
e,77,BNEI0434_0075,com.bandainamcoent.jumble_0075,,202603010
e,78,BNEI0434_0076,com.bandainamcoent.jumble_0076,,202602020
e,79,BNEI0434_0077,com.bandainamcoent.jumble_0077,,202602010
e,80,BNEI0434_0078,com.bandainamcoent.jumble_0078,,202602010
e,81,BNEI0434_0079,com.bandainamcoent.jumble_0079,,202602010
e,82,BNEI0434_0080,com.bandainamcoent.jumble_0080,,202602010
e,83,BNEI0434_0081,com.bandainamcoent.jumble_0081,,202602010
e,84,BNEI0434_0082,com.bandainamcoent.jumble_0082,,202602010
e,85,BNEI0434_0083,com.bandainamcoent.jumble_0083,,202603010
e,86,BNEI0434_0084,com.bandainamcoent.jumble_0084,,202603010
e,87,BNEI0434_0085,com.bandainamcoent.jumble_0085,,202602020
e,88,BNEI0434_0086,com.bandainamcoent.jumble_0086,,202603020
e,89,BNEI0434_0087,com.bandainamcoent.jumble_0087,,202603020
e,90,BNEI0434_0088,com.bandainamcoent.jumble_0088,,202603020
e,91,BNEI0434_0089,com.bandainamcoent.jumble_0089,,202603020
e,92,BNEI0434_0090,com.bandainamcoent.jumble_0090,,202603020
e,93,BNEI0434_0091,com.bandainamcoent.jumble_0091,,202603020
e,94,BNEI0434_0092,com.bandainamcoent.jumble_0092,,202603020
e,95,BNEI0434_0093,com.bandainamcoent.jumble_0093,,202603020
e,96,BNEI0434_0094,com.bandainamcoent.jumble_0094,,202603020
e,97,BNEI0434_0095,com.bandainamcoent.jumble_0095,,202603020
e,98,BNEI0434_0096,com.bandainamcoent.jumble_0096,,202603020
e,99,BNEI0434_0097,com.bandainamcoent.jumble_0097,,202603020
e,100,BNEI0434_0098,com.bandainamcoent.jumble_0098,,202603020
e,101,BNEI0434_0099,com.bandainamcoent.jumble_0099,,202603020
e,102,BNEI0434_0100,com.bandainamcoent.jumble_0100,,202603025
e,103,BNEI0434_0101,com.bandainamcoent.jumble_0101,,202603025
e,104,BNEI0434_0102,com.bandainamcoent.jumble_0102,,202603025
e,105,BNEI0434_0103,com.bandainamcoent.jumble_0103,,202603025
e,106,BNEI0434_0104,com.bandainamcoent.jumble_0104,,202603025
e,107,BNEI0434_0105,com.bandainamcoent.jumble_0105,,202603025
e,108,BNEI0434_0106,com.bandainamcoent.jumble_0106,,202603025
e,109,BNEI0434_0107,com.bandainamcoent.jumble_0107,,202603025
e,110,BNEI0434_0108,com.bandainamcoent.jumble_0108,,202603025
e,111,BNEI0434_0109,com.bandainamcoent.jumble_0109,,202603025
e,112,BNEI0434_0110,com.bandainamcoent.jumble_0110,,202603025
e,113,BNEI0434_0111,com.bandainamcoent.jumble_0111,,202603025
e,114,BNEI0434_0112,com.bandainamcoent.jumble_0112,,202603020
e,115,BNEI0434_0113,com.bandainamcoent.jumble_0113,,202603020
e,bnei0434_webstore_00001,,,bnei0434_webstore_00001,202602020
e,bnei0434_webstore_00002,,,bnei0434_webstore_00002,202602020
e,bnei0434_webstore_00003,,,bnei0434_webstore_00003,202602020
e,bnei0434_webstore_00004,,,bnei0434_webstore_00004,202602020
e,bnei0434_webstore_00005,,,bnei0434_webstore_00005,202602020
e,bnei0434_webstore_00006,,,bnei0434_webstore_00006,202602020
e,bnei0434_webstore_00007,,,bnei0434_webstore_00007,202602020
e,bnei0434_webstore_00008,,,bnei0434_webstore_00008,202602020
e,bnei0434_webstore_00009,,,bnei0434_webstore_00009,202602020
e,bnei0434_webstore_00010,,,bnei0434_webstore_00010,202602020
e,bnei0434_webstore_00011,,,bnei0434_webstore_00011,202602020
e,bnei0434_webstore_00012,,,bnei0434_webstore_00012,202602020
e,bnei0434_webstore_00013,,,bnei0434_webstore_00013,202602020
