ENABLE,release_key,id,mst_mission_achievement_id,language,description
e,1,achievement_34_ja,achievement_34,ja,ゲートを合計15回以上強化
e,1,achievement_35_ja,achievement_35,ja,ゲートを合計20回以上強化
e,1,achievement_36_ja,achievement_36,ja,ゲートを合計30回以上強化
e,1,achievement_37_ja,achievement_37,ja,ゲートを合計40回以上強化
e,1,achievement_38_ja,achievement_38,ja,ゲートを合計50回以上強化
e,1,achievement_39_ja,achievement_39,ja,ゲートを合計60回以上強化
e,1,achievement_40_ja,achievement_40,ja,綾瀬桃を編成してダンダダン2話を1回クリア
e,1,achievement_41_ja,achievement_41,ja,姫（奴隷服）を編成して姫様拷問の時間です2話を1回クリア
e,1,achievement_42_ja,achievement_42,ja,"山田浅ェ門 佐切を編成して地獄楽2話を1回クリア"
e,1,achievement_43_ja,achievement_43,ja,"和倉 優希を編成して魔都精兵のスレイブ2話を1回クリア"
e,1,achievement_44_ja,achievement_44,ja,姫様拷問の時間ですのヒーローキャラを1体獲得しよう
e,1,achievement_45_ja,achievement_45,ja,姫様拷問の時間ですのヒーローキャラを2体獲得しよう
e,1,achievement_46_ja,achievement_46,ja,姫様拷問の時間ですのヒーローキャラを3体獲得しよう
e,1,achievement_47_ja,achievement_47,ja,ヒーローキャラを5体獲得しよう
e,1,achievement_48_ja,achievement_48,ja,ヒーローキャラを10体獲得しよう
e,1,achievement_49_ja,achievement_49,ja,トーチャー・トルチュールを1体獲得しよう
e,1,achievement_50_ja,achievement_50,ja,ウシネコを1体獲得しよう
e,1,achievement_51_ja,achievement_51,ja,ダンダダンのファントムキャラを1体発見しよう
e,1,achievement_52_ja,achievement_52,ja,ダンダダンのファントムキャラを3体発見しよう
e,1,achievement_53_ja,achievement_53,ja,ファントムキャラを5体発見しよう
e,1,achievement_54_ja,achievement_54,ja,ファントムキャラを10体発見しよう
e,1,achievement_55_ja,achievement_55,ja,セルポ星人を1体発見しよう
e,1,achievement_56_ja,achievement_56,ja,ターボババアを1体発見しよう
e,1,achievement_57_ja,achievement_57,ja,地獄楽のエンブレムを1つ獲得しよう
e,1,achievement_58_ja,achievement_58,ja,地獄楽のエンブレムを2つ獲得しよう
e,1,achievement_59_ja,achievement_59,ja,エンブレムを5つ獲得しよう
e,1,achievement_60_ja,achievement_60,ja,エンブレムを10つ獲得しよう
e,1,achievement_61_ja,achievement_61,ja,地獄楽イベントエンブレム01を1つ獲得しよう
e,1,achievement_62_ja,achievement_62,ja,姫様イベントエンブレム01を1つ獲得しよう
e,1,achievement_63_ja,achievement_63,ja,ダンダダンの原画を1つ完成させよう
e,1,achievement_64_ja,achievement_64,ja,ダンダダンの原画を2つ完成させよう
e,1,achievement_65_ja,achievement_65,ja,原画を2つ完成させよう
e,1,achievement_66_ja,achievement_66,ja,原画を3つ完成させよう
e,1,achievement_67_ja,achievement_67,ja,ダンダダン原画1を完成させよう
e,1,achievement_68_ja,achievement_68,ja,ダンダダン原画2を完成させよう
e,1,achievement_69_ja,achievement_69,ja,【ノーマル】「ダンダダン」1話をクリアしよう
e,1,achievement_70_ja,achievement_70,ja,URL遷移テスト
e,1,achievement_Test_01_ja,achievement_Test_01,ja,ステージを5回クリアしよう
e,1,achievement_Test_02_ja,achievement_Test_02,ja,ステージを10回クリアしよう
e,1,achievement_Test_03_ja,achievement_Test_03,ja,"コインを5,000取得しよう"
