ENABLE,release_key,id,mst_emblem_id,language,name,description
e,202509010,emblem_adventbattle_kai_season01_00001_ja,emblem_adventbattle_kai_season01_00001,ja,歴史に残る大怪獣(1位),降臨バトル『怪獣退治の時間』1位の証
e,202509010,emblem_adventbattle_kai_season01_00002_ja,emblem_adventbattle_kai_season01_00002,ja,歴史に残る大怪獣(2位),降臨バトル『怪獣退治の時間』2位の証
e,202509010,emblem_adventbattle_kai_season01_00003_ja,emblem_adventbattle_kai_season01_00003,ja,歴史に残る大怪獣(3位),降臨バトル『怪獣退治の時間』3位の証
e,202509010,emblem_adventbattle_kai_season01_00004_ja,emblem_adventbattle_kai_season01_00004,ja,歴史に残る大怪獣(4~50位),降臨バトル『怪獣退治の時間』4~50位の証
e,202509010,emblem_adventbattle_kai_season01_00005_ja,emblem_adventbattle_kai_season01_00005,ja,歴史に残る大怪獣(51~300位),降臨バトル『怪獣退治の時間』51~300位の証
e,202509010,emblem_adventbattle_kai_season01_00006_ja,emblem_adventbattle_kai_season01_00006,ja,"歴史に残る大怪獣(301~1,000位)","降臨バトル『怪獣退治の時間』301~1,000位の証"
e,202510010,emblem_event_spy_00001_ja,emblem_event_spy_00001,ja,WISEのピン,西国(ウェスタリス)情報局対東課<WISE(ワイズ)>のシンボルマークを模したピン
e,202510010,emblem_adventbattle_spy_season01_00001_ja,emblem_adventbattle_spy_season01_00001,ja,影なき英雄(1位),2025年10月開催降臨バトル『SPY×FAMILY』ランキング1位の証
e,202510010,emblem_adventbattle_spy_season01_00002_ja,emblem_adventbattle_spy_season01_00002,ja,影なき英雄(2位),2025年10月開催降臨バトル『SPY×FAMILY』ランキング2位の証
e,202510010,emblem_adventbattle_spy_season01_00003_ja,emblem_adventbattle_spy_season01_00003,ja,影なき英雄(3位),2025年10月開催降臨バトル『SPY×FAMILY』ランキング3位の証
e,202510010,emblem_adventbattle_spy_season01_00004_ja,emblem_adventbattle_spy_season01_00004,ja,影なき英雄(4~50位),2025年10月開催降臨バトル『SPY×FAMILY』ランキング4~50位の証
e,202510010,emblem_adventbattle_spy_season01_00005_ja,emblem_adventbattle_spy_season01_00005,ja,影なき英雄(51~300位),2025年10月開催降臨バトル『SPY×FAMILY』ランキング51~300位の証
e,202510010,emblem_adventbattle_spy_season01_00006_ja,emblem_adventbattle_spy_season01_00006,ja,"影なき英雄(301~1,000位)","2025年10月開催降臨バトル『SPY×FAMILY』ランキング301~1,000位の証"
e,202510020,emblem_event_dan_00001_ja,emblem_event_dan_00001,ja,金の玉,オカルンがターボババアに奪われてしまった体の一部。ターボババアの霊力に包まれ金色に光っている玉のエンブレム
e,202510020,emblem_event_dan_00002_ja,emblem_event_dan_00002,ja,萎えるぜ,ターボババアの霊力により変身したオカルンのエンブレム
e,202510020,emblem_event_dan_00003_ja,emblem_event_dan_00003,ja,無駄ですわ!!,アクロバティックさらさらの炎(オーラ)の力で変身したアイラのエンブレム
e,202510020,emblem_adventbattle_dan_season01_00001_ja,emblem_adventbattle_dan_season01_00001,ja,ブッ飛ばせるわい!!(1位),2025年11月開催降臨バトル『ダンダダン』ランキング1位の証
e,202510020,emblem_adventbattle_dan_season01_00002_ja,emblem_adventbattle_dan_season01_00002,ja,ブッ飛ばせるわい!!(2位),2025年11月開催降臨バトル『ダンダダン』ランキング2位の証
e,202510020,emblem_adventbattle_dan_season01_00003_ja,emblem_adventbattle_dan_season01_00003,ja,ブッ飛ばせるわい!!(3位),2025年11月開催降臨バトル『ダンダダン』ランキング3位の証
e,202510020,emblem_adventbattle_dan_season01_00004_ja,emblem_adventbattle_dan_season01_00004,ja,ブッ飛ばせるわい!!(4~50位),2025年11月開催降臨バトル『ダンダダン』ランキング4~50位の証
e,202510020,emblem_adventbattle_dan_season01_00005_ja,emblem_adventbattle_dan_season01_00005,ja,ブッ飛ばせるわい!!(51~300位),2025年11月開催降臨バトル『ダンダダン』ランキング51~300位の証
e,202510020,emblem_adventbattle_dan_season01_00006_ja,emblem_adventbattle_dan_season01_00006,ja,"ブッ飛ばせるわい!!(301~1,000位)","2025年11月開催降臨バトル『ダンダダン』ランキング301~1,000位の証"
e,202511010,emblem_event_mag_00001_ja,emblem_event_mag_00001,ja,「株式会社マジルミエ」のロゴ,"桜木 カナが所属している魔法少女企業。社長の重本をはじめ、個性的だが実力のある社員が集まる。"
e,202511010,emblem_event_mag_00002_ja,emblem_event_mag_00002,ja,"桜木 カナの社員証","桜木 カナの社員証。「株式会社マジルミエ」の魔法少女は社員証が変身アイテムになっている。"
e,202511010,emblem_event_mag_00003_ja,emblem_event_mag_00003,ja,"葵 リリーの鍵","葵 リリーが身に着けている鍵のネックレス。葵 リリーが魔法少女に変身するためのアイテムにもなる。"
e,202511010,emblem_adventbattle_mag_season01_00001_ja,emblem_adventbattle_mag_season01_00001,ja,魔法少女(1位),2025年11月開催降臨バトル『業務実行!!』ランキング1位の証
e,202511010,emblem_adventbattle_mag_season01_00002_ja,emblem_adventbattle_mag_season01_00002,ja,魔法少女(2位),2025年11月開催降臨バトル『業務実行!!』ランキング2位の証
e,202511010,emblem_adventbattle_mag_season01_00003_ja,emblem_adventbattle_mag_season01_00003,ja,魔法少女(3位),2025年11月開催降臨バトル『業務実行!!』ランキング3位の証
e,202511010,emblem_adventbattle_mag_season01_00004_ja,emblem_adventbattle_mag_season01_00004,ja,魔法少女(4~50位),2025年11月開催降臨バトル『業務実行!!』ランキング4~50位の証
e,202511010,emblem_adventbattle_mag_season01_00005_ja,emblem_adventbattle_mag_season01_00005,ja,魔法少女(51~300位),2025年11月開催降臨バトル『業務実行!!』ランキング51~300位の証
e,202511010,emblem_adventbattle_mag_season01_00006_ja,emblem_adventbattle_mag_season01_00006,ja,"魔法少女(301~1,000位)","2025年11月開催降臨バトル『業務実行!!』ランキング301~1,000位の証"
e,202511020,emblem_event_yuw_00001_ja,emblem_event_yuw_00001,ja,ラスタロッテ,『コスプレイヤー四天王』まゆらがラスタロッテにコスプレした姿のエンブレム
e,202511020,emblem_event_yuw_00002_ja,emblem_event_yuw_00002,ja,イコラ,『コスプレイヤー四天王』753♡がイコラにコスプレした姿のエンブレム
e,202511020,emblem_adventbattle_yuw_season01_00001_ja,emblem_adventbattle_yuw_season01_00001,ja,天使空挺隊(1位),2025年12月開催降臨バトル『夏コミの魔物』1位の証
e,202511020,emblem_adventbattle_yuw_season01_00002_ja,emblem_adventbattle_yuw_season01_00002,ja,天使空挺隊(2位),2025年12月開催降臨バトル『夏コミの魔物』2位の証
e,202511020,emblem_adventbattle_yuw_season01_00003_ja,emblem_adventbattle_yuw_season01_00003,ja,天使空挺隊(3位),2025年12月開催降臨バトル『夏コミの魔物』3位の証
e,202511020,emblem_adventbattle_yuw_season01_00004_ja,emblem_adventbattle_yuw_season01_00004,ja,天使空挺隊(4~50位),2025年12月開催降臨バトル『夏コミの魔物』4~50位の証
e,202511020,emblem_adventbattle_yuw_season01_00005_ja,emblem_adventbattle_yuw_season01_00005,ja,天使空挺隊(51~300位),2025年12月開催降臨バトル『夏コミの魔物』51~300位の証
e,202511020,emblem_adventbattle_yuw_season01_00006_ja,emblem_adventbattle_yuw_season01_00006,ja,"天使空挺隊(301~1,000位)","2025年12月開催降臨バトル『夏コミの魔物』301~1,000位の証"
e,202512010,emblem_event_sur_00001_ja,emblem_event_sur_00001,ja,魔都防衛隊章,魔都の脅威から日本を守護するために編成された組織の証。
e,202512010,emblem_event_sur_00002_ja,emblem_event_sur_00002,ja,"七番組組長 羽前 京香","魔防隊七番組組長である羽前 京香のエンブレム"
e,202512010,emblem_event_sur_00003_ja,emblem_event_sur_00003,ja,"六番組組長 出雲 天花","魔防隊六番組組長である出雲 天花のエンブレム"
e,202512010,emblem_adventbattle_sur_season01_00001_ja,emblem_adventbattle_sur_season01_00001,ja,屈服の時間だ(1位),2025年12月開催降臨バトル『魔防隊と戦う者』1位の証
e,202512010,emblem_adventbattle_sur_season01_00002_ja,emblem_adventbattle_sur_season01_00002,ja,屈服の時間だ(2位),2025年12月開催降臨バトル『魔防隊と戦う者』2位の証
e,202512010,emblem_adventbattle_sur_season01_00003_ja,emblem_adventbattle_sur_season01_00003,ja,屈服の時間だ(3位),2025年12月開催降臨バトル『魔防隊と戦う者』3位の証
e,202512010,emblem_adventbattle_sur_season01_00004_ja,emblem_adventbattle_sur_season01_00004,ja,屈服の時間だ(4~50位),2025年12月開催降臨バトル『魔防隊と戦う者』4~50位の証
e,202512010,emblem_adventbattle_sur_season01_00005_ja,emblem_adventbattle_sur_season01_00005,ja,屈服の時間だ(51~300位),2025年12月開催降臨バトル『魔防隊と戦う者』51~300位の証
e,202512010,emblem_adventbattle_sur_season01_00006_ja,emblem_adventbattle_sur_season01_00006,ja,"屈服の時間だ(301~1,000位)","2025年12月開催降臨バトル『魔防隊と戦う者』301~1,000位の証"
e,202512020,emblem_event_osh_00001_ja,emblem_event_osh_00001,ja,嘘吐き,復讐を誓う星を模ったエンブレム
e,202512020,emblem_event_osh_00002_ja,emblem_event_osh_00002,ja,B小町,苺プロ所属のアイドルグループ「B小町」のロゴのエンブレム
e,202512020,emblem_event_osh_00003_ja,emblem_event_osh_00003,ja,アイ推し！,B小町のアイドル、アイ推しであることの証
e,202512020,emblem_event_osh_00004_ja,emblem_event_osh_00004,ja,ルビー推し！,新生B小町のアイドル、ルビー推しであることの証
e,202512020,emblem_event_osh_00005_ja,emblem_event_osh_00005,ja,MEMちょ推し！,新生B小町のアイドル、MEMちょ推しであることの証
e,202512020,emblem_event_osh_00006_ja,emblem_event_osh_00006,ja,有馬かな推し！,"新生B小町のアイドル、有馬 かな推しであることの証"
e,202512020,emblem_event_osh_00007_ja,emblem_event_osh_00007,ja,黒川あかね推し！,"女優、黒川 あかね推しであることの証"
e,202512020,emblem_event_osh_00008_ja,emblem_event_osh_00008,ja,筋肉推し！,ぴえヨンにも匹敵するその筋肉…！そう、筋肉は全てを解決する！
e,202512020,emblem_event_osh_00009_ja,emblem_event_osh_00009,ja,アクア推し！,俳優、アクア推しであることの証
e,202512020,emblem_event_osh_00010_ja,emblem_event_osh_00010,ja,アイのサイン,B小町のアイドル、アイのサインのエンブレム
e,202512020,emblem_adventbattle_osh_season01_00001_ja,emblem_adventbattle_osh_season01_00001,ja,最強で無敵のアイドル(1位),2026年1月開催降臨バトル『ファーストライブ』1位の証
e,202512020,emblem_adventbattle_osh_season01_00002_ja,emblem_adventbattle_osh_season01_00002,ja,最強で無敵のアイドル(2位),2026年1月開催降臨バトル『ファーストライブ』2位の証
e,202512020,emblem_adventbattle_osh_season01_00003_ja,emblem_adventbattle_osh_season01_00003,ja,最強で無敵のアイドル(3位),2026年1月開催降臨バトル『ファーストライブ』3位の証
e,202512020,emblem_adventbattle_osh_season01_00004_ja,emblem_adventbattle_osh_season01_00004,ja,最強で無敵のアイドル(4~50位),2026年1月開催降臨バトル『ファーストライブ』4~50位の証
e,202512020,emblem_adventbattle_osh_season01_00005_ja,emblem_adventbattle_osh_season01_00005,ja,最強で無敵のアイドル(51~300位),2026年1月開催降臨バトル『ファーストライブ』51~300位の証
e,202512020,emblem_adventbattle_osh_season01_00006_ja,emblem_adventbattle_osh_season01_00006,ja,"最強で無敵のアイドル(301~1,000位)","2026年1月開催降臨バトル『ファーストライブ』301~1,000位の証"
e,202601010,emblem_event_jig_00001_ja,emblem_event_jig_00001,ja,神仙郷,仙薬探しのため、死罪人と打ち首執行人たちが上陸した秘境の島
e,202601010,emblem_adventbattle_jig_season01_00001_ja,emblem_adventbattle_jig_season01_00001,ja,罪人(1位),"2026年1月開催降臨バトル『まるで 悪夢を見ているようだ』1位の証"
e,202601010,emblem_adventbattle_jig_season01_00002_ja,emblem_adventbattle_jig_season01_00002,ja,罪人(2位),"2026年1月開催降臨バトル『まるで 悪夢を見ているようだ』2位の証"
e,202601010,emblem_adventbattle_jig_season01_00003_ja,emblem_adventbattle_jig_season01_00003,ja,罪人(3位),"2026年1月開催降臨バトル『まるで 悪夢を見ているようだ』3位の証"
e,202601010,emblem_adventbattle_jig_season01_00004_ja,emblem_adventbattle_jig_season01_00004,ja,罪人(4~50位),"2026年1月開催降臨バトル『まるで 悪夢を見ているようだ』4~50位の証"
e,202601010,emblem_adventbattle_jig_season01_00005_ja,emblem_adventbattle_jig_season01_00005,ja,罪人(51~300位),"2026年1月開催降臨バトル『まるで 悪夢を見ているようだ』51~300位の証"
e,202601010,emblem_adventbattle_jig_season01_00006_ja,emblem_adventbattle_jig_season01_00006,ja,"罪人(301~1,000位)","2026年1月開催降臨バトル『まるで 悪夢を見ているようだ』301~1,000位の証"
e,202512020,emblem_event_glo_00001_ja,emblem_event_glo_00001,ja,祝！2026,あけましておめでとう！2026年も素敵なジャンブラライフになりますように！
e,202512020,emblem_event_glo_00002_ja,emblem_event_glo_00002,ja,開運,脅威の確率を引き当てた証。これを手にしたリーダーの運の良さは天下一。まさに「強運」の持ち主！
e,202602010,emblem_event_you_00001_ja,emblem_event_you_00001,ja,ブラック幼稚園園章,世界一安全な幼稚園・ブラック幼稚園園章のエンブレム
e,202602010,emblem_adventbattle_you_season01_00001_ja,emblem_adventbattle_you_season01_00001,ja,元・伝説の殺し屋(1位),2026年2月開催降臨バトル『誰の依頼だ？』1位の証
e,202602010,emblem_adventbattle_you_season01_00002_ja,emblem_adventbattle_you_season01_00002,ja,元・伝説の殺し屋(2位),2026年2月開催降臨バトル『誰の依頼だ？』2位の証
e,202602010,emblem_adventbattle_you_season01_00003_ja,emblem_adventbattle_you_season01_00003,ja,元・伝説の殺し屋(3位),2026年2月開催降臨バトル『誰の依頼だ？』3位の証
e,202602010,emblem_adventbattle_you_season01_00004_ja,emblem_adventbattle_you_season01_00004,ja,元・伝説の殺し屋(4~50位),2026年2月開催降臨バトル『誰の依頼だ？』4~50位の証
e,202602010,emblem_adventbattle_you_season01_00005_ja,emblem_adventbattle_you_season01_00005,ja,元・伝説の殺し屋(51~300位),2026年2月開催降臨バトル『誰の依頼だ？』51~300位の証
e,202602010,emblem_adventbattle_you_season01_00006_ja,emblem_adventbattle_you_season01_00006,ja,"元・伝説の殺し屋(301~1,000位)","2026年2月開催降臨バトル『誰の依頼だ？』301~1,000位の証"
e,202602020,emblem_event_kim_00001_ja,emblem_event_kim_00001,ja,神様,とある神社の恋の神様を模したエンブレム
e,202602020,emblem_event_kim_00002_ja,emblem_event_kim_00002,ja,"花園 羽々里の大好きな気持ち","花園 羽々里の大好きな気持ちを模したエンブレム"
e,202602020,emblem_event_kim_00003_ja,emblem_event_kim_00003,ja,"花園 羽香里の大好きな気持ち","花園 羽香里の大好きな気持ちを模したエンブレム"
e,202602020,emblem_event_kim_00004_ja,emblem_event_kim_00004,ja,"院田 唐音の大好きな気持ち","院田 唐音の大好きな気持ちを模したエンブレム"
e,202602020,emblem_event_kim_00005_ja,emblem_event_kim_00005,ja,"好本 静の大好きな気持ち","好本 静の大好きな気持ちを模したエンブレム"
e,202602020,emblem_adventbattle_kim_season01_00001_ja,emblem_adventbattle_kim_season01_00001,ja,恋愛勇者(1位),2026年2月開催降臨バトル『ラブミッション：インポッシブル』1位の証
e,202602020,emblem_adventbattle_kim_season01_00002_ja,emblem_adventbattle_kim_season01_00002,ja,恋愛勇者(2位),2026年2月開催降臨バトル『ラブミッション：インポッシブル』2位の証
e,202602020,emblem_adventbattle_kim_season01_00003_ja,emblem_adventbattle_kim_season01_00003,ja,恋愛勇者(3位),2026年2月開催降臨バトル『ラブミッション：インポッシブル』3位の証
e,202602020,emblem_adventbattle_kim_season01_00004_ja,emblem_adventbattle_kim_season01_00004,ja,恋愛勇者(4~50位),2026年2月開催降臨バトル『ラブミッション：インポッシブル』4~50位の証
e,202602020,emblem_adventbattle_kim_season01_00005_ja,emblem_adventbattle_kim_season01_00005,ja,恋愛勇者(51~300位),2026年2月開催降臨バトル『ラブミッション：インポッシブル』51~300位の証
e,202602020,emblem_adventbattle_kim_season01_00006_ja,emblem_adventbattle_kim_season01_00006,ja,"恋愛勇者(301~1,000位)","2026年2月開催降臨バトル『ラブミッション：インポッシブル』301~1,000位の証"
