ENABLE,id,product_sub_id,discount_rate,sale_condition,sale_condition_value,sale_hours,is_display_expiration,pack_type,tradable_count,cost_type,is_first_time_free,cost_amount,is_recommend,asset_key,pack_decoration,release_key
e,event_item_pack_14,54,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00022,__NULL__,202602010
e,event_item_pack_15,55,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00023,__NULL__,202602010
e,event_item_pack_16,56,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00024,__NULL__,202602010
e,event_item_pack_17,57,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00025,__NULL__,202602010
e,event_item_pack_18,58,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00026,__NULL__,202602010
e,event_item_pack_19,59,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00027,__NULL__,202602010
e,event_item_pack_20,60,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00028,__NULL__,202602010
e,event_item_pack_21,61,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00029,__NULL__,202602010
e,event_item_pack_22,62,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00030,__NULL__,202602010
e,event_item_pack_23,63,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00031,__NULL__,202602010
e,event_item_pack_24,69,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00005,__NULL__,202602020
e,monthly_item_pack_4,70,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00017,__NULL__,202602020
e,event_item_pack_25,71,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00033,__NULL__,202603010
e,event_item_pack_26,72,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00034,__NULL__,202603010
e,event_item_pack_27,73,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00035,__NULL__,202603010
e,event_item_pack_28,74,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00036,__NULL__,202603010
e,event_item_pack_29,75,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00037,__NULL__,202603010
e,event_item_pack_30,76,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00029,__NULL__,202603010
e,event_item_pack_31,77,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00030,__NULL__,202603010
e,event_item_pack_32,78,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00031,__NULL__,202602020
e,event_item_pack_33,85,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00005,__NULL__,202603010
e,event_item_pack_34,86,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00031,__NULL__,202603010
e,event_item_pack_35,98,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00005,__NULL__,202603020
e,event_item_pack_36,103,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00043,__NULL__,202603020
e,event_item_pack_37,104,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00044,__NULL__,202603020
e,event_item_pack_38,105,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00039,__NULL__,202603020
e,event_item_pack_39,106,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00040,__NULL__,202603020
e,event_item_pack_40,107,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00041,__NULL__,202603020
e,event_item_pack_41,108,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00042,__NULL__,202603020
e,event_item_pack_42,109,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00045,__NULL__,202603020
e,event_item_pack_43,110,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00031,__NULL__,202603020
e,event_item_pack_44,112,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00043,__NULL__,202603025
e,event_item_pack_45,113,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00044,__NULL__,202603025
e,event_item_pack_46,114,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00039,__NULL__,202603025
e,event_item_pack_47,115,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00040,__NULL__,202603025
e,event_item_pack_48,116,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00041,__NULL__,202603025
e,event_item_pack_49,117,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00005,__NULL__,202603025
e,event_item_pack_50,118,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00042,__NULL__,202603025
e,event_item_pack_51,119,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00045,__NULL__,202603025
e,monthly_item_pack_5,120,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00017,__NULL__,202603025
e,event_item_pack_52,121,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00029,__NULL__,202603025
e,event_item_pack_53,122,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00030,__NULL__,202603025
e,event_item_pack_54,123,0,__NULL__,0,,1,Normal,0,Cash,0,0,0,pack_00031,__NULL__,202603025
e,spy_chara_pack_1,124,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,pack_00001,__NULL__,202603020
e,event_item_pack_55,125,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,pack_00046,__NULL__,202603020
e,WS_00001,WS_00001,0,__NULL__,0,,0,Normal,0,Free,0,0,0,,__NULL__,202602020
e,WS_00002,WS_00002,0,__NULL__,0,,0,Normal,0,Free,0,0,0,,__NULL__,202602020
e,WS_00003,WS_00003,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00004,WS_00004,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00005,WS_00005,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00006,WS_00006,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00007,WS_00007,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00008,WS_00008,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00009,WS_00009,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00010,WS_00010,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00011,WS_00011,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00012,WS_00012,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
e,WS_00013,WS_00013,0,__NULL__,0,,0,Normal,0,Cash,0,0,0,,__NULL__,202602020
