ENABLE,release_key,id,mst_enemy_character_id,language,name,description
e,1,en_phantom_jig_00401_ja,en_phantom_jig_00401,ja,極楽蝶,α3データ
e,1,en_phantom_jig_00402_ja,en_phantom_jig_00402,ja,極楽蝶,α3データ
e,1,enemy_gom_00001_boss_colorless_ja,enemy_gom_00001_boss_colorless,ja,姫（奴隷服）,"近距離から、威圧で攻撃を繰り出す！\n\n王女にして、国王軍第三騎士団の騎士団長。\n数々の戦場を生き抜き、多くの武勲をあげてきた。 現在は魔王軍に囚われの身となり、“拷問”を受ける日々を送っている。 \n厳しい教育と鍛錬を重ねた誇り高い孤高の騎士に見えるが……！？"
e,1,enemy_gom_00201_colorless_ja,enemy_gom_00201_colorless,ja,"クロル\nプレイアブル","遠距離から、犬を支持して攻撃を繰り出す！\n\n一級戦闘員兼上級拷問官。\n猛獣などを操ることができる「猛獣使い」だが""拷問""ではシロクマの「キュイ」や犬など可愛い動物を用いて""拷問""を行う。"
e,1,enemy_gom_00301_colorless_ja,enemy_gom_00301_colorless,ja,キュイ,"近距離から、ころんっと転がって攻撃を繰り出す！\n\n「クロル」が拷問で呼んだ、白くまの赤ちゃん。"
e,1,enemy_gom_00401_colorless_ja,enemy_gom_00401_colorless,ja,たこ焼きくん,"近距離から、足を振り上げる攻撃を繰り出す！\n\n「トーチャー・トルチュール」のたこ焼きの拷問を受けた、姫様のおいしさの想像が擬人化した。"
e,1,enemy_gom_00402_colorless_ja,enemy_gom_00402_colorless,ja,たこ焼き,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」が拷問に使用した「たこ焼き」。\n一口で食べると熱々だが、それがまた食欲をそそる。"
e,1,enemy_gom_00501_colorless_ja,enemy_gom_00501_colorless,ja,パンA,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」が拷問に使用した「パン」。\nバターが溶けた、ほかほかのパンは匂いだけで食欲をそそる。"
e,1,enemy_gom_00502_colorless_ja,enemy_gom_00502_colorless,ja,パンB,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」が拷問に使用した「パン」。\nパンを割く時に、奏でる音は食欲をそそる。"
e,1,enemy_gom_00601_colorless_ja,enemy_gom_00601_colorless,ja,ゴリラのマーチA,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」がゴリラのマーチの拷問に使用した。\n絵柄には、様々な種類が存在する。"
e,1,enemy_gom_00611_colorless_ja,enemy_gom_00611_colorless,ja,ゴリラのマーチB,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」がゴリラのマーチの拷問に使用した。\n絵柄には、様々な種類が存在する。"
e,1,enemy_gom_00621_colorless_ja,enemy_gom_00621_colorless,ja,ゴリラのマーチC,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」がゴリラのマーチの拷問に使用した。\n絵柄には、様々な種類が存在する。"
e,1,enemy_gom_00631_colorless_ja,enemy_gom_00631_colorless,ja,ゴリラのマーチD,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」がゴリラのマーチの拷問に使用した。\n絵柄には、様々な種類が存在する。"
e,1,enemy_gom_00701_colorless_ja,enemy_gom_00701_colorless,ja,ラーメン,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」が拷問に使用した「ラーメン」。"
e,1,enemy_gom_00801_colorless_ja,enemy_gom_00801_colorless,ja,ライス,"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」がラーメンの拷問に使用した「ライス」。"
e,1,enemy_gom_00901_colorless_ja,enemy_gom_00901_colorless,ja,ライス(海苔),"近距離から、飯テロ攻撃を繰り出す！\n\n「トーチャー・トルチュール」がラーメンの拷問の最後に使用した「ライス」へ「海苔とスープ、豆板醤」を絡めた一品。"
e,1,enemy_tutorial_ja,enemy_tutorial,ja,セルポ星人,チュートリアル用エネミー
e,1,enemy_tutorial_boss_ja,enemy_tutorial_boss,ja,,
e,1,jig_00001_ja,jig_00001,ja,門神,"[仮]\n島の外縁部を守る化物。目から掌が生え、舌の長い巨大な生物。\n二足歩行・四足走行ができる。錫杖のようなものが体に取り付けられている。「馬笛」という特殊な笛で操る。\n(Wikipediaより)"
e,1,jig_00101_ja,jig_00101,ja,"山田浅ェ門 佐切","[仮]\n斬首刑などの処刑執行を務める浪人・山田家の娘。女性ながら剣技に優れるが、殺す事の業に囚われ悩む。試一刀流十二位。\n(アニメ公式より)"
e,1,phantom_gom_00001_ja,phantom_gom_00001,ja,姫様,α3データ
e,1,phantom_gom_00101_ja,phantom_gom_00101,ja,トーチャー・トルチュール,α3データ
e,1,phantom_gom_00201_ja,phantom_gom_00201,ja,クロル,α3データ
e,1,phantom_gom_00301_ja,phantom_gom_00301,ja,キュイ,α3データ
e,1,phantom_gom_00401_ja,phantom_gom_00401,ja,たこ焼きくん,α3データ
e,1,phantom_gom_00402_ja,phantom_gom_00402,ja,たこ焼き,α3データ
e,1,phantom_gom_00501_ja,phantom_gom_00501,ja,"パン ①",α3データ
e,1,phantom_gom_00502_ja,phantom_gom_00502,ja,"パン ②",α3データ
e,1,phantom_gom_00601_ja,phantom_gom_00601,ja,ゴリラのマーチ,α3データ
e,1,phantom_gom_00602_ja,phantom_gom_00602,ja,ゴリラのマーチ,α3データ
e,1,phantom_gom_00603_ja,phantom_gom_00603,ja,ゴリラのマーチ,α3データ
e,1,phantom_gom_00604_ja,phantom_gom_00604,ja,ゴリラのマーチ,α3データ
e,1,phantom_gom_00701_ja,phantom_gom_00701,ja,ラーメン,α3データ
e,1,phantom_gom_00801_ja,phantom_gom_00801,ja,ライス,α3データ
e,1,phantom_gom_00901_ja,phantom_gom_00901,ja,ライス(海苔),α3データ
e,1,sotai01_ja,sotai01,ja,ブラックマ,[仮]GLOWオリジナル
e,1,sotai04_ja,sotai04,ja,遠距離くん,[仮]GLOWオリジナル
e,1,sotai05_ja,sotai05,ja,わんこ,[仮]GLOWオリジナル
e,1,sotai06_ja,sotai06,ja,"綾瀬 桃","[仮]\n宇宙人の存在は信じていないが幽霊の存在は信じている。霊媒師の祖母を持ち、幼少期に周りからそのことでからかわれたことから、祖母に対して素直な態度を取れずにいるが、実際はおばあちゃん子であり、幽霊なども信じている。\n(Wikipediaより)"
e,1,sotai11_ja,sotai11,ja,わんこ,[仮]GLOWオリジナル
e,1,sotai12_ja,sotai12,ja,ゴリさん,[仮]GLOWオリジナル
e,1,sotai13_ja,sotai13,ja,パオンくん,[仮]GLOWオリジナル
e,1,sotai402_ja,sotai402,ja,メタックマ,[仮]GLOWオリジナル
e,1,sotai802_ja,sotai802,ja,悪の帝王ニャンダム,[仮]GLOWオリジナル
e,1,enemy_gom_00001_ja,enemy_gom_00001,ja,カナッジ,"[仮]\n魔王の優秀な側近。戦闘面でも魔王軍第２位の実力を持つと噂されている。\nもともとは清掃のバイトで魔王軍に入ったが、人手不足で色々と手伝っているうちに魔王の側近になっていた。\n(アニメ公式より)"
e,1,enemy_spy_00101_ja,enemy_spy_00101,ja,グエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,e_spy_00101_general_n_Boss_Colorless_ja,e_spy_00101_general_n_Boss_Colorless,ja,グエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,e_spy_00101_general_n_Normal_Colorless_1_ja,e_spy_00101_general_n_Normal_Colorless_1,ja,グエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,e_spy_00101_general_n_Normal_Colorless_ja,e_spy_00101_general_n_Normal_Colorless,ja,グエン,"東人民共和国の諜報組織の一員、エドガーの部下。アーニャの通信を受けて黄昏の襲撃に来た。\n"
e,1,enemy_jig_00101_ja,enemy_jig_00101,ja,門神,"[仮]\n島の外縁部を守る化物。目から掌が生え、舌の長い巨大な生物。\n二足歩行・四足走行ができる。錫杖のようなものが体に取り付けられている。「馬笛」という特殊な笛で操る。\n(Wikipediaより)"
e,1,enemy_jig_00201_ja,enemy_jig_00201,ja,門神,"[仮]\n島の外縁部を守る化物。目から掌が生え、舌の長い巨大な生物。\n二足歩行・四足走行ができる。錫杖のようなものが体に取り付けられている。「馬笛」という特殊な笛で操る。\n(Wikipediaより)"
e,1,sur_00001_ja,sur_00001,ja,"和倉 優希","[仮]\n高校3年生の時に魔都へと迷い込み、醜鬼に襲われていたところを京香に助けられ、奴隷 兼 魔防隊の管理人に。家事全般が得意。\n(アニメ公式より)"
e,1,sur_00002_ja,sur_00002,ja,醜鬼,"[仮]\n正式名称・黄泉醜鬼（よもつしゅうき）。魔都全域に生息する凶暴な怪物。\n一匹が現実世界に出現すると数十人の犠牲者が出ると言われている。複数の醜鬼が一体化して巨大な姿になることもある。\n通常兵器で倒す事はできず、桃の恩恵で発動した力でなければ倒せない。ただし、例外として羽前京香のみ、独自の戦闘術を使用する事で桃の恩恵関係無く醜鬼を倒す事ができる\n(Wikipediaより)"
e,1,chara_spy_00101_ja,chara_spy_00101,ja,ロイド・フォージャー,"ロイド・フォージャー、職業・精神科医。\nその正体は、百の顔を使い分ける西国一の敏腕諜報員＜黄昏＞。\n東西平和を脅かす、危険人物デズモンドを探る作戦、オペレーション＜梟＞のため、アーニャとヨルとともに偽りの家族生活を開始する。"
e,1,chara_spy_00201_ja,chara_spy_00201,ja,ヨル・フォージャー,"ヨル・フォージャー、職業・市役所事務員。その正体は、殺し屋＜いばら姫＞。\n職場の同僚や、弟に言われ、パートナーを探すべく、仕立て屋で出会ったロイドに声をかけ、偽りの家族を演じることとなる。\nその実、アーニャとは非常に仲が良く、円滑な家族生活を送っている。"
e,1,chara_spy_00401_ja,chara_spy_00401,ja,フランキー・フランクリン,＜黄昏＞の協力者にして情報屋。ロイドとアーニャが家族になるヨルと家族になる際に文書の偽造をしたり、アーニャがイーデンに入学するべく工作したりしている。気さくな性格で、ロイドとも軽口を叩きあったりする。なぜかロイドの依頼に連れ回されたりしており、戦闘力は皆無だが何かと有能。
e,1,chara_spy_00501_ja,chara_spy_00501,ja,ユーリ・ブライア,"ユーリ・ブライア。ヨルの弟で、職業・秘密警察。\n両親の代わりに育ててくれたヨルのことを行き過ぎなほど慕っており、姉がいる国を守るためであれば何でもすると決意している。\n秘密警察であることはヨルにも秘密にしており、表では外交官として振る舞っている。"
e,1,chara_aka_00001_ja,chara_aka_00001,ja,佐々木,"ラーメン赤猫のCEO、接客・レジ・経理担当。\n文蔵とは幼馴染で、ラーメン屋台「あかねこ」の店主に拾われ、その後別の女性に引き取られる。\nその後文蔵を口説き落とし、ラーメン赤猫を開業する。\n従業員の労働環境に気を遣うデキる猫。"
e,1,chara_aka_00101_ja,chara_aka_00101,ja,文蔵,"ラーメン赤猫の店長でメイン調理を担当。\nラーメン屋台「あかねこ」をやっていた店主から店と味を引き継ぎ、佐々木たちと共にラーメン赤猫を開業する。\n職人気質で、口数は少ないが気配りのできる猫。"
e,1,chara_rik_00001_ja,chara_rik_00001,ja,リコピン,"不思議な場所キュートピアに住む、トマトの苗から生まれたトイプードル。\n身長も体重もトマト７つぶんのとっても元気な男の子。\n健康診断で中性脂肪や血糖値などが基準値を超えていたため、\n甘いものを控えるよう医者に言われている。"
e,1,chara_rik_00101_ja,chara_rik_00101,ja,"甘戸 めめ","不思議な場所キュートピアに迷い込んだ\nかわいいぬいぐるみが大好きな普通の中学生。\n自分が納得がいかないことは絶対にゆずらない\nちょっぴり頑固な面もあるけど、とっても優しい女の子。"
e,1,chara_dan_00001_ja,chara_dan_00001,ja,オカルン,"オカルトマニアの男子高校生。\n幽霊は信じていないが、宇宙人は信じている。\nモモとの勝負のために心霊スポットへ向かい、\nターボババアにイチモツを奪われ、呪われてしまう。"
e,1,chara_dan_00002_ja,chara_dan_00002,ja,"ターボババアの霊力 オカルン","オカルトマニアの男子高校生。\nターボババアの呪いを利用して変身した姿。\nターボババア由来の脅威のスピードや強靭な顎を持ち、フランクでアグレッシブになる一方、ひどく抑鬱的な性格になってしまう。"
e,1,chara_dan_00101_ja,chara_dan_00101,ja,モモ,"女子高生で、いわゆるギャル。硬派な男が好み\n宇宙人は信じていないが、幽霊は信じている。\nオカルンとの勝負のために心霊スポットへ向かい、セルポ星人に誘拐されたことで超能力に目覚める。\n届く範囲は狭いが、物や人の出しているオーラのようなものを掴んで、自由に動かすことができる。"
e,1,chara_gom_00001_ja,chara_gom_00001,ja,"囚われの王女 姫様","王女にして、国王軍第三騎士団の騎士団長。\n数々の戦場を生き抜き、多くの武勲をあげてきた。\n現在は魔王軍に囚われの身となり、拷問を受ける日々を送っている。\n厳しい教育と鍛錬を重ねた誇り高い孤高の騎士に見えるが……！？"
e,1,chara_gom_00101_ja,chara_gom_00101,ja,トーチャー・トルチュール,"魔王軍の最高位拷問官にして、牢獄の責任者。\n最年少で最高位拷問官の地位に上り詰めた”拷問”の天才。"
e,1,chara_gom_00201_ja,chara_gom_00201,ja,クロル,"一級戦闘員兼上級拷問官。\n猛獣などを意のままに操ることができる猛獣使いだが、”拷問”ではシロクマのキュイや犬など可愛い動物を用いて”拷問”を行う。\n流行っている食べ物や可愛い食べ物、焼肉が好き。"
e,1,chara_chi_00001_ja,chara_chi_00001,ja,デンジ,"一級戦闘員兼上級拷問官。\n猛獣などを意のままに操ることができる猛獣使い。\n拷問で操るのはシロクマのキュイや犬など可愛い動物。"
e,1,chara_chi_00002_ja,chara_chi_00002,ja,"チェンソーの悪魔 チェンソーマン","デンジがチェンソーマンに変身した姿。\nデンジの胸から出ているスターターロープを引っ張ることで変身が出来る。\nチェンソーマンになると深い傷を負っていても復活・蘇生することができるが、貧血状態の時にはパワーが著しく低下してしまうデメリットも。"
e,1,chara_chi_00201_ja,chara_chi_00201,ja,早川アキ,"公安4課に所属する、デンジの３年先輩のデビルハンター。マキマのことを好いている。\n家族を悪魔に殺され、復讐のためにデビルハンターとなった。\n狐の悪魔と呪いの悪魔と契約している。\nデンジとパワーと寝食を共にしており、とても苦労している。"
e,1,chara_chi_00301_ja,chara_chi_00301,ja,パワー,"血の魔人。魔人でありながら、公安4課に所属するデビルハンター。\n老人のような口調に子供のような性格、虚言癖がある。\n血を操ることができ、自分の血を固めて武器にしたり、疲れるが他人の血を操ることもでき、止血も可能。"
e,1,chara_bat_00001_ja,chara_bat_00001,ja,"清峰 葉流火","都立小手指小手指高校１年。\n圧倒的フィジカルから繰り出される140キロ豪腕投手。\nバッティングの才覚も◎。\n中学時代は要圭とバッテリーを組んでおり、宝谷シニアの天才バッテリーと呼ばれていた。"
e,1,chara_bat_00101_ja,chara_bat_00101,ja,"要 圭","都立小手指小手指高校１年。\n清峰 葉流火のどんな球も捕球し、キレたリードで勝利をもぎ取る智将捕手。\n現在は記憶喪失で素人同然になっており、性格も智将時代のものからかけ離れている。"
e,1,chara_kai_00001_ja,chara_kai_00001,ja,"日比野 カフカ","怪獣の死体を解体清掃する、モンスタースイーパー社に勤める32歳。\n幼馴染みの亜白ミナとの約束を果たすため、一度挫折した防衛隊入隊試験を受け、候補生として入隊することとなる。\n清掃員時代の知識を総動員し、怪獣退治に貢献する。"
e,1,chara_kai_00002_ja,chara_kai_00002,ja,"歴史に残る大怪獣 怪獣８号","日比野カフカの怪獣に変身した姿。\n入院中、小型怪獣が口に飛び込み、怪獣に変身するようになってしまった。\n全身の変身の他に、頭部だけ、腕だけなどの部分変身も可能。\n怪獣の脅威を示す数値、フォルティチュードは歴史に残る大災害レベルの9.8。"
e,1,chara_kai_00101_ja,chara_kai_00101,ja,"市川 レノ","18歳。怪獣の死体を解体清掃する、モンスタースイーパー社にバイトとして入社。\n最初はカフカに対してつれない態度だったが、現場を経験するにつれカフカの相棒になっていく。\nカフカと共に防衛隊入隊試験を受け合格。防衛隊隊員となる。"
e,1,chara_kai_00201_ja,chara_kai_00201,ja,"第3部隊隊長 亜白 ミナ","日本防衛隊第３部隊隊長。\nカフカの幼馴染で27歳にして、数百の怪獣を討伐し、防衛隊内外でもトップの人気を誇る。\n未来の師団長候補とも目されている。\n巨大な銃を操って闘う。"
e,1,chara_kai_00301_ja,chara_kai_00301,ja,"四ノ宮 キコル","カフカとレノの同期。\n16歳でカルフォルニア討伐大学を飛び級で最年少主席卒業し、史上最高の逸材と謳われている。\n防衛隊入隊試験中には怪獣の討伐だけでなく、犠牲者を出さないように行動するなどかなりの完璧主義。"
e,1,chara_kai_00401_ja,chara_kai_00401,ja,"保科 宗四郎","防衛隊第三部隊副隊長で、亜白 ミナの部下。\n防衛隊入隊試験の選考委員長を担当した。\n入隊試験では隊員として不合格ラインだったカフカを、最終試験の実践の中では光るものを見せたと候補生として採用した。\n戦闘スタイルは近接戦闘がメインで、かなりの戦闘力。\n趣味は読書、好物はコーヒーとモンブラン。"
e,1,chara_kai_00501_ja,chara_kai_00501,ja,"四ノ宮 功","日本防衛隊長官。四ノ宮キコルの実の父親にあたる。\n怪獣2号の唯一の適合者で、怪獣8号として捉えられたカフカの尋問を行う。\n高齢ではあるが、圧倒的なパワーで怪獣状態のカフカと渡り合う。\n娘に対して常に完璧であり続け、他の追随を許さない圧倒的な存在になることを求めている。"
e,1,chara_kai_00601_ja,chara_kai_00601,ja,"古橋 伊春","防衛隊第三部隊、斑鳩小隊所属。リーゼントヘアーをしている。\n負けず嫌いで、同期に入隊した年の近いレノのことをライバル視している。\n仲間思いのところもあり、言葉はやや荒いが気さく。\n好きなものはロック、バイク、特撮ヒーロー、ゴリゴリ君（ソーダ味）"
e,1,chara_sur_00101_ja,chara_sur_00101,ja,"魔防隊 七番組組長 羽前 京香","魔防隊七番組・組長。鬼の七番組組長と言われている。\n醜鬼に故郷を滅ぼされた過去を持ち、\n醜鬼の全滅を目標としている。\n能力は無窮の鎖で、魔都に迷い込んだ和倉優希を助けた際に、奴隷とする。"
e,1,chara_sur_00201_ja,chara_sur_00201,ja,"東 日万凛","魔防隊七番組隊員。京香に心酔している。\n男である優希の存在を良く思っておらず、強くあたることもあるが、戦闘時の優希の強さは認めている。\n能力名は青雲の志で、他人の能力を学び、それを自身でも使用することができる。"
e,1,chara_sur_00301_ja,chara_sur_00301,ja,"駿河 朱々","魔防隊七番隊隊員。とにかく好奇心旺盛で、優希を奴隷にしてしまうほど。\n身体の大きさを変化させる、玉体革命で醜鬼を圧倒する。\n三人姉妹の末っ子で、趣味はゲーム。"
e,1,chara_tak_00001_ja,chara_tak_00001,ja,タコピー,"宇宙にハッピーを広めるため旅をしているハッピー星人。\n故郷を離れ地球へ降り立つも、遭難している時に\n地球人の女の子、しずかちゃんに助けられる。\nハッピー道具を使って彼女を喜ばせるために奮闘する。"
e,1,chara_jig_00001_ja,chara_jig_00001,ja,がらんの画眉丸,"”がらんの画眉丸”として畏れられていた元石隠れ衆最強の忍。\n血も涙もないがらんどう、捕縛の際に20人も殺害したと言われている。\n死罪人として囚われたが、愛する妻に会うため不老不死の仙薬探しに赴く。"
e,1,chara_jig_00101_ja,chara_jig_00101,ja,"山田浅ェ門 佐切","山田浅ェ門・試一刀流十二位。\n刀剣の試し斬りや斬首刑などの処刑執行を務める浪人・山田家の一員。\n画眉丸の監視役。\n女性ながら剣技に優れているが、殺すことの業、”首斬りの業”に向き合い続けている。"
e,1,chara_jig_00301_ja,chara_jig_00301,ja,"山田浅ェ門 仙汰","山田浅ェ門・試一刀流\n刀剣の試し斬りや斬首刑などの処刑執行を務める浪人・山田家の一員。\n杠の監視役で博識。懐に植物学や宗教学、蘭学などお役目に合わせた冊子を所持している。\n眼鏡は阿蘭陀製の舶来品を自身で改良し、つるを付けたもの。"
e,1,chara_mag_00001_ja,chara_mag_00001,ja,"新人魔法少女 桜木 カナ","就職活動に苦戦する女子大生だったが、面接中に魔法少女・越谷に助けられ、株式会社マジルミエに入社することになる。\n脅威的な記憶力を持ち、一度聞いたことや読んだものは忘れない。徹底的な事前準備を行う努力家。"
e,1,chara_mag_00101_ja,chara_mag_00101,ja,"越谷 仁美","ベンチャー企業、株式会社マジルミエに所属する魔法少女。\n魔法少女としては天才的なセンスを持ち、普段着はジャージで口も悪いが、現場での素早い判断力や抜群のフィジカルを駆使しして対応にあたる。"
e,1,chara_sum_00001_ja,chara_sum_00001,ja,"網代 慎平","調理師専門学校に通う17歳の少年。\n幼馴染の小舟潮の葬儀に参列するために、\n２年ぶりに故郷の日都ヶ島へ帰郷した。\n影の脅威から島の住人や仲間たちを守るために、何度も同じ夏を繰り返すこととなる。\n状況を冷静に把握するために、フカンするという言葉をよく呟いている。"
e,1,chara_sum_00101_ja,chara_sum_00101,ja,"影のウシオ 小舟 潮","17歳の女子高校生で、慎平の幼馴染。\nフランス人の父譲りの金髪、青い瞳を持ち、明るくはつらつとした性格。\n夏休みに日都ヶ島のプライベートビーチでの海難事故で命を落とすが…"
e,1,chara_sum_00201_ja,chara_sum_00201,ja,"小舟 澪","小舟潮の実の妹。\n高校１年生で、潮と違い黒い髪に日焼けした褐色肌。\n運動神経が良く、水泳部に所属している。\n姉が亡くなった後でも、帰ってきた慎平に対していつもと変わらない様子で接する健気な性格。\n料理は苦手。"
e,1,enemy_spy_00001_ja,enemy_spy_00001,ja,密輸組織の残党,美術品の密輸組織の残党。美術品を取り戻しにきたロイドにやられるも、美術品の中に仕込んだ発信機を元に追跡をしてきた。
e,1,enemy_spy_00201_ja,enemy_spy_00201,ja,鎖窯使いのバーナビー,マフィアの生き残りを狙って豪華客船プリンセス・ローレライ号に乗り込んできた、殺し屋の一人。鎖鎌を使って戦う。
e,1,enemy_spy_00301_ja,enemy_spy_00301,ja,毒霧使い,マフィアの生き残りを狙って豪華客船プリンセス・ローレライ号に乗り込んできた、殺し屋の一人。熊をも卒倒させる毒霧を使う。
e,1,enemy_dan_00001_ja,enemy_dan_00001,ja,セルポ星人,"惑星セルポからやってきた宇宙人。\n雄しかいないためクローン技術で固体を増やしているが、生物的進化が起こらないため生殖機能を取り戻すために人間の性器を手に入れようとしている。"
e,1,enemy_dan_00101_ja,enemy_dan_00101,ja,セルポ星人（変身）,"惑星セルポからやってきた宇宙人の変身した姿。\nセルポ式測量法という重力を操るような力で攻撃をする。"
e,1,enemy_dan_00201_ja,enemy_dan_00201,ja,ターボババア,心霊スポットで有名なトンネルに住み着く、老婆の見た目をした妖怪。ターボババアにかけっこで抜かれると呪われるという逸話がある。
e,1,enemy_dan_00301_ja,enemy_dan_00301,ja,アクロバティックさらさら,テスト
e,1,enemy_jig_00601_ja,enemy_jig_00601,ja,朱槿,テスト
e,1,enemy_gom_00001_ja,enemy_gom_00001,ja,カナッジ,"魔王の優秀な側近。戦闘面でも魔王軍第2位の実力を持つと言われている。\n元々は清掃のバイトだったが、人手不足でいろいろ手伝っているうちに魔王の側近になっていた。"
e,1,enemy_gom_00301_ja,enemy_gom_00301,ja,キュイ,"姫様の拷問のためにクロルが連れてきた白熊の赤ちゃん。\nボールとぬいぐるみ遊びが大好き。寝るときはお気に入りの毛布が必要。"
e,1,enemy_gom_00401_ja,enemy_gom_00401,ja,たこ焼きくん,仮文言（β）
e,1,enemy_gom_00402_ja,enemy_gom_00402,ja,たこ焼き,"姫様の拷問のためにトーチャーが用意したたこ焼き。\n目の前の鉄板で焼かれるライブ調理。"
e,1,enemy_gom_00501_ja,enemy_gom_00501,ja,パンA,"初めての拷問でトーチャーが用意したパリパリのパン。\nバターを添えて一口、お皿に残ったビーフシチューを拭って一口。"
e,1,enemy_gom_00502_ja,enemy_gom_00502,ja,パンB,"初めての拷問でトーチャーが用意したパリパリのパン。\nバターを添えて一口、お皿に残ったビーフシチューを拭って一口。"
e,1,enemy_gom_00701_ja,enemy_gom_00701,ja,ラーメン,仮文言（β）
e,1,enemy_gom_00801_ja,enemy_gom_00801,ja,ライス,仮文言（β）
e,1,enemy_gom_00901_ja,enemy_gom_00901,ja,ライス(海苔),仮文言（β）
e,1,enemy_gom_01001_ja,enemy_gom_01001,ja,あんぱん,"姫様の拷問のためにトーチャーが用意したあんぱん。１つ１００円（税込）。\n中身は粒あんがぎっしり詰まっている。"
e,1,enemy_gom_01002_ja,enemy_gom_01002,ja,トーストあんぱん,"姫様の拷問のためにトーチャーが用意し、スライスしてトーストしたあんぱん。\nパンと粒あんが絶妙なセッションを奏でている。\nバターを乗せても美味しい。"
e,1,enemy_gom_01101_ja,enemy_gom_01101,ja,魔王ゴッドサンダー,
e,1,enemy_chi_00001_ja,enemy_chi_00001,ja,ゾンビの悪魔,ゾンビの悪魔。力を渡すとその引き換えに相手をゾンビにする。デンジを雇っていたヤクザたちをゾンビにした。デビルハンターのことが嫌い。
e,1,enemy_chi_00101_ja,enemy_chi_00101,ja,ゾンビ,"ゾンビの悪魔の奴隷となり、力を得る代わりにゾンビになった。\nゾンビの悪魔の命令に従い行動する。"
e,1,enemy_chi_00201_ja,enemy_chi_00201,ja,コウモリの悪魔,"大きなコウモリの姿をした悪魔。人間に負傷させられ、潜伏していた。\n人質を取るなど卑劣な手を使う。"
