ENABLE,id,mst_artwork_grade_up_id,resource_type,resource_id,resource_amount,release_key
e,aka_07_02,aka_07,Item,artwork_enhance_glo_00002,20,202603020
e,aka_08_01,aka_08,Item,artwork_enhance_glo_00001,20,202603020
e,aka_08_02,aka_08,Item,artwork_enhance_glo_00002,20,202603020
e,aka_08_03,aka_08,Item,artwork_enhance_glo_00003,20,202603020
e,aka_09_01,aka_09,Item,artwork_enhance_glo_00001,30,202603020
e,aka_09_02,aka_09,Item,artwork_enhance_glo_00002,30,202603020
e,aka_010_01,aka_010,Item,artwork_enhance_glo_00001,30,202603020
e,aka_010_02,aka_010,Item,artwork_enhance_glo_00002,30,202603020
e,aka_011_01,aka_011,Item,artwork_enhance_glo_00001,30,202603020
e,aka_011_02,aka_011,Item,artwork_enhance_glo_00002,30,202603020
e,aka_011_03,aka_011,Item,artwork_enhance_glo_00003,30,202603020
e,aka_012_01,aka_012,Item,artwork_enhance_glo_00001,30,202603020
e,aka_012_02,aka_012,Item,artwork_enhance_glo_00002,30,202603020
e,aka_012_03,aka_012,Item,artwork_enhance_glo_00003,30,202603020
e,rik_01_01,rik_01,Item,artwork_enhance_glo_00001,10,202603020
e,rik_02_01,rik_02,Item,artwork_enhance_glo_00001,10,202603020
e,rik_03_01,rik_03,Item,artwork_enhance_glo_00001,10,202603020
e,rik_03_02,rik_03,Item,artwork_enhance_glo_00002,10,202603020
e,rik_04_01,rik_04,Item,artwork_enhance_glo_00001,10,202603020
e,rik_04_02,rik_04,Item,artwork_enhance_glo_00002,10,202603020
e,rik_05_01,rik_05,Item,artwork_enhance_glo_00001,20,202603020
e,rik_06_01,rik_06,Item,artwork_enhance_glo_00001,20,202603020
e,rik_06_02,rik_06,Item,artwork_enhance_glo_00002,20,202603020
e,rik_07_01,rik_07,Item,artwork_enhance_glo_00001,20,202603020
e,rik_07_02,rik_07,Item,artwork_enhance_glo_00002,20,202603020
e,rik_08_01,rik_08,Item,artwork_enhance_glo_00001,20,202603020
e,rik_08_02,rik_08,Item,artwork_enhance_glo_00002,20,202603020
e,rik_08_03,rik_08,Item,artwork_enhance_glo_00003,20,202603020
e,rik_09_01,rik_09,Item,artwork_enhance_glo_00001,30,202603020
e,rik_09_02,rik_09,Item,artwork_enhance_glo_00002,30,202603020
e,rik_010_01,rik_010,Item,artwork_enhance_glo_00001,30,202603020
e,rik_010_02,rik_010,Item,artwork_enhance_glo_00002,30,202603020
e,rik_011_01,rik_011,Item,artwork_enhance_glo_00001,30,202603020
e,rik_011_02,rik_011,Item,artwork_enhance_glo_00002,30,202603020
e,rik_011_03,rik_011,Item,artwork_enhance_glo_00003,30,202603020
e,rik_012_01,rik_012,Item,artwork_enhance_glo_00001,30,202603020
e,rik_012_02,rik_012,Item,artwork_enhance_glo_00002,30,202603020
e,rik_012_03,rik_012,Item,artwork_enhance_glo_00003,30,202603020
e,dan_01_01,dan_01,Item,artwork_enhance_glo_00001,10,202603020
e,dan_02_01,dan_02,Item,artwork_enhance_glo_00001,10,202603020
e,dan_03_01,dan_03,Item,artwork_enhance_glo_00001,10,202603020
e,dan_03_02,dan_03,Item,artwork_enhance_glo_00002,10,202603020
e,dan_04_01,dan_04,Item,artwork_enhance_glo_00001,10,202603020
e,dan_04_02,dan_04,Item,artwork_enhance_glo_00002,10,202603020
e,dan_05_01,dan_05,Item,artwork_enhance_glo_00001,20,202603020
e,dan_06_01,dan_06,Item,artwork_enhance_glo_00001,20,202603020
e,dan_06_02,dan_06,Item,artwork_enhance_glo_00002,20,202603020
e,dan_07_01,dan_07,Item,artwork_enhance_glo_00001,20,202603020
e,dan_07_02,dan_07,Item,artwork_enhance_glo_00002,20,202603020
e,dan_08_01,dan_08,Item,artwork_enhance_glo_00001,20,202603020
e,dan_08_02,dan_08,Item,artwork_enhance_glo_00002,20,202603020
e,dan_08_03,dan_08,Item,artwork_enhance_glo_00003,20,202603020
e,dan_09_01,dan_09,Item,artwork_enhance_glo_00001,30,202603020
e,dan_09_02,dan_09,Item,artwork_enhance_glo_00002,30,202603020
e,dan_010_01,dan_010,Item,artwork_enhance_glo_00001,30,202603020
e,dan_010_02,dan_010,Item,artwork_enhance_glo_00002,30,202603020
e,dan_011_01,dan_011,Item,artwork_enhance_glo_00001,30,202603020
e,dan_011_02,dan_011,Item,artwork_enhance_glo_00002,30,202603020
e,dan_011_03,dan_011,Item,artwork_enhance_glo_00003,30,202603020
e,dan_012_01,dan_012,Item,artwork_enhance_glo_00001,30,202603020
e,dan_012_02,dan_012,Item,artwork_enhance_glo_00002,30,202603020
e,dan_012_03,dan_012,Item,artwork_enhance_glo_00003,30,202603020
e,gom_01_01,gom_01,Item,artwork_enhance_glo_00001,10,202603020
e,gom_02_01,gom_02,Item,artwork_enhance_glo_00001,10,202603020
e,gom_03_01,gom_03,Item,artwork_enhance_glo_00001,10,202603020
e,gom_03_02,gom_03,Item,artwork_enhance_glo_00002,10,202603020
e,gom_04_01,gom_04,Item,artwork_enhance_glo_00001,10,202603020
e,gom_04_02,gom_04,Item,artwork_enhance_glo_00002,10,202603020
e,gom_05_01,gom_05,Item,artwork_enhance_glo_00001,20,202603020
e,gom_06_01,gom_06,Item,artwork_enhance_glo_00001,20,202603020
e,gom_06_02,gom_06,Item,artwork_enhance_glo_00002,20,202603020
e,gom_07_01,gom_07,Item,artwork_enhance_glo_00001,20,202603020
e,gom_07_02,gom_07,Item,artwork_enhance_glo_00002,20,202603020
e,gom_08_01,gom_08,Item,artwork_enhance_glo_00001,20,202603020
e,gom_08_02,gom_08,Item,artwork_enhance_glo_00002,20,202603020
e,gom_08_03,gom_08,Item,artwork_enhance_glo_00003,20,202603020
e,gom_09_01,gom_09,Item,artwork_enhance_glo_00001,30,202603020
e,gom_09_02,gom_09,Item,artwork_enhance_glo_00002,30,202603020
e,gom_010_01,gom_010,Item,artwork_enhance_glo_00001,30,202603020
e,gom_010_02,gom_010,Item,artwork_enhance_glo_00002,30,202603020
e,gom_011_01,gom_011,Item,artwork_enhance_glo_00001,30,202603020
e,gom_011_02,gom_011,Item,artwork_enhance_glo_00002,30,202603020
e,gom_011_03,gom_011,Item,artwork_enhance_glo_00003,30,202603020
e,gom_012_01,gom_012,Item,artwork_enhance_glo_00001,30,202603020
e,gom_012_02,gom_012,Item,artwork_enhance_glo_00002,30,202603020
e,gom_012_03,gom_012,Item,artwork_enhance_glo_00003,30,202603020
e,chi_01_01,chi_01,Item,artwork_enhance_glo_00001,10,202603020
e,chi_02_01,chi_02,Item,artwork_enhance_glo_00001,10,202603020
e,chi_03_01,chi_03,Item,artwork_enhance_glo_00001,10,202603020
e,chi_03_02,chi_03,Item,artwork_enhance_glo_00002,10,202603020
e,chi_04_01,chi_04,Item,artwork_enhance_glo_00001,10,202603020
e,chi_04_02,chi_04,Item,artwork_enhance_glo_00002,10,202603020
e,chi_05_01,chi_05,Item,artwork_enhance_glo_00001,20,202603020
e,chi_06_01,chi_06,Item,artwork_enhance_glo_00001,20,202603020
e,chi_06_02,chi_06,Item,artwork_enhance_glo_00002,20,202603020
e,chi_07_01,chi_07,Item,artwork_enhance_glo_00001,20,202603020
e,chi_07_02,chi_07,Item,artwork_enhance_glo_00002,20,202603020
e,chi_08_01,chi_08,Item,artwork_enhance_glo_00001,20,202603020
e,chi_08_02,chi_08,Item,artwork_enhance_glo_00002,20,202603020
e,chi_08_03,chi_08,Item,artwork_enhance_glo_00003,20,202603020
e,chi_09_01,chi_09,Item,artwork_enhance_glo_00001,30,202603020
e,chi_09_02,chi_09,Item,artwork_enhance_glo_00002,30,202603020
e,chi_010_01,chi_010,Item,artwork_enhance_glo_00001,30,202603020
e,chi_010_02,chi_010,Item,artwork_enhance_glo_00002,30,202603020
e,chi_011_01,chi_011,Item,artwork_enhance_glo_00001,30,202603020
e,chi_011_02,chi_011,Item,artwork_enhance_glo_00002,30,202603020
e,chi_011_03,chi_011,Item,artwork_enhance_glo_00003,30,202603020
e,chi_012_01,chi_012,Item,artwork_enhance_glo_00001,30,202603020
e,chi_012_02,chi_012,Item,artwork_enhance_glo_00002,30,202603020
e,chi_012_03,chi_012,Item,artwork_enhance_glo_00003,30,202603020
e,mag_01_01,mag_01,Item,artwork_enhance_glo_00001,10,202603020
e,mag_02_01,mag_02,Item,artwork_enhance_glo_00001,10,202603020
e,mag_03_01,mag_03,Item,artwork_enhance_glo_00001,10,202603020
e,mag_03_02,mag_03,Item,artwork_enhance_glo_00002,10,202603020
e,mag_04_01,mag_04,Item,artwork_enhance_glo_00001,10,202603020
e,mag_04_02,mag_04,Item,artwork_enhance_glo_00002,10,202603020
e,mag_05_01,mag_05,Item,artwork_enhance_glo_00001,20,202603020
e,mag_06_01,mag_06,Item,artwork_enhance_glo_00001,20,202603020
e,mag_06_02,mag_06,Item,artwork_enhance_glo_00002,20,202603020
e,mag_07_01,mag_07,Item,artwork_enhance_glo_00001,20,202603020
e,mag_07_02,mag_07,Item,artwork_enhance_glo_00002,20,202603020
e,mag_08_01,mag_08,Item,artwork_enhance_glo_00001,20,202603020
e,mag_08_02,mag_08,Item,artwork_enhance_glo_00002,20,202603020
e,mag_08_03,mag_08,Item,artwork_enhance_glo_00003,20,202603020
e,mag_09_01,mag_09,Item,artwork_enhance_glo_00001,30,202603020
e,mag_09_02,mag_09,Item,artwork_enhance_glo_00002,30,202603020
e,mag_010_01,mag_010,Item,artwork_enhance_glo_00001,30,202603020
e,mag_010_02,mag_010,Item,artwork_enhance_glo_00002,30,202603020
e,mag_011_01,mag_011,Item,artwork_enhance_glo_00001,30,202603020
e,mag_011_02,mag_011,Item,artwork_enhance_glo_00002,30,202603020
e,mag_011_03,mag_011,Item,artwork_enhance_glo_00003,30,202603020
e,mag_012_01,mag_012,Item,artwork_enhance_glo_00001,30,202603020
e,mag_012_02,mag_012,Item,artwork_enhance_glo_00002,30,202603020
e,mag_012_03,mag_012,Item,artwork_enhance_glo_00003,30,202603020
e,kai_01_01,kai_01,Item,artwork_enhance_glo_00001,10,202603020
e,kai_02_01,kai_02,Item,artwork_enhance_glo_00001,10,202603020
e,kai_03_01,kai_03,Item,artwork_enhance_glo_00001,10,202603020
e,kai_03_02,kai_03,Item,artwork_enhance_glo_00002,10,202603020
e,kai_04_01,kai_04,Item,artwork_enhance_glo_00001,10,202603020
e,kai_04_02,kai_04,Item,artwork_enhance_glo_00002,10,202603020
e,kai_05_01,kai_05,Item,artwork_enhance_glo_00001,20,202603020
e,kai_06_01,kai_06,Item,artwork_enhance_glo_00001,20,202603020
e,kai_06_02,kai_06,Item,artwork_enhance_glo_00002,20,202603020
e,kai_07_01,kai_07,Item,artwork_enhance_glo_00001,20,202603020
e,kai_07_02,kai_07,Item,artwork_enhance_glo_00002,20,202603020
e,kai_08_01,kai_08,Item,artwork_enhance_glo_00001,20,202603020
e,kai_08_02,kai_08,Item,artwork_enhance_glo_00002,20,202603020
e,kai_08_03,kai_08,Item,artwork_enhance_glo_00003,20,202603020
e,kai_09_01,kai_09,Item,artwork_enhance_glo_00001,30,202603020
e,kai_09_02,kai_09,Item,artwork_enhance_glo_00002,30,202603020
e,kai_010_01,kai_010,Item,artwork_enhance_glo_00001,30,202603020
e,kai_010_02,kai_010,Item,artwork_enhance_glo_00002,30,202603020
e,kai_011_01,kai_011,Item,artwork_enhance_glo_00001,30,202603020
e,kai_011_02,kai_011,Item,artwork_enhance_glo_00002,30,202603020
e,kai_011_03,kai_011,Item,artwork_enhance_glo_00003,30,202603020
e,kai_012_01,kai_012,Item,artwork_enhance_glo_00001,30,202603020
e,kai_012_02,kai_012,Item,artwork_enhance_glo_00002,30,202603020
e,kai_012_03,kai_012,Item,artwork_enhance_glo_00003,30,202603020
e,yuw_01_01,yuw_01,Item,artwork_enhance_glo_00001,10,202603020
e,yuw_02_01,yuw_02,Item,artwork_enhance_glo_00001,10,202603020
e,yuw_03_01,yuw_03,Item,artwork_enhance_glo_00001,10,202603020
e,yuw_03_02,yuw_03,Item,artwork_enhance_glo_00002,10,202603020
e,yuw_04_01,yuw_04,Item,artwork_enhance_glo_00001,10,202603020
e,yuw_04_02,yuw_04,Item,artwork_enhance_glo_00002,10,202603020
e,yuw_05_01,yuw_05,Item,artwork_enhance_glo_00001,20,202603020
e,yuw_06_01,yuw_06,Item,artwork_enhance_glo_00001,20,202603020
e,yuw_06_02,yuw_06,Item,artwork_enhance_glo_00002,20,202603020
e,yuw_07_01,yuw_07,Item,artwork_enhance_glo_00001,20,202603020
e,yuw_07_02,yuw_07,Item,artwork_enhance_glo_00002,20,202603020
e,yuw_08_01,yuw_08,Item,artwork_enhance_glo_00001,20,202603020
e,yuw_08_02,yuw_08,Item,artwork_enhance_glo_00002,20,202603020
e,yuw_08_03,yuw_08,Item,artwork_enhance_glo_00003,20,202603020
e,yuw_09_01,yuw_09,Item,artwork_enhance_glo_00001,30,202603020
e,yuw_09_02,yuw_09,Item,artwork_enhance_glo_00002,30,202603020
e,yuw_010_01,yuw_010,Item,artwork_enhance_glo_00001,30,202603020
e,yuw_010_02,yuw_010,Item,artwork_enhance_glo_00002,30,202603020
e,yuw_011_01,yuw_011,Item,artwork_enhance_glo_00001,30,202603020
e,yuw_011_02,yuw_011,Item,artwork_enhance_glo_00002,30,202603020
e,yuw_011_03,yuw_011,Item,artwork_enhance_glo_00003,30,202603020
e,yuw_012_01,yuw_012,Item,artwork_enhance_glo_00001,30,202603020
e,yuw_012_02,yuw_012,Item,artwork_enhance_glo_00002,30,202603020
e,yuw_012_03,yuw_012,Item,artwork_enhance_glo_00003,30,202603020
e,sur_01_01,sur_01,Item,artwork_enhance_glo_00001,10,202603020
e,sur_02_01,sur_02,Item,artwork_enhance_glo_00001,10,202603020
e,sur_03_01,sur_03,Item,artwork_enhance_glo_00001,10,202603020
e,sur_03_02,sur_03,Item,artwork_enhance_glo_00002,10,202603020
e,sur_04_01,sur_04,Item,artwork_enhance_glo_00001,10,202603020
e,sur_04_02,sur_04,Item,artwork_enhance_glo_00002,10,202603020
e,sur_05_01,sur_05,Item,artwork_enhance_glo_00001,20,202603020
e,sur_06_01,sur_06,Item,artwork_enhance_glo_00001,20,202603020
e,sur_06_02,sur_06,Item,artwork_enhance_glo_00002,20,202603020
e,sur_07_01,sur_07,Item,artwork_enhance_glo_00001,20,202603020
e,sur_07_02,sur_07,Item,artwork_enhance_glo_00002,20,202603020
e,sur_08_01,sur_08,Item,artwork_enhance_glo_00001,20,202603020
e,sur_08_02,sur_08,Item,artwork_enhance_glo_00002,20,202603020
e,sur_08_03,sur_08,Item,artwork_enhance_glo_00003,20,202603020
e,sur_09_01,sur_09,Item,artwork_enhance_glo_00001,30,202603020
e,sur_09_02,sur_09,Item,artwork_enhance_glo_00002,30,202603020
e,sur_010_01,sur_010,Item,artwork_enhance_glo_00001,30,202603020
e,sur_010_02,sur_010,Item,artwork_enhance_glo_00002,30,202603020
e,sur_011_01,sur_011,Item,artwork_enhance_glo_00001,30,202603020
e,sur_011_02,sur_011,Item,artwork_enhance_glo_00002,30,202603020
e,sur_011_03,sur_011,Item,artwork_enhance_glo_00003,30,202603020
e,sur_012_01,sur_012,Item,artwork_enhance_glo_00001,30,202603020
e,sur_012_02,sur_012,Item,artwork_enhance_glo_00002,30,202603020
e,sur_012_03,sur_012,Item,artwork_enhance_glo_00003,30,202603020
e,sum_01_01,sum_01,Item,artwork_enhance_glo_00001,10,202603020
e,sum_02_01,sum_02,Item,artwork_enhance_glo_00001,10,202603020
e,sum_03_01,sum_03,Item,artwork_enhance_glo_00001,10,202603020
e,sum_03_02,sum_03,Item,artwork_enhance_glo_00002,10,202603020
e,sum_04_01,sum_04,Item,artwork_enhance_glo_00001,10,202603020
e,sum_04_02,sum_04,Item,artwork_enhance_glo_00002,10,202603020
e,sum_05_01,sum_05,Item,artwork_enhance_glo_00001,20,202603020
e,sum_06_01,sum_06,Item,artwork_enhance_glo_00001,20,202603020
e,sum_06_02,sum_06,Item,artwork_enhance_glo_00002,20,202603020
e,sum_07_01,sum_07,Item,artwork_enhance_glo_00001,20,202603020
e,sum_07_02,sum_07,Item,artwork_enhance_glo_00002,20,202603020
e,sum_08_01,sum_08,Item,artwork_enhance_glo_00001,20,202603020
e,sum_08_02,sum_08,Item,artwork_enhance_glo_00002,20,202603020
e,sum_08_03,sum_08,Item,artwork_enhance_glo_00003,20,202603020
e,sum_09_01,sum_09,Item,artwork_enhance_glo_00001,30,202603020
e,sum_09_02,sum_09,Item,artwork_enhance_glo_00002,30,202603020
e,sum_010_01,sum_010,Item,artwork_enhance_glo_00001,30,202603020
e,sum_010_02,sum_010,Item,artwork_enhance_glo_00002,30,202603020
e,sum_011_01,sum_011,Item,artwork_enhance_glo_00001,30,202603020
e,sum_011_02,sum_011,Item,artwork_enhance_glo_00002,30,202603020
e,sum_011_03,sum_011,Item,artwork_enhance_glo_00003,30,202603020
e,sum_012_01,sum_012,Item,artwork_enhance_glo_00001,30,202603020
e,sum_012_02,sum_012,Item,artwork_enhance_glo_00002,30,202603020
e,sum_012_03,sum_012,Item,artwork_enhance_glo_00003,30,202603020
e,jig_01_01,jig_01,Item,artwork_enhance_glo_00001,10,202603020
e,jig_02_01,jig_02,Item,artwork_enhance_glo_00001,10,202603020
e,jig_03_01,jig_03,Item,artwork_enhance_glo_00001,10,202603020
e,jig_03_02,jig_03,Item,artwork_enhance_glo_00002,10,202603020
e,jig_04_01,jig_04,Item,artwork_enhance_glo_00001,10,202603020
e,jig_04_02,jig_04,Item,artwork_enhance_glo_00002,10,202603020
e,jig_05_01,jig_05,Item,artwork_enhance_glo_00001,20,202603020
e,jig_06_01,jig_06,Item,artwork_enhance_glo_00001,20,202603020
e,jig_06_02,jig_06,Item,artwork_enhance_glo_00002,20,202603020
e,jig_07_01,jig_07,Item,artwork_enhance_glo_00001,20,202603020
e,jig_07_02,jig_07,Item,artwork_enhance_glo_00002,20,202603020
e,jig_08_01,jig_08,Item,artwork_enhance_glo_00001,20,202603020
e,jig_08_02,jig_08,Item,artwork_enhance_glo_00002,20,202603020
e,jig_08_03,jig_08,Item,artwork_enhance_glo_00003,20,202603020
e,jig_09_01,jig_09,Item,artwork_enhance_glo_00001,30,202603020
e,jig_09_02,jig_09,Item,artwork_enhance_glo_00002,30,202603020
e,jig_010_01,jig_010,Item,artwork_enhance_glo_00001,30,202603020
e,jig_010_02,jig_010,Item,artwork_enhance_glo_00002,30,202603020
e,jig_011_01,jig_011,Item,artwork_enhance_glo_00001,30,202603020
e,jig_011_02,jig_011,Item,artwork_enhance_glo_00002,30,202603020
e,jig_011_03,jig_011,Item,artwork_enhance_glo_00003,30,202603020
e,jig_012_01,jig_012,Item,artwork_enhance_glo_00001,30,202603020
e,jig_012_02,jig_012,Item,artwork_enhance_glo_00002,30,202603020
e,jig_012_03,jig_012,Item,artwork_enhance_glo_00003,30,202603020
e,tak_01_01,tak_01,Item,artwork_enhance_glo_00001,10,202603020
e,tak_02_01,tak_02,Item,artwork_enhance_glo_00001,10,202603020
e,tak_03_01,tak_03,Item,artwork_enhance_glo_00001,10,202603020
e,tak_03_02,tak_03,Item,artwork_enhance_glo_00002,10,202603020
e,tak_04_01,tak_04,Item,artwork_enhance_glo_00001,10,202603020
e,tak_04_02,tak_04,Item,artwork_enhance_glo_00002,10,202603020
e,tak_05_01,tak_05,Item,artwork_enhance_glo_00001,20,202603020
e,tak_06_01,tak_06,Item,artwork_enhance_glo_00001,20,202603020
e,tak_06_02,tak_06,Item,artwork_enhance_glo_00002,20,202603020
e,tak_07_01,tak_07,Item,artwork_enhance_glo_00001,20,202603020
e,tak_07_02,tak_07,Item,artwork_enhance_glo_00002,20,202603020
e,tak_08_01,tak_08,Item,artwork_enhance_glo_00001,20,202603020
e,tak_08_02,tak_08,Item,artwork_enhance_glo_00002,20,202603020
e,tak_08_03,tak_08,Item,artwork_enhance_glo_00003,20,202603020
e,tak_09_01,tak_09,Item,artwork_enhance_glo_00001,30,202603020
e,tak_09_02,tak_09,Item,artwork_enhance_glo_00002,30,202603020
e,tak_010_01,tak_010,Item,artwork_enhance_glo_00001,30,202603020
e,tak_010_02,tak_010,Item,artwork_enhance_glo_00002,30,202603020
e,tak_011_01,tak_011,Item,artwork_enhance_glo_00001,30,202603020
e,tak_011_02,tak_011,Item,artwork_enhance_glo_00002,30,202603020
e,tak_011_03,tak_011,Item,artwork_enhance_glo_00003,30,202603020
e,tak_012_01,tak_012,Item,artwork_enhance_glo_00001,30,202603020
e,tak_012_02,tak_012,Item,artwork_enhance_glo_00002,30,202603020
e,tak_012_03,tak_012,Item,artwork_enhance_glo_00003,30,202603020
e,osh_01_01,osh_01,Item,artwork_enhance_glo_00001,10,202603020
e,osh_02_01,osh_02,Item,artwork_enhance_glo_00001,10,202603020
e,osh_03_01,osh_03,Item,artwork_enhance_glo_00001,10,202603020
e,osh_03_02,osh_03,Item,artwork_enhance_glo_00002,10,202603020
e,osh_04_01,osh_04,Item,artwork_enhance_glo_00001,10,202603020
e,osh_04_02,osh_04,Item,artwork_enhance_glo_00002,10,202603020
e,osh_05_01,osh_05,Item,artwork_enhance_glo_00001,20,202603020
e,osh_06_01,osh_06,Item,artwork_enhance_glo_00001,20,202603020
e,osh_06_02,osh_06,Item,artwork_enhance_glo_00002,20,202603020
e,osh_07_01,osh_07,Item,artwork_enhance_glo_00001,20,202603020
e,osh_07_02,osh_07,Item,artwork_enhance_glo_00002,20,202603020
e,osh_08_01,osh_08,Item,artwork_enhance_glo_00001,20,202603020
e,osh_08_02,osh_08,Item,artwork_enhance_glo_00002,20,202603020
e,osh_08_03,osh_08,Item,artwork_enhance_glo_00003,20,202603020
e,osh_09_01,osh_09,Item,artwork_enhance_glo_00001,30,202603020
e,osh_09_02,osh_09,Item,artwork_enhance_glo_00002,30,202603020
e,osh_010_01,osh_010,Item,artwork_enhance_glo_00001,30,202603020
e,osh_010_02,osh_010,Item,artwork_enhance_glo_00002,30,202603020
e,osh_011_01,osh_011,Item,artwork_enhance_glo_00001,30,202603020
e,osh_011_02,osh_011,Item,artwork_enhance_glo_00002,30,202603020
e,osh_011_03,osh_011,Item,artwork_enhance_glo_00003,30,202603020
e,osh_012_01,osh_012,Item,artwork_enhance_glo_00001,30,202603020
e,osh_012_02,osh_012,Item,artwork_enhance_glo_00002,30,202603020
e,osh_012_03,osh_012,Item,artwork_enhance_glo_00003,30,202603020
e,you_01_01,you_01,Item,artwork_enhance_glo_00001,10,202603020
e,you_02_01,you_02,Item,artwork_enhance_glo_00001,10,202603020
e,you_03_01,you_03,Item,artwork_enhance_glo_00001,10,202603020
e,you_03_02,you_03,Item,artwork_enhance_glo_00002,10,202603020
e,you_04_01,you_04,Item,artwork_enhance_glo_00001,10,202603020
e,you_04_02,you_04,Item,artwork_enhance_glo_00002,10,202603020
e,you_05_01,you_05,Item,artwork_enhance_glo_00001,20,202603020
e,you_06_01,you_06,Item,artwork_enhance_glo_00001,20,202603020
e,you_06_02,you_06,Item,artwork_enhance_glo_00002,20,202603020
e,you_07_01,you_07,Item,artwork_enhance_glo_00001,20,202603020
e,you_07_02,you_07,Item,artwork_enhance_glo_00002,20,202603020
e,you_08_01,you_08,Item,artwork_enhance_glo_00001,20,202603020
e,you_08_02,you_08,Item,artwork_enhance_glo_00002,20,202603020
e,you_08_03,you_08,Item,artwork_enhance_glo_00003,20,202603020
e,you_09_01,you_09,Item,artwork_enhance_glo_00001,30,202603020
e,you_09_02,you_09,Item,artwork_enhance_glo_00002,30,202603020
e,you_010_01,you_010,Item,artwork_enhance_glo_00001,30,202603020
e,you_010_02,you_010,Item,artwork_enhance_glo_00002,30,202603020
e,you_011_01,you_011,Item,artwork_enhance_glo_00001,30,202603020
e,you_011_02,you_011,Item,artwork_enhance_glo_00002,30,202603020
e,you_011_03,you_011,Item,artwork_enhance_glo_00003,30,202603020
e,you_012_01,you_012,Item,artwork_enhance_glo_00001,30,202603020
e,you_012_02,you_012,Item,artwork_enhance_glo_00002,30,202603020
e,you_012_03,you_012,Item,artwork_enhance_glo_00003,30,202603020
e,kim_01_01,kim_01,Item,artwork_enhance_glo_00001,10,202603020
e,kim_02_01,kim_02,Item,artwork_enhance_glo_00001,10,202603020
e,kim_03_01,kim_03,Item,artwork_enhance_glo_00001,10,202603020
e,kim_03_02,kim_03,Item,artwork_enhance_glo_00002,10,202603020
e,kim_04_01,kim_04,Item,artwork_enhance_glo_00001,10,202603020
e,kim_04_02,kim_04,Item,artwork_enhance_glo_00002,10,202603020
e,kim_05_01,kim_05,Item,artwork_enhance_glo_00001,20,202603020
e,kim_06_01,kim_06,Item,artwork_enhance_glo_00001,20,202603020
e,kim_06_02,kim_06,Item,artwork_enhance_glo_00002,20,202603020
e,kim_07_01,kim_07,Item,artwork_enhance_glo_00001,20,202603020
e,kim_07_02,kim_07,Item,artwork_enhance_glo_00002,20,202603020
e,kim_08_01,kim_08,Item,artwork_enhance_glo_00001,20,202603020
e,kim_08_02,kim_08,Item,artwork_enhance_glo_00002,20,202603020
e,kim_08_03,kim_08,Item,artwork_enhance_glo_00003,20,202603020
e,kim_09_01,kim_09,Item,artwork_enhance_glo_00001,30,202603020
e,kim_09_02,kim_09,Item,artwork_enhance_glo_00002,30,202603020
