ENABLE,id,unit_label,level,required_coin,release_key
e,262,DropSR,112,17773,202509010
e,263,DropSR,113,18677,202509010
e,264,DropSR,114,19629,202509010
e,265,DropSR,115,20632,202509010
e,266,DropSR,116,21688,202509010
e,267,DropSR,117,22800,202509010
e,268,DropSR,118,23971,202509010
e,269,DropSR,119,25205,202509010
e,270,DropSR,120,26504,202509010
e,271,DropSR,121,27873,202509010
e,272,DropSR,122,29315,202509010
e,273,DropSR,123,30834,202509010
e,274,DropSR,124,32435,202509010
e,275,DropSR,125,34122,202509010
e,276,DropSR,126,35900,202509010
e,277,DropSR,127,37773,202509010
e,278,DropSR,128,39747,202509010
e,279,DropSR,129,41828,202509010
e,280,DropSR,130,43957,202509010
e,281,DropSR,131,46198,202509010
e,282,DropSR,132,48557,202509010
e,283,DropSR,133,51041,202509010
e,284,DropSR,134,53655,202509010
e,285,DropSR,135,56408,202509010
e,286,DropSR,136,59307,202509010
e,287,DropSR,137,62359,202509010
e,288,DropSR,138,65573,202509010
e,289,DropSR,139,68958,202509010
e,290,DropSR,140,72523,202509010
e,291,DropSR,141,76278,202509010
e,292,DropSR,142,80233,202509010
e,293,DropSR,143,84399,202509010
e,294,DropSR,144,88787,202509010
e,295,DropSR,145,93411,202509010
e,296,DropSR,146,98282,202509010
e,297,DropSR,147,103414,202509010
e,298,DropSR,148,108822,202509010
e,299,DropSR,149,114520,202509010
e,300,DropSR,150,0,202509010
e,301,DropSSR,1,0,202509010
e,302,DropSSR,2,60,202509010
e,303,DropSSR,3,61,202509010
e,304,DropSSR,4,63,202509010
e,305,DropSSR,5,65,202509010
e,306,DropSSR,6,67,202509010
e,307,DropSSR,7,70,202509010
e,308,DropSSR,8,73,202509010
e,309,DropSSR,9,76,202509010
e,310,DropSSR,10,80,202509010
e,311,DropSSR,11,84,202509010
e,312,DropSSR,12,88,202509010
e,313,DropSSR,13,93,202509010
e,314,DropSSR,14,98,202509010
e,315,DropSSR,15,103,202509010
e,316,DropSSR,16,109,202509010
e,317,DropSSR,17,116,202509010
e,318,DropSSR,18,123,202509010
e,319,DropSSR,19,130,202509010
e,320,DropSSR,20,138,202509010
e,321,DropSSR,21,147,202509010
e,322,DropSSR,22,156,202509010
e,323,DropSSR,23,166,202509010
e,324,DropSSR,24,177,202509010
e,325,DropSSR,25,189,202509010
e,326,DropSSR,26,201,202509010
e,327,DropSSR,27,215,202509010
e,328,DropSSR,28,230,202509010
e,329,DropSSR,29,246,202509010
e,330,DropSSR,30,263,202509010
e,331,DropSSR,31,282,202509010
e,332,DropSSR,32,302,202509010
e,333,DropSSR,33,324,202509010
e,334,DropSSR,34,348,202509010
e,335,DropSSR,35,374,202509010
e,336,DropSSR,36,401,202509010
e,337,DropSSR,37,431,202509010
e,338,DropSSR,38,464,202509010
e,339,DropSSR,39,499,202509010
e,340,DropSSR,40,537,202509010
e,341,DropSSR,41,579,202509010
e,342,DropSSR,42,624,202509010
e,343,DropSSR,43,673,202509010
e,344,DropSSR,44,725,202509010
e,345,DropSSR,45,783,202509010
e,346,DropSSR,46,845,202509010
e,347,DropSSR,47,913,202509010
e,348,DropSSR,48,986,202509010
e,349,DropSSR,49,1066,202509010
e,350,DropSSR,50,1131,202509010
e,351,DropSSR,51,1199,202509010
e,352,DropSSR,52,1272,202509010
e,353,DropSSR,53,1351,202509010
e,354,DropSSR,54,1434,202509010
e,355,DropSSR,55,1523,202509010
e,356,DropSSR,56,1617,202509010
e,357,DropSSR,57,1719,202509010
e,358,DropSSR,58,1826,202509010
e,359,DropSSR,59,1942,202509010
e,360,DropSSR,60,2044,202509010
e,361,DropSSR,61,2151,202509010
e,362,DropSSR,62,2265,202509010
e,363,DropSSR,63,2386,202509010
e,364,DropSSR,64,2513,202509010
e,365,DropSSR,65,2648,202509010
e,366,DropSSR,66,2790,202509010
e,367,DropSSR,67,2941,202509010
e,368,DropSSR,68,3100,202509010
e,369,DropSSR,69,3268,202509010
e,370,DropSSR,70,3425,202509010
e,371,DropSSR,71,3589,202509010
e,372,DropSSR,72,3762,202509010
e,373,DropSSR,73,3944,202509010
e,374,DropSSR,74,4135,202509010
e,375,DropSSR,75,4336,202509010
e,376,DropSSR,76,4548,202509010
e,377,DropSSR,77,4770,202509010
e,378,DropSSR,78,5004,202509010
e,379,DropSSR,79,5251,202509010
e,380,DropSSR,80,5510,202509010
e,381,DropSSR,81,5783,202509010
e,382,DropSSR,82,6070,202509010
e,383,DropSSR,83,6373,202509010
e,384,DropSSR,84,6691,202509010
e,385,DropSSR,85,7026,202509010
e,386,DropSSR,86,7379,202509010
e,387,DropSSR,87,7750,202509010
e,388,DropSSR,88,8142,202509010
e,389,DropSSR,89,8554,202509010
e,390,DropSSR,90,8988,202509010
e,391,DropSSR,91,9445,202509010
e,392,DropSSR,92,9927,202509010
e,393,DropSSR,93,10434,202509010
e,394,DropSSR,94,10969,202509010
e,395,DropSSR,95,11532,202509010
e,396,DropSSR,96,12126,202509010
e,397,DropSSR,97,12752,202509010
e,398,DropSSR,98,13411,202509010
e,399,DropSSR,99,14107,202509010
e,400,DropSSR,100,14806,202509010
e,401,DropSSR,101,15541,202509010
e,402,DropSSR,102,16314,202509010
e,403,DropSSR,103,17128,202509010
e,404,DropSSR,104,17984,202509010
e,405,DropSSR,105,18884,202509010
e,406,DropSSR,106,19832,202509010
e,407,DropSSR,107,20829,202509010
e,408,DropSSR,108,21879,202509010
e,409,DropSSR,109,22984,202509010
e,410,DropSSR,110,24146,202509010
e,411,DropSSR,111,25370,202509010
e,412,DropSSR,112,26659,202509010
e,413,DropSSR,113,28016,202509010
e,414,DropSSR,114,29444,202509010
e,415,DropSSR,115,30948,202509010
e,416,DropSSR,116,32532,202509010
e,417,DropSSR,117,34200,202509010
e,418,DropSSR,118,35957,202509010
e,419,DropSSR,119,37807,202509010
e,420,DropSSR,120,39756,202509010
e,421,DropSSR,121,41810,202509010
e,422,DropSSR,122,43973,202509010
e,423,DropSSR,123,46252,202509010
e,424,DropSSR,124,48653,202509010
e,425,DropSSR,125,51183,202509010
e,426,DropSSR,126,53849,202509010
e,427,DropSSR,127,56659,202509010
e,428,DropSSR,128,59621,202509010
e,429,DropSSR,129,62742,202509010
e,430,DropSSR,130,65935,202509010
e,431,DropSSR,131,69297,202509010
e,432,DropSSR,132,72836,202509010
e,433,DropSSR,133,76561,202509010
e,434,DropSSR,134,80483,202509010
e,435,DropSSR,135,84612,202509010
e,436,DropSSR,136,88960,202509010
e,437,DropSSR,137,93539,202509010
e,438,DropSSR,138,98360,202509010
e,439,DropSSR,139,103437,202509010
e,440,DropSSR,140,108785,202509010
e,441,DropSSR,141,114417,202509010
e,442,DropSSR,142,120349,202509010
e,443,DropSSR,143,126598,202509010
e,444,DropSSR,144,133181,202509010
e,445,DropSSR,145,140116,202509010
e,446,DropSSR,146,147423,202509010
e,447,DropSSR,147,155121,202509010
e,448,DropSSR,148,163233,202509010
e,449,DropSSR,149,171781,202509010
e,450,DropSSR,150,0,202509010
e,451,PremiumR,1,0,202509010
e,452,PremiumR,2,20,202509010
e,453,PremiumR,3,20,202509010
e,454,PremiumR,4,21,202509010
e,455,PremiumR,5,22,202509010
e,456,PremiumR,6,22,202509010
e,457,PremiumR,7,23,202509010
e,458,PremiumR,8,24,202509010
e,459,PremiumR,9,25,202509010
e,460,PremiumR,10,27,202509010
e,461,PremiumR,11,28,202509010
e,462,PremiumR,12,29,202509010
e,463,PremiumR,13,31,202509010
e,464,PremiumR,14,33,202509010
e,465,PremiumR,15,34,202509010
e,466,PremiumR,16,36,202509010
e,467,PremiumR,17,39,202509010
e,468,PremiumR,18,41,202509010
e,469,PremiumR,19,43,202509010
e,470,PremiumR,20,46,202509010
e,471,PremiumR,21,49,202509010
e,472,PremiumR,22,52,202509010
e,473,PremiumR,23,55,202509010
e,474,PremiumR,24,59,202509010
e,475,PremiumR,25,63,202509010
e,476,PremiumR,26,67,202509010
e,477,PremiumR,27,72,202509010
e,478,PremiumR,28,77,202509010
e,479,PremiumR,29,82,202509010
e,480,PremiumR,30,88,202509010
e,481,PremiumR,31,94,202509010
e,482,PremiumR,32,101,202509010
e,483,PremiumR,33,108,202509010
e,484,PremiumR,34,116,202509010
e,485,PremiumR,35,125,202509010
e,486,PremiumR,36,134,202509010
e,487,PremiumR,37,144,202509010
e,488,PremiumR,38,155,202509010
e,489,PremiumR,39,166,202509010
e,490,PremiumR,40,179,202509010
e,491,PremiumR,41,193,202509010
e,492,PremiumR,42,208,202509010
e,493,PremiumR,43,224,202509010
e,494,PremiumR,44,242,202509010
e,495,PremiumR,45,261,202509010
e,496,PremiumR,46,282,202509010
e,497,PremiumR,47,304,202509010
e,498,PremiumR,48,329,202509010
e,499,PremiumR,49,355,202509010
e,500,PremiumR,50,377,202509010
e,501,PremiumR,51,400,202509010
e,502,PremiumR,52,424,202509010
e,503,PremiumR,53,450,202509010
e,504,PremiumR,54,478,202509010
e,505,PremiumR,55,508,202509010
e,506,PremiumR,56,539,202509010
e,507,PremiumR,57,573,202509010
e,508,PremiumR,58,609,202509010
e,509,PremiumR,59,647,202509010
e,510,PremiumR,60,681,202509010
e,511,PremiumR,61,717,202509010
e,512,PremiumR,62,755,202509010
e,513,PremiumR,63,795,202509010
e,514,PremiumR,64,838,202509010
e,515,PremiumR,65,883,202509010
e,516,PremiumR,66,930,202509010
e,517,PremiumR,67,980,202509010
e,518,PremiumR,68,1033,202509010
e,519,PremiumR,69,1089,202509010
e,520,PremiumR,70,1142,202509010
e,521,PremiumR,71,1196,202509010
e,522,PremiumR,72,1254,202509010
e,523,PremiumR,73,1315,202509010
e,524,PremiumR,74,1378,202509010
e,525,PremiumR,75,1445,202509010
e,526,PremiumR,76,1516,202509010
e,527,PremiumR,77,1590,202509010
e,528,PremiumR,78,1668,202509010
e,529,PremiumR,79,1750,202509010
e,530,PremiumR,80,1837,202509010
e,531,PremiumR,81,1928,202509010
e,532,PremiumR,82,2023,202509010
e,533,PremiumR,83,2124,202509010
e,534,PremiumR,84,2230,202509010
e,535,PremiumR,85,2342,202509010
e,536,PremiumR,86,2460,202509010
e,537,PremiumR,87,2583,202509010
e,538,PremiumR,88,2714,202509010
e,539,PremiumR,89,2851,202509010
e,540,PremiumR,90,2996,202509010
e,541,PremiumR,91,3148,202509010
e,542,PremiumR,92,3309,202509010
e,543,PremiumR,93,3478,202509010
e,544,PremiumR,94,3656,202509010
e,545,PremiumR,95,3844,202509010
e,546,PremiumR,96,4042,202509010
e,547,PremiumR,97,4251,202509010
e,548,PremiumR,98,4470,202509010
e,549,PremiumR,99,4702,202509010
e,550,PremiumR,100,4935,202509010
e,551,PremiumR,101,5180,202509010
e,552,PremiumR,102,5438,202509010
e,553,PremiumR,103,5709,202509010
e,554,PremiumR,104,5995,202509010
e,555,PremiumR,105,6295,202509010
e,556,PremiumR,106,6611,202509010
e,557,PremiumR,107,6943,202509010
e,558,PremiumR,108,7293,202509010
e,559,PremiumR,109,7661,202509010
e,560,PremiumR,110,8049,202509010
e,561,PremiumR,111,8457,202509010
e,562,PremiumR,112,8886,202509010
e,563,PremiumR,113,9339,202509010
e,564,PremiumR,114,9815,202509010
e,565,PremiumR,115,10316,202509010
e,566,PremiumR,116,10844,202509010
e,567,PremiumR,117,11400,202509010
e,568,PremiumR,118,11986,202509010
e,569,PremiumR,119,12602,202509010
e,570,PremiumR,120,13252,202509010
e,571,PremiumR,121,13937,202509010
e,572,PremiumR,122,14658,202509010
e,573,PremiumR,123,15417,202509010
e,574,PremiumR,124,16218,202509010
e,575,PremiumR,125,17061,202509010
e,576,PremiumR,126,17950,202509010
e,577,PremiumR,127,18886,202509010
e,578,PremiumR,128,19874,202509010
e,579,PremiumR,129,20914,202509010
e,580,PremiumR,130,21978,202509010
e,581,PremiumR,131,23099,202509010
e,582,PremiumR,132,24279,202509010
e,583,PremiumR,133,25520,202509010
e,584,PremiumR,134,26828,202509010
e,585,PremiumR,135,28204,202509010
e,586,PremiumR,136,29653,202509010
e,587,PremiumR,137,31180,202509010
e,588,PremiumR,138,32787,202509010
e,589,PremiumR,139,34479,202509010
e,590,PremiumR,140,36262,202509010
e,591,PremiumR,141,38139,202509010
e,592,PremiumR,142,40116,202509010
e,593,PremiumR,143,42199,202509010
e,594,PremiumR,144,44394,202509010
e,595,PremiumR,145,46705,202509010
e,596,PremiumR,146,49141,202509010
e,597,PremiumR,147,51707,202509010
e,598,PremiumR,148,54411,202509010
e,599,PremiumR,149,57260,202509010
e,600,PremiumR,150,0,202509010
e,601,PremiumSR,1,0,202509010
e,602,PremiumSR,2,40,202509010
e,603,PremiumSR,3,41,202509010
e,604,PremiumSR,4,42,202509010
e,605,PremiumSR,5,43,202509010
e,606,PremiumSR,6,45,202509010
e,607,PremiumSR,7,47,202509010
e,608,PremiumSR,8,49,202509010
e,609,PremiumSR,9,51,202509010
e,610,PremiumSR,10,53,202509010
e,611,PremiumSR,11,56,202509010
e,612,PremiumSR,12,59,202509010
e,613,PremiumSR,13,62,202509010
e,614,PremiumSR,14,65,202509010
e,615,PremiumSR,15,69,202509010
e,616,PremiumSR,16,73,202509010
e,617,PremiumSR,17,77,202509010
e,618,PremiumSR,18,82,202509010
e,619,PremiumSR,19,87,202509010
e,620,PremiumSR,20,92,202509010
e,621,PremiumSR,21,98,202509010
e,622,PremiumSR,22,104,202509010
e,623,PremiumSR,23,111,202509010
e,624,PremiumSR,24,118,202509010
e,625,PremiumSR,25,126,202509010
e,626,PremiumSR,26,134,202509010
e,627,PremiumSR,27,143,202509010
e,628,PremiumSR,28,153,202509010
e,629,PremiumSR,29,164,202509010
e,630,PremiumSR,30,176,202509010
e,631,PremiumSR,31,188,202509010
e,632,PremiumSR,32,202,202509010
e,633,PremiumSR,33,216,202509010
e,634,PremiumSR,34,232,202509010
e,635,PremiumSR,35,249,202509010
e,636,PremiumSR,36,268,202509010
e,637,PremiumSR,37,288,202509010
e,638,PremiumSR,38,309,202509010
e,639,PremiumSR,39,333,202509010
e,640,PremiumSR,40,358,202509010
e,641,PremiumSR,41,386,202509010
e,642,PremiumSR,42,416,202509010
e,643,PremiumSR,43,448,202509010
e,644,PremiumSR,44,484,202509010
e,645,PremiumSR,45,522,202509010
e,646,PremiumSR,46,563,202509010
e,647,PremiumSR,47,609,202509010
e,648,PremiumSR,48,658,202509010
e,649,PremiumSR,49,711,202509010
e,650,PremiumSR,50,754,202509010
e,651,PremiumSR,51,800,202509010
e,652,PremiumSR,52,848,202509010
e,653,PremiumSR,53,900,202509010
e,654,PremiumSR,54,956,202509010
e,655,PremiumSR,55,1015,202509010
e,656,PremiumSR,56,1078,202509010
e,657,PremiumSR,57,1146,202509010
e,658,PremiumSR,58,1218,202509010
e,659,PremiumSR,59,1294,202509010
e,660,PremiumSR,60,1362,202509010
e,661,PremiumSR,61,1434,202509010
e,662,PremiumSR,62,1510,202509010
e,663,PremiumSR,63,1590,202509010
e,664,PremiumSR,64,1675,202509010
e,665,PremiumSR,65,1765,202509010
e,666,PremiumSR,66,1860,202509010
e,667,PremiumSR,67,1960,202509010
e,668,PremiumSR,68,2067,202509010
e,669,PremiumSR,69,2179,202509010
e,670,PremiumSR,70,2283,202509010
e,671,PremiumSR,71,2393,202509010
e,672,PremiumSR,72,2508,202509010
e,673,PremiumSR,73,2629,202509010
e,674,PremiumSR,74,2757,202509010
e,675,PremiumSR,75,2891,202509010
e,676,PremiumSR,76,3032,202509010
e,677,PremiumSR,77,3180,202509010
e,678,PremiumSR,78,3336,202509010
e,679,PremiumSR,79,3501,202509010
e,680,PremiumSR,80,3673,202509010
e,681,PremiumSR,81,3855,202509010
e,682,PremiumSR,82,4047,202509010
e,683,PremiumSR,83,4248,202509010
e,684,PremiumSR,84,4461,202509010
e,685,PremiumSR,85,4684,202509010
e,686,PremiumSR,86,4919,202509010
e,687,PremiumSR,87,5167,202509010
e,688,PremiumSR,88,5428,202509010
e,689,PremiumSR,89,5702,202509010
e,690,PremiumSR,90,5992,202509010
e,691,PremiumSR,91,6297,202509010
e,692,PremiumSR,92,6618,202509010
e,693,PremiumSR,93,6956,202509010
e,694,PremiumSR,94,7312,202509010
e,695,PremiumSR,95,7688,202509010
e,696,PremiumSR,96,8084,202509010
e,697,PremiumSR,97,8501,202509010
e,698,PremiumSR,98,8941,202509010
e,699,PremiumSR,99,9404,202509010
e,700,PremiumSR,100,9870,202509010
e,701,PremiumSR,101,10360,202509010
e,702,PremiumSR,102,10876,202509010
e,703,PremiumSR,103,11418,202509010
e,704,PremiumSR,104,11989,202509010
e,705,PremiumSR,105,12589,202509010
e,706,PremiumSR,106,13221,202509010
e,707,PremiumSR,107,13886,202509010
e,708,PremiumSR,108,14586,202509010
e,709,PremiumSR,109,15322,202509010
e,710,PremiumSR,110,16098,202509010
e,711,PremiumSR,111,16914,202509010
e,712,PremiumSR,112,17773,202509010
e,713,PremiumSR,113,18677,202509010
e,714,PremiumSR,114,19629,202509010
e,715,PremiumSR,115,20632,202509010
e,716,PremiumSR,116,21688,202509010
e,717,PremiumSR,117,22800,202509010
e,718,PremiumSR,118,23971,202509010
e,719,PremiumSR,119,25205,202509010
e,720,PremiumSR,120,26504,202509010
e,721,PremiumSR,121,27873,202509010
e,722,PremiumSR,122,29315,202509010
e,723,PremiumSR,123,30834,202509010
e,724,PremiumSR,124,32435,202509010
e,725,PremiumSR,125,34122,202509010
e,726,PremiumSR,126,35900,202509010
e,727,PremiumSR,127,37773,202509010
e,728,PremiumSR,128,39747,202509010
e,729,PremiumSR,129,41828,202509010
e,730,PremiumSR,130,43957,202509010
e,731,PremiumSR,131,46198,202509010
e,732,PremiumSR,132,48557,202509010
e,733,PremiumSR,133,51041,202509010
e,734,PremiumSR,134,53655,202509010
e,735,PremiumSR,135,56408,202509010
e,736,PremiumSR,136,59307,202509010
e,737,PremiumSR,137,62359,202509010
e,738,PremiumSR,138,65573,202509010
e,739,PremiumSR,139,68958,202509010
e,740,PremiumSR,140,72523,202509010
e,741,PremiumSR,141,76278,202509010
e,742,PremiumSR,142,80233,202509010
e,743,PremiumSR,143,84399,202509010
e,744,PremiumSR,144,88787,202509010
e,745,PremiumSR,145,93411,202509010
e,746,PremiumSR,146,98282,202509010
e,747,PremiumSR,147,103414,202509010
e,748,PremiumSR,148,108822,202509010
e,749,PremiumSR,149,114520,202509010
e,750,PremiumSR,150,0,202509010
e,751,PremiumSSR,1,0,202509010
e,752,PremiumSSR,2,60,202509010
e,753,PremiumSSR,3,61,202509010
e,754,PremiumSSR,4,63,202509010
e,755,PremiumSSR,5,65,202509010
e,756,PremiumSSR,6,67,202509010
e,757,PremiumSSR,7,70,202509010
e,758,PremiumSSR,8,73,202509010
e,759,PremiumSSR,9,76,202509010
e,760,PremiumSSR,10,80,202509010
e,761,PremiumSSR,11,84,202509010
e,762,PremiumSSR,12,88,202509010
e,763,PremiumSSR,13,93,202509010
e,764,PremiumSSR,14,98,202509010
