ENABLE,id,type,group_type,rarity,asset_key,effect_value,sort_order,start_date,end_date,release_key,item_type,destination_opr_product_id
e,box_glo_00001,RandomFragmentBox,Consumable,R,box_glo_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,RandomFragmentBox,
e,box_glo_00002,RandomFragmentBox,Consumable,SR,box_glo_00002,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,RandomFragmentBox,
e,box_glo_00003,RandomFragmentBox,Consumable,SSR,box_glo_00003,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,RandomFragmentBox,
e,box_glo_00004,RandomFragmentBox,Consumable,UR,box_glo_00004,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,RandomFragmentBox,
e,box_glo_00005,SelectionFragmentBox,Consumable,R,box_glo_00005,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,SelectionFragmentBox,
e,box_glo_00006,SelectionFragmentBox,Consumable,SR,box_glo_00006,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,SelectionFragmentBox,
e,box_glo_00007,SelectionFragmentBox,Consumable,SSR,box_glo_00007,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,SelectionFragmentBox,
e,box_glo_00008,SelectionFragmentBox,Consumable,UR,box_glo_00008,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,SelectionFragmentBox,
e,piece_spy_00001,CharacterFragment,Etc,UR,piece_spy_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_spy_00101,CharacterFragment,Etc,UR,piece_spy_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_spy_00201,CharacterFragment,Etc,UR,piece_spy_00201,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_spy_00301,CharacterFragment,Etc,SR,piece_spy_00301,,1,"2025-10-06 15:00:00","2037-12-31 23:59:59",202510010,CharacterFragment,
e,piece_spy_00401,CharacterFragment,Etc,SR,piece_spy_00401,,1,"2025-10-06 15:00:00","2037-12-31 23:59:59",202510010,CharacterFragment,
e,piece_spy_00501,CharacterFragment,Etc,UR,piece_spy_00501,,1,"2025-10-06 15:00:00","2037-12-31 23:59:59",202510010,CharacterFragment,
e,piece_aka_00001,CharacterFragment,Etc,R,piece_aka_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_aka_00101,CharacterFragment,Etc,R,piece_aka_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_rik_00001,CharacterFragment,Etc,R,piece_rik_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_rik_00101,CharacterFragment,Etc,R,piece_rik_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_dan_00001,CharacterFragment,Etc,R,piece_dan_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_dan_00002,CharacterFragment,Etc,UR,piece_dan_00002,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_dan_00101,CharacterFragment,Etc,SSR,piece_dan_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_dan_00201,CharacterFragment,Etc,SR,piece_dan_00201,,1,"2025-10-22 15:00:00","2037-12-31 23:59:59",202510020,CharacterFragment,
e,piece_dan_00301,CharacterFragment,Etc,SR,piece_dan_00301,,1,"2025-10-22 15:00:00","2037-12-31 23:59:59",202510020,CharacterFragment,
e,piece_gom_00001,CharacterFragment,Etc,UR,piece_gom_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_gom_00101,CharacterFragment,Etc,SR,piece_gom_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_gom_00201,CharacterFragment,Etc,R,piece_gom_00201,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_chi_00001,CharacterFragment,Etc,R,piece_chi_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_chi_00002,CharacterFragment,Etc,UR,piece_chi_00002,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_chi_00201,CharacterFragment,Etc,SSR,piece_chi_00201,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_chi_00301,CharacterFragment,Etc,SSR,piece_chi_00301,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_bat_00001,CharacterFragment,Etc,SR,piece_bat_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_bat_00101,CharacterFragment,Etc,SR,piece_bat_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00001,CharacterFragment,Etc,R,piece_kai_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00002,CharacterFragment,Etc,UR,piece_kai_00002,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00101,CharacterFragment,Etc,SR,piece_kai_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00201,CharacterFragment,Etc,UR,piece_kai_00201,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00301,CharacterFragment,Etc,SSR,piece_kai_00301,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00401,CharacterFragment,Etc,SSR,piece_kai_00401,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00501,CharacterFragment,Etc,SR,piece_kai_00501,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_kai_00601,CharacterFragment,Etc,SR,piece_kai_00601,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_yuw_00001,CharacterFragment,Etc,UR,piece_yuw_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_yuw_00101,CharacterFragment,Etc,UR,piece_yuw_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_yuw_00102,CharacterFragment,Etc,UR,piece_yuw_00102,,1,"2025-12-22 12:00:00","2037-12-31 23:59:59",202512015,CharacterFragment,
e,piece_yuw_00201,CharacterFragment,Etc,SSR,piece_yuw_00201,,1,"2025-11-25 15:00:00","2037-12-31 23:59:59",202511020,CharacterFragment,
e,piece_yuw_00301,CharacterFragment,Etc,UR,piece_yuw_00301,,1,"2025-11-25 15:00:00","2037-12-31 23:59:59",202511020,CharacterFragment,
e,piece_yuw_00401,CharacterFragment,Etc,UR,piece_yuw_00401,,1,"2025-11-25 15:00:00","2037-12-31 23:59:59",202511020,CharacterFragment,
e,piece_yuw_00501,CharacterFragment,Etc,SR,piece_yuw_00501,,1,"2025-11-25 15:00:00","2037-12-31 23:59:59",202511020,CharacterFragment,
e,piece_yuw_00601,CharacterFragment,Etc,SR,piece_yuw_00601,,1,"2025-11-25 15:00:00","2037-12-31 23:59:59",202511020,CharacterFragment,
e,piece_sur_00001,CharacterFragment,Etc,R,piece_sur_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sur_00101,CharacterFragment,Etc,UR,piece_sur_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sur_00201,CharacterFragment,Etc,SR,piece_sur_00201,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sur_00301,CharacterFragment,Etc,SR,piece_sur_00301,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sur_00401,CharacterFragment,Etc,SR,piece_sur_00401,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sur_00501,CharacterFragment,Etc,UR,piece_sur_00501,,1,"2025-12-08 12:00:00","2037-12-31 23:59:59",202512010,CharacterFragment,
e,piece_sur_00601,CharacterFragment,Etc,SSR,piece_sur_00601,,1,"2025-12-08 12:00:00","2037-12-31 23:59:59",202512010,CharacterFragment,
e,piece_sur_00701,CharacterFragment,Etc,SR,piece_sur_00701,,1,"2025-12-08 12:00:00","2037-12-31 23:59:59",202512010,CharacterFragment,
e,piece_sur_00801,CharacterFragment,Etc,SR,piece_sur_00801,,1,"2025-12-08 15:00:00","2037-12-31 23:59:59",202512010,CharacterFragment,
e,piece_ron_00001,CharacterFragment,Etc,SSR,piece_ron_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_ron_00101,CharacterFragment,Etc,R,piece_ron_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_aha_00101,CharacterFragment,Etc,SSR,piece_aha_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_aha_00001,CharacterFragment,Etc,SR,piece_aha_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_tak_00001,CharacterFragment,Etc,UR,piece_tak_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_jig_00001,CharacterFragment,Etc,UR,piece_jig_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_jig_00101,CharacterFragment,Etc,SSR,piece_jig_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_jig_00201,CharacterFragment,Etc,SSR,piece_jig_00201,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_jig_00301,CharacterFragment,Etc,SR,piece_jig_00301,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_mag_00001,CharacterFragment,Etc,UR,piece_mag_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_mag_00101,CharacterFragment,Etc,SR,piece_mag_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_dos_00001,CharacterFragment,Etc,SSR,piece_dos_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_dos_00101,CharacterFragment,Etc,SSR,piece_dos_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sum_00001,CharacterFragment,Etc,R,piece_sum_00001,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sum_00101,CharacterFragment,Etc,UR,piece_sum_00101,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_sum_00201,CharacterFragment,Etc,SR,piece_sum_00201,,1,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,CharacterFragment,
e,piece_dan_00202,CharacterFragment,Etc,UR,piece_dan_00202,,1,"2025-10-22 15:00:00","2037-12-31 23:59:59",202510020,CharacterFragment,
e,piece_mag_00201,CharacterFragment,Etc,UR,piece_mag_00201,,1,"2025-11-06 15:00:00","2037-12-31 23:59:59",202511010,CharacterFragment,
e,piece_mag_00301,CharacterFragment,Etc,SSR,piece_mag_00301,,1,"2025-11-06 15:00:00","2037-12-31 23:59:59",202511010,CharacterFragment,
e,piece_mag_00401,CharacterFragment,Etc,SR,piece_mag_00401,,1,"2025-11-06 15:00:00","2037-12-31 23:59:59",202511010,CharacterFragment,
e,piece_mag_00501,CharacterFragment,Etc,SR,piece_mag_00501,,1,"2025-11-06 15:00:00","2037-12-31 23:59:59",202511010,CharacterFragment,
e,piece_osh_00001,CharacterFragment,Etc,UR,piece_osh_00001,,1,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,CharacterFragment,
e,piece_osh_00101,CharacterFragment,Etc,UR,piece_osh_00101,,1,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,CharacterFragment,
e,piece_osh_00201,CharacterFragment,Etc,SSR,piece_osh_00201,,1,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,CharacterFragment,
e,piece_osh_00301,CharacterFragment,Etc,SSR,piece_osh_00301,,1,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,CharacterFragment,
e,piece_osh_00401,CharacterFragment,Etc,SSR,piece_osh_00401,,1,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,CharacterFragment,
e,piece_osh_00501,CharacterFragment,Etc,SSR,piece_osh_00501,,1,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,CharacterFragment,
e,piece_osh_00601,CharacterFragment,Etc,SR,piece_osh_00601,,1,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,CharacterFragment,
e,piece_jig_00401,CharacterFragment,Etc,UR,piece_jig_00401,,1,"2026-01-16 15:00:00","2037-12-31 23:59:59",202601010,CharacterFragment,
e,piece_jig_00501,CharacterFragment,Etc,SSR,piece_jig_00501,,1,"2026-01-16 15:00:00","2037-12-31 23:59:59",202601010,CharacterFragment,
e,piece_jig_00601,CharacterFragment,Etc,SR,piece_jig_00601,,1,"2026-01-16 15:00:00","2037-12-31 23:59:59",202601010,CharacterFragment,
e,piece_jig_00701,CharacterFragment,Etc,SR,piece_jig_00701,,1,"2026-01-16 15:00:00","2037-12-31 23:59:59",202601010,CharacterFragment,
e,piece_you_00001,CharacterFragment,Etc,UR,piece_you_00001,,1,"2026-02-02 15:00:00","2037-12-31 23:59:59",202602015,CharacterFragment,
e,piece_you_00101,CharacterFragment,Etc,SSR,piece_you_00101,,1,"2026-02-02 15:00:00","2037-12-31 23:59:59",202602015,CharacterFragment,
e,piece_you_00201,CharacterFragment,Etc,SR,piece_you_00201,,1,"2026-02-02 15:00:00","2037-12-31 23:59:59",202602015,CharacterFragment,
e,piece_you_00301,CharacterFragment,Etc,SR,piece_you_00301,,1,"2026-02-02 15:00:00","2037-12-31 23:59:59",202602015,CharacterFragment,
e,piece_kim_00001,CharacterFragment,Etc,UR,piece_kim_00001,,1,"2026-02-16 15:00:00","2037-12-31 23:59:59",202602020,CharacterFragment,
e,piece_kim_00101,CharacterFragment,Etc,SSR,piece_kim_00101,,1,"2026-02-16 15:00:00","2037-12-31 23:59:59",202602020,CharacterFragment,
e,piece_kim_00201,CharacterFragment,Etc,SSR,piece_kim_00201,,1,"2026-02-16 15:00:00","2037-12-31 23:59:59",202602020,CharacterFragment,
e,piece_kim_00301,CharacterFragment,Etc,SSR,piece_kim_00301,,1,"2026-02-16 15:00:00","2037-12-31 23:59:59",202602020,CharacterFragment,
e,piece_hut_00001,CharacterFragment,Etc,UR,piece_hut_00001,,1,"2026-03-02 15:00:00","2037-12-31 23:59:59",202603010,CharacterFragment,
e,piece_hut_00101,CharacterFragment,Etc,SSR,piece_hut_00101,,1,"2026-03-02 15:00:00","2037-12-31 23:59:59",202603010,CharacterFragment,
e,piece_hut_00201,CharacterFragment,Etc,SR,piece_hut_00201,,1,"2026-03-02 15:00:00","2037-12-31 23:59:59",202603010,CharacterFragment,
e,piece_hut_00301,CharacterFragment,Etc,SR,piece_hut_00301,,1,"2026-03-02 15:00:00","2037-12-31 23:59:59",202603010,CharacterFragment,
e,piece_sur_00901,CharacterFragment,Etc,UR,piece_sur_00901,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,CharacterFragment,
e,piece_kai_00102,CharacterFragment,Etc,UR,piece_kai_00102,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,CharacterFragment,
e,piece_osh_00801,CharacterFragment,Etc,SSR,piece_osh_00801,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,CharacterFragment,
e,piece_gam_00001,CharacterFragment,Etc,SSR,piece_gam_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,CharacterFragment,
e,piece_hyp_00001,CharacterFragment,Etc,SSR,piece_hyp_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,CharacterFragment,
e,piece_ara_00001,CharacterFragment,Etc,SR,piece_ara_00001,,1,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,CharacterFragment,
e,piece_kai_00102,CharacterFragment,Etc,UR,piece_kai_00102,,1,"2026-03-30 15:00:00","2037-12-31 23:59:59",202603025,CharacterFragment,
e,piece_osh_00701,CharacterFragment,Etc,SR,piece_osh_00701,,1,"2026-03-30 15:00:00","2037-12-31 23:59:59",202603025,CharacterFragment,
e,piece_gom_00701,CharacterFragment,Etc,SR,piece_gom_00701,,1,"2026-03-30 15:00:00","2037-12-31 23:59:59",202603025,CharacterFragment,
e,ticket_glo_00001,GachaTicket,Consumable,R,ticket_glo_00001,,50,"2024-01-01 00:00:00","2037-12-31 23:59:59",999999999,GachaTicket,
e,ticket_glo_00002,GachaTicket,Consumable,UR,ticket_glo_00002,,49,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00003,GachaTicket,Consumable,UR,ticket_glo_00003,,48,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00004,GachaTicket,Consumable,UR,ticket_glo_00004,,47,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00102,GachaTicket,Consumable,R,ticket_glo_00102,,80,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00104,GachaTicket,Consumable,SR,ticket_glo_00104,,79,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00105,GachaTicket,Consumable,SSR,ticket_glo_00105,,78,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00202,GachaTicket,Consumable,UR,ticket_glo_00202,,77,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00203,GachaTicket,Consumable,UR,ticket_glo_00203,,100,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00204,GachaTicket,Consumable,UR,ticket_glo_00204,,101,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00205,GachaTicket,Consumable,UR,ticket_glo_00205,,102,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00206,GachaTicket,Consumable,UR,ticket_glo_00206,,10000,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_glo_00207,GachaTicket,Consumable,UR,ticket_glo_00203,,10001,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,GachaTicket,
e,ticket_glo_90000,GachaTicket,Consumable,UR,ticket_glo_90000,,60,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,GachaTicket,
e,ticket_osh_10000,GachaTicket,Consumable,SSR,ticket_osh_10000,,30000,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,GachaTicket,
e,ticket_glo_10001,GachaTicket,Consumable,SSR,ticket_glo_10001,,30001,"2026-01-01 00:00:00","2037-12-31 23:59:59",202512020,GachaTicket,
e,ticket_glo_10002,GachaTicket,Consumable,SSR,ticket_glo_10002,,30002,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602010,GachaTicket,
e,ticket_kim_00001,GachaTicket,Consumable,SSR,ticket_kim_00001,,30003,"2026-02-16 15:00:00","2037-12-31 23:59:59",202602020,GachaTicket,
e,ticket_f05anniv_10004,GachaTicket,Consumable,SSR,ticket_f05anniv_10004,,30004,"2026-03-16 12:00:00","2037-12-31 23:59:59",202603020,GachaTicket,
e,stamina_item_glo_00001,StaminaRecoveryFixed,Etc,R,stamina_item_glo_00001,10,1,"2026-02-01 15:00:00","2037-12-31 23:59:59",202602010,StaminaRecoveryFixed,
e,entry_item_glo_00001,Etc,Etc,UR,entry_item_glo_00001,,30,"2024-01-01 00:00:00","2037-12-31 23:59:59",202509010,Etc,
e,item_glo_00001,Etc,Etc,R,item_glo_00001,,20000,"2026-01-01 00:00:00","2026-02-02 10:59:59",202512020,Etc,
e,item_glo_00002,Etc,Etc,R,item_glo_00002,,20001,"2026-01-01 00:00:00","2026-04-13 10:59:59",202603020,Etc,
e,item_hut_00001,Etc,Etc,R,item_hut_00001,,20005,"2026-03-02 15:00:00","2026-04-03 10:59:59",202603010,Etc,
e,box_item_glo_00001,Etc,Etc,R,box_item_glo_00001,,20006,"2026-02-16 15:00:00","2026-03-16 10:59:59",202602020,Etc,
e,box_item_l05anniv_00001,Etc,Etc,R,box_item_l05anniv_00001,,20007,"2026-03-30 15:00:00","2026-04-13 14:59:59",202603025,Etc,
e,artwork_enhance_glo_00001,ArtworkGradeUpMaterial,Etc,SR,artwork_enhance_glo_00001,,40001,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpMaterial,
e,artwork_enhance_glo_00002,ArtworkGradeUpMaterial,Etc,SSR,artwork_enhance_glo_00002,,40002,"2026-03-16 15:00:00","2037-12-31 23:59:59",202603020,ArtworkGradeUpMaterial,
