ENABLE,release_key,id,mst_artwork_fragment_id,language,name
e,1,dan_e_0006_ja,dan_e_0006,ja,ダンダダン5-06
e,1,dan_e_0007_ja,dan_e_0007,ja,ダンダダン5-07
e,1,dan_e_0008_ja,dan_e_0008,ja,ダンダダン5-08
e,1,dan_e_0009_ja,dan_e_0009,ja,ダンダダン5-09
e,1,dan_e_0010_ja,dan_e_0010,ja,ダンダダン5-10
e,1,dan_e_0011_ja,dan_e_0011,ja,ダンダダン5-11
e,1,dan_e_0012_ja,dan_e_0012,ja,ダンダダン5-12
e,1,dan_e_0013_ja,dan_e_0013,ja,ダンダダン5-13
e,1,dan_e_0014_ja,dan_e_0014,ja,ダンダダン5-14
e,1,dan_e_0015_ja,dan_e_0015,ja,ダンダダン5-15
e,1,dan_e_0016_ja,dan_e_0016,ja,ダンダダン5-16
e,1,dan_f_0001_ja,dan_f_0001,ja,ダンダダン5-01
e,1,dan_f_0002_ja,dan_f_0002,ja,ダンダダン6-02
e,1,dan_f_0003_ja,dan_f_0003,ja,ダンダダン6-03
e,1,dan_f_0004_ja,dan_f_0004,ja,ダンダダン6-04
e,1,dan_f_0005_ja,dan_f_0005,ja,ダンダダン6-05
e,1,dan_f_0006_ja,dan_f_0006,ja,ダンダダン6-06
e,1,dan_f_0007_ja,dan_f_0007,ja,ダンダダン6-07
e,1,dan_f_0008_ja,dan_f_0008,ja,ダンダダン6-08
e,1,dan_f_0009_ja,dan_f_0009,ja,ダンダダン6-09
e,1,dan_f_0010_ja,dan_f_0010,ja,ダンダダン6-10
e,1,dan_f_0011_ja,dan_f_0011,ja,ダンダダン6-11
e,1,dan_f_0012_ja,dan_f_0012,ja,ダンダダン6-12
e,1,dan_f_0013_ja,dan_f_0013,ja,ダンダダン6-13
e,1,dan_f_0014_ja,dan_f_0014,ja,ダンダダン6-14
e,1,dan_f_0015_ja,dan_f_0015,ja,ダンダダン6-15
e,1,dan_f_0016_ja,dan_f_0016,ja,ダンダダン6-16
e,1,gom_b_0001_ja,gom_b_0001,ja,姫様拷問の時間です2-01
e,1,gom_b_0002_ja,gom_b_0002,ja,姫様拷問の時間です2-02
e,1,gom_b_0003_ja,gom_b_0003,ja,姫様拷問の時間です2-03
e,1,gom_b_0004_ja,gom_b_0004,ja,姫様拷問の時間です2-04
e,1,gom_b_0005_ja,gom_b_0005,ja,姫様拷問の時間です2-05
e,1,gom_b_0006_ja,gom_b_0006,ja,姫様拷問の時間です2-06
e,1,gom_b_0007_ja,gom_b_0007,ja,姫様拷問の時間です2-07
e,1,gom_b_0008_ja,gom_b_0008,ja,姫様拷問の時間です2-08
e,1,gom_b_0009_ja,gom_b_0009,ja,姫様拷問の時間です2-09
e,1,gom_b_0010_ja,gom_b_0010,ja,姫様拷問の時間です2-10
e,1,gom_b_0011_ja,gom_b_0011,ja,姫様拷問の時間です2-11
e,1,gom_b_0012_ja,gom_b_0012,ja,姫様拷問の時間です2-12
e,1,gom_b_0013_ja,gom_b_0013,ja,姫様拷問の時間です2-13
e,1,gom_b_0014_ja,gom_b_0014,ja,姫様拷問の時間です2-14
e,1,gom_b_0015_ja,gom_b_0015,ja,姫様拷問の時間です2-15
e,1,gom_b_0016_ja,gom_b_0016,ja,姫様拷問の時間です2-16
e,1,gom_c_0001_ja,gom_c_0001,ja,姫様拷問の時間です3-01
e,1,gom_c_0002_ja,gom_c_0002,ja,姫様拷問の時間です3-02
e,1,gom_c_0003_ja,gom_c_0003,ja,姫様拷問の時間です3-03
e,1,gom_c_0004_ja,gom_c_0004,ja,姫様拷問の時間です3-04
e,1,gom_c_0005_ja,gom_c_0005,ja,姫様拷問の時間です3-05
e,1,gom_c_0006_ja,gom_c_0006,ja,姫様拷問の時間です3-06
e,1,gom_c_0007_ja,gom_c_0007,ja,姫様拷問の時間です3-07
e,1,gom_c_0008_ja,gom_c_0008,ja,姫様拷問の時間です3-08
e,1,gom_c_0009_ja,gom_c_0009,ja,姫様拷問の時間です3-09
e,1,gom_c_0010_ja,gom_c_0010,ja,姫様拷問の時間です3-10
e,1,gom_c_0011_ja,gom_c_0011,ja,姫様拷問の時間です3-11
e,1,gom_c_0012_ja,gom_c_0012,ja,姫様拷問の時間です3-12
e,1,gom_c_0013_ja,gom_c_0013,ja,姫様拷問の時間です3-13
e,1,gom_c_0014_ja,gom_c_0014,ja,姫様拷問の時間です3-14
e,1,gom_c_0015_ja,gom_c_0015,ja,姫様拷問の時間です3-15
e,1,gom_c_0016_ja,gom_c_0016,ja,姫様拷問の時間です3-16
e,1,gom_d_0001_ja,gom_d_0001,ja,姫様拷問の時間です4-01
e,1,gom_d_0002_ja,gom_d_0002,ja,姫様拷問の時間です4-02
e,1,gom_d_0003_ja,gom_d_0003,ja,姫様拷問の時間です4-03
e,1,gom_d_0004_ja,gom_d_0004,ja,姫様拷問の時間です4-04
e,1,gom_d_0005_ja,gom_d_0005,ja,姫様拷問の時間です4-05
e,1,gom_d_0006_ja,gom_d_0006,ja,姫様拷問の時間です4-06
e,1,gom_d_0007_ja,gom_d_0007,ja,姫様拷問の時間です4-07
e,1,gom_d_0008_ja,gom_d_0008,ja,姫様拷問の時間です4-08
e,1,gom_d_0009_ja,gom_d_0009,ja,姫様拷問の時間です4-09
e,1,gom_d_0010_ja,gom_d_0010,ja,姫様拷問の時間です4-10
e,1,gom_d_0011_ja,gom_d_0011,ja,姫様拷問の時間です4-11
e,1,gom_d_0012_ja,gom_d_0012,ja,姫様拷問の時間です4-12
e,1,gom_d_0013_ja,gom_d_0013,ja,姫様拷問の時間です4-13
e,1,gom_d_0014_ja,gom_d_0014,ja,姫様拷問の時間です4-14
e,1,gom_d_0015_ja,gom_d_0015,ja,姫様拷問の時間です4-15
e,1,gom_d_0016_ja,gom_d_0016,ja,姫様拷問の時間です4-16
e,1,gom_e_0001_ja,gom_e_0001,ja,姫様拷問の時間です5-01
e,1,gom_e_0002_ja,gom_e_0002,ja,姫様拷問の時間です5-02
e,1,gom_e_0003_ja,gom_e_0003,ja,姫様拷問の時間です5-03
e,1,gom_e_0004_ja,gom_e_0004,ja,姫様拷問の時間です5-04
e,1,gom_e_0005_ja,gom_e_0005,ja,姫様拷問の時間です5-05
e,1,gom_e_0006_ja,gom_e_0006,ja,姫様拷問の時間です5-06
e,1,gom_e_0007_ja,gom_e_0007,ja,姫様拷問の時間です5-07
e,1,gom_e_0008_ja,gom_e_0008,ja,姫様拷問の時間です5-08
e,1,gom_e_0009_ja,gom_e_0009,ja,姫様拷問の時間です5-09
e,1,gom_e_0010_ja,gom_e_0010,ja,姫様拷問の時間です5-10
e,1,gom_e_0011_ja,gom_e_0011,ja,姫様拷問の時間です5-11
e,1,gom_e_0012_ja,gom_e_0012,ja,姫様拷問の時間です5-12
e,1,gom_e_0013_ja,gom_e_0013,ja,姫様拷問の時間です5-13
e,1,gom_e_0014_ja,gom_e_0014,ja,姫様拷問の時間です5-14
e,1,gom_e_0015_ja,gom_e_0015,ja,姫様拷問の時間です5-15
e,1,gom_e_0016_ja,gom_e_0016,ja,姫様拷問の時間です5-16
e,1,jig_a_0001_ja,jig_a_0001,ja,地獄楽1-01
e,1,jig_a_0002_ja,jig_a_0002,ja,地獄楽1-02
e,1,jig_a_0003_ja,jig_a_0003,ja,地獄楽1-03
e,1,jig_a_0004_ja,jig_a_0004,ja,地獄楽1-04
e,1,jig_a_0005_ja,jig_a_0005,ja,地獄楽1-05
e,1,jig_a_0006_ja,jig_a_0006,ja,地獄楽1-06
e,1,jig_a_0007_ja,jig_a_0007,ja,地獄楽1-07
e,1,jig_a_0008_ja,jig_a_0008,ja,地獄楽1-08
e,1,jig_a_0009_ja,jig_a_0009,ja,地獄楽1-09
e,1,jig_a_0010_ja,jig_a_0010,ja,地獄楽1-10
e,1,jig_a_0011_ja,jig_a_0011,ja,地獄楽1-11
e,1,jig_a_0012_ja,jig_a_0012,ja,地獄楽1-12
e,1,jig_a_0013_ja,jig_a_0013,ja,地獄楽1-13
e,1,jig_a_0014_ja,jig_a_0014,ja,地獄楽1-14
e,1,jig_a_0015_ja,jig_a_0015,ja,地獄楽1-15
e,1,jig_a_0016_ja,jig_a_0016,ja,地獄楽1-16
e,1,jig_b_0001_ja,jig_b_0001,ja,地獄楽2-01
e,1,jig_b_0002_ja,jig_b_0002,ja,地獄楽2-02
e,1,jig_b_0003_ja,jig_b_0003,ja,地獄楽2-03
e,1,jig_b_0004_ja,jig_b_0004,ja,地獄楽2-04
e,1,jig_b_0005_ja,jig_b_0005,ja,地獄楽2-05
e,1,jig_b_0006_ja,jig_b_0006,ja,地獄楽2-06
e,1,jig_b_0007_ja,jig_b_0007,ja,地獄楽2-07
e,1,jig_b_0008_ja,jig_b_0008,ja,地獄楽2-08
e,1,jig_b_0009_ja,jig_b_0009,ja,地獄楽2-09
e,1,jig_b_0010_ja,jig_b_0010,ja,地獄楽2-10
e,1,jig_b_0011_ja,jig_b_0011,ja,地獄楽2-11
e,1,jig_b_0012_ja,jig_b_0012,ja,地獄楽2-12
e,1,jig_b_0013_ja,jig_b_0013,ja,地獄楽2-13
e,1,jig_b_0014_ja,jig_b_0014,ja,地獄楽2-14
e,1,jig_b_0015_ja,jig_b_0015,ja,地獄楽2-15
e,1,jig_b_0016_ja,jig_b_0016,ja,地獄楽2-16
e,1,jig_c_0001_ja,jig_c_0001,ja,地獄楽3-01
e,1,jig_c_0002_ja,jig_c_0002,ja,地獄楽3-02
e,1,jig_c_0003_ja,jig_c_0003,ja,地獄楽3-03
e,1,jig_c_0004_ja,jig_c_0004,ja,地獄楽3-04
e,1,jig_c_0005_ja,jig_c_0005,ja,地獄楽3-05
e,1,jig_c_0006_ja,jig_c_0006,ja,地獄楽3-06
e,1,jig_c_0007_ja,jig_c_0007,ja,地獄楽3-07
e,1,jig_c_0008_ja,jig_c_0008,ja,地獄楽3-08
e,1,jig_c_0009_ja,jig_c_0009,ja,地獄楽3-09
e,1,jig_c_0010_ja,jig_c_0010,ja,地獄楽3-10
e,1,jig_c_0011_ja,jig_c_0011,ja,地獄楽3-11
e,1,jig_c_0012_ja,jig_c_0012,ja,地獄楽3-12
e,1,jig_c_0013_ja,jig_c_0013,ja,地獄楽3-13
e,1,jig_c_0014_ja,jig_c_0014,ja,地獄楽3-14
e,1,jig_c_0015_ja,jig_c_0015,ja,地獄楽3-15
e,1,jig_c_0016_ja,jig_c_0016,ja,地獄楽3-16
e,1,jig_d_0001_ja,jig_d_0001,ja,地獄楽4-01
e,1,jig_d_0002_ja,jig_d_0002,ja,地獄楽4-02
e,1,jig_d_0003_ja,jig_d_0003,ja,地獄楽4-03
e,1,jig_d_0004_ja,jig_d_0004,ja,地獄楽4-04
e,1,jig_d_0005_ja,jig_d_0005,ja,地獄楽4-05
e,1,jig_d_0006_ja,jig_d_0006,ja,地獄楽4-06
e,1,jig_d_0007_ja,jig_d_0007,ja,地獄楽4-07
e,1,jig_d_0008_ja,jig_d_0008,ja,地獄楽4-08
e,1,jig_d_0009_ja,jig_d_0009,ja,地獄楽4-09
e,1,jig_d_0010_ja,jig_d_0010,ja,地獄楽4-10
e,1,jig_d_0011_ja,jig_d_0011,ja,地獄楽4-11
e,1,jig_d_0012_ja,jig_d_0012,ja,地獄楽4-12
e,1,jig_d_0013_ja,jig_d_0013,ja,地獄楽4-13
e,1,jig_d_0014_ja,jig_d_0014,ja,地獄楽4-14
e,1,jig_d_0015_ja,jig_d_0015,ja,地獄楽4-15
e,1,jig_d_0016_ja,jig_d_0016,ja,地獄楽4-16
e,1,jig_e_0001_ja,jig_e_0001,ja,地獄楽5-01
e,1,jig_e_0002_ja,jig_e_0002,ja,地獄楽5-02
e,1,jig_e_0003_ja,jig_e_0003,ja,地獄楽5-03
e,1,jig_e_0004_ja,jig_e_0004,ja,地獄楽5-04
e,1,jig_e_0005_ja,jig_e_0005,ja,地獄楽5-05
e,1,jig_e_0006_ja,jig_e_0006,ja,地獄楽5-06
e,1,jig_e_0007_ja,jig_e_0007,ja,地獄楽5-07
e,1,jig_e_0008_ja,jig_e_0008,ja,地獄楽5-08
e,1,jig_e_0009_ja,jig_e_0009,ja,地獄楽5-09
e,1,jig_e_0010_ja,jig_e_0010,ja,地獄楽5-10
e,1,jig_e_0011_ja,jig_e_0011,ja,地獄楽5-11
e,1,jig_e_0012_ja,jig_e_0012,ja,地獄楽5-12
e,1,jig_e_0013_ja,jig_e_0013,ja,地獄楽5-13
e,1,jig_e_0014_ja,jig_e_0014,ja,地獄楽5-14
e,1,jig_e_0015_ja,jig_e_0015,ja,地獄楽5-15
e,1,jig_e_0016_ja,jig_e_0016,ja,地獄楽5-16
e,1,glo_a_0001_ja,glo_a_0001,ja,glowオリジナル1-01
e,1,glo_a_0002_ja,glo_a_0002,ja,glowオリジナル1-02
e,1,glo_a_0003_ja,glo_a_0003,ja,glowオリジナル1-03
e,1,glo_a_0004_ja,glo_a_0004,ja,glowオリジナル1-04
e,1,glo_a_0005_ja,glo_a_0005,ja,glowオリジナル1-05
e,1,glo_a_0006_ja,glo_a_0006,ja,glowオリジナル1-06
e,1,glo_a_0007_ja,glo_a_0007,ja,glowオリジナル1-07
e,1,glo_a_0008_ja,glo_a_0008,ja,glowオリジナル1-08
e,1,glo_a_0009_ja,glo_a_0009,ja,glowオリジナル1-09
e,1,glo_a_0010_ja,glo_a_0010,ja,glowオリジナル1-10
e,1,glo_a_0011_ja,glo_a_0011,ja,glowオリジナル1-11
e,1,glo_a_0012_ja,glo_a_0012,ja,glowオリジナル1-12
e,1,glo_a_0013_ja,glo_a_0013,ja,glowオリジナル1-13
e,1,glo_a_0014_ja,glo_a_0014,ja,glowオリジナル1-14
e,1,glo_a_0015_ja,glo_a_0015,ja,glowオリジナル1-15
e,1,glo_a_0016_ja,glo_a_0016,ja,glowオリジナル1-16
e,1,glo2_a_0001_ja,glo2_a_0001,ja,glowオリジナル2-01
e,1,glo2_a_0002_ja,glo2_a_0002,ja,glowオリジナル2-02
e,1,glo2_a_0003_ja,glo2_a_0003,ja,glowオリジナル2-03
e,1,glo2_a_0004_ja,glo2_a_0004,ja,glowオリジナル2-04
e,1,glo2_a_0005_ja,glo2_a_0005,ja,glowオリジナル2-05
e,1,glo2_a_0006_ja,glo2_a_0006,ja,glowオリジナル2-06
e,1,glo2_a_0007_ja,glo2_a_0007,ja,glowオリジナル2-07
e,1,glo2_a_0008_ja,glo2_a_0008,ja,glowオリジナル2-08
e,1,glo2_a_0009_ja,glo2_a_0009,ja,glowオリジナル2-09
e,1,glo2_a_0010_ja,glo2_a_0010,ja,glowオリジナル2-10
e,1,glo2_a_0011_ja,glo2_a_0011,ja,glowオリジナル2-11
e,1,glo2_a_0012_ja,glo2_a_0012,ja,glowオリジナル2-12
e,1,glo2_a_0013_ja,glo2_a_0013,ja,glowオリジナル2-13
e,1,glo2_a_0014_ja,glo2_a_0014,ja,glowオリジナル2-14
e,1,glo2_a_0015_ja,glo2_a_0015,ja,glowオリジナル2-15
e,1,glo2_a_0016_ja,glo2_a_0016,ja,glowオリジナル2-16
