ENABLE,release_key,id,mst_box_gacha_group_id,is_pickup,resource_type,resource_id,resource_amount,stock
e,202602020,box_gacha_kim_01_prize_02_011,box_gacha_kim_01_group_002,,Coin,,500,30
e,202602020,box_gacha_kim_01_prize_03_001,box_gacha_kim_01_group_003,1,FreeDiamond,,30,5
e,202602020,box_gacha_kim_01_prize_03_002,box_gacha_kim_01_group_003,1,Emblem,emblem_event_kim_00004,1,1
e,202602020,box_gacha_kim_01_prize_03_003,box_gacha_kim_01_group_003,1,Item,piece_kim_00101,5,1
e,202602020,box_gacha_kim_01_prize_03_004,box_gacha_kim_01_group_003,1,Item,piece_kim_00201,5,1
e,202602020,box_gacha_kim_01_prize_03_005,box_gacha_kim_01_group_003,1,Item,piece_kim_00301,5,1
e,202602020,box_gacha_kim_01_prize_03_006,box_gacha_kim_01_group_003,1,Item,piece_kim_00101,3,1
e,202602020,box_gacha_kim_01_prize_03_007,box_gacha_kim_01_group_003,1,Item,piece_kim_00201,3,1
e,202602020,box_gacha_kim_01_prize_03_008,box_gacha_kim_01_group_003,1,Item,piece_kim_00301,3,1
e,202602020,box_gacha_kim_01_prize_03_009,box_gacha_kim_01_group_003,1,Item,ticket_glo_00003,1,1
e,202602020,box_gacha_kim_01_prize_03_010,box_gacha_kim_01_group_003,,Item,memoryfragment_glo_00001,4,12
e,202602020,box_gacha_kim_01_prize_03_011,box_gacha_kim_01_group_003,,Item,memoryfragment_glo_00002,2,8
e,202602020,box_gacha_kim_01_prize_03_012,box_gacha_kim_01_group_003,,Item,memoryfragment_glo_00003,2,2
e,202602020,box_gacha_kim_01_prize_03_013,box_gacha_kim_01_group_003,,Item,memory_glo_00001,40,11
e,202602020,box_gacha_kim_01_prize_03_014,box_gacha_kim_01_group_003,,Item,memory_glo_00002,40,11
e,202602020,box_gacha_kim_01_prize_03_015,box_gacha_kim_01_group_003,,Item,memory_glo_00003,40,11
e,202602020,box_gacha_kim_01_prize_03_016,box_gacha_kim_01_group_003,,Item,memory_glo_00004,40,11
e,202602020,box_gacha_kim_01_prize_03_017,box_gacha_kim_01_group_003,,Item,memory_glo_00005,40,11
e,202602020,box_gacha_kim_01_prize_03_018,box_gacha_kim_01_group_003,,Coin,,5000,10
e,202602020,box_gacha_kim_01_prize_04_001,box_gacha_kim_01_group_004,1,FreeDiamond,,10,2
e,202602020,box_gacha_kim_01_prize_04_002,box_gacha_kim_01_group_004,1,Item,piece_kim_00201,5,1
e,202602020,box_gacha_kim_01_prize_04_003,box_gacha_kim_01_group_004,,Item,memoryfragment_glo_00001,1,8
e,202602020,box_gacha_kim_01_prize_04_004,box_gacha_kim_01_group_004,,Item,memoryfragment_glo_00002,1,6
e,202602020,box_gacha_kim_01_prize_04_005,box_gacha_kim_01_group_004,,Item,memoryfragment_glo_00003,1,3
e,202602020,box_gacha_kim_01_prize_04_006,box_gacha_kim_01_group_004,,Item,memory_glo_00001,10,10
e,202602020,box_gacha_kim_01_prize_04_007,box_gacha_kim_01_group_004,,Item,memory_glo_00002,10,10
e,202602020,box_gacha_kim_01_prize_04_008,box_gacha_kim_01_group_004,,Item,memory_glo_00003,10,10
e,202602020,box_gacha_kim_01_prize_04_009,box_gacha_kim_01_group_004,,Item,memory_glo_00004,10,10
e,202602020,box_gacha_kim_01_prize_04_010,box_gacha_kim_01_group_004,,Item,memory_glo_00005,10,10
e,202602020,box_gacha_kim_01_prize_04_011,box_gacha_kim_01_group_004,,Coin,,500,30
e,202602020,box_gacha_kim_01_prize_05_001,box_gacha_kim_01_group_005,1,FreeDiamond,,20,5
e,202602020,box_gacha_kim_01_prize_05_002,box_gacha_kim_01_group_005,1,Emblem,emblem_event_kim_00005,1,1
e,202602020,box_gacha_kim_01_prize_05_003,box_gacha_kim_01_group_005,1,Item,piece_kim_00101,5,1
e,202602020,box_gacha_kim_01_prize_05_004,box_gacha_kim_01_group_005,1,Item,piece_kim_00201,5,1
e,202602020,box_gacha_kim_01_prize_05_005,box_gacha_kim_01_group_005,1,Item,piece_kim_00301,5,1
e,202602020,box_gacha_kim_01_prize_05_006,box_gacha_kim_01_group_005,1,Item,piece_kim_00101,3,1
e,202602020,box_gacha_kim_01_prize_05_007,box_gacha_kim_01_group_005,1,Item,piece_kim_00201,3,1
e,202602020,box_gacha_kim_01_prize_05_008,box_gacha_kim_01_group_005,1,Item,piece_kim_00301,3,1
e,202602020,box_gacha_kim_01_prize_05_009,box_gacha_kim_01_group_005,1,Item,ticket_glo_00002,1,1
e,202602020,box_gacha_kim_01_prize_05_010,box_gacha_kim_01_group_005,,Item,memoryfragment_glo_00001,4,12
e,202602020,box_gacha_kim_01_prize_05_011,box_gacha_kim_01_group_005,,Item,memoryfragment_glo_00002,2,8
e,202602020,box_gacha_kim_01_prize_05_012,box_gacha_kim_01_group_005,,Item,memoryfragment_glo_00003,2,2
e,202602020,box_gacha_kim_01_prize_05_013,box_gacha_kim_01_group_005,,Item,memory_glo_00001,30,11
e,202602020,box_gacha_kim_01_prize_05_014,box_gacha_kim_01_group_005,,Item,memory_glo_00002,30,11
e,202602020,box_gacha_kim_01_prize_05_015,box_gacha_kim_01_group_005,,Item,memory_glo_00003,30,11
e,202602020,box_gacha_kim_01_prize_05_016,box_gacha_kim_01_group_005,,Item,memory_glo_00004,30,11
e,202602020,box_gacha_kim_01_prize_05_017,box_gacha_kim_01_group_005,,Item,memory_glo_00005,30,11
e,202602020,box_gacha_kim_01_prize_05_018,box_gacha_kim_01_group_005,,Coin,,5000,10
e,202602020,box_gacha_kim_01_prize_06_001,box_gacha_kim_01_group_006,1,FreeDiamond,,10,2
e,202602020,box_gacha_kim_01_prize_06_002,box_gacha_kim_01_group_006,1,Item,piece_kim_00301,5,1
e,202602020,box_gacha_kim_01_prize_06_003,box_gacha_kim_01_group_006,,Item,memoryfragment_glo_00001,1,7
e,202602020,box_gacha_kim_01_prize_06_004,box_gacha_kim_01_group_006,,Item,memoryfragment_glo_00002,1,7
e,202602020,box_gacha_kim_01_prize_06_005,box_gacha_kim_01_group_006,,Item,memoryfragment_glo_00003,1,3
e,202602020,box_gacha_kim_01_prize_06_006,box_gacha_kim_01_group_006,,Item,memory_glo_00001,10,10
e,202602020,box_gacha_kim_01_prize_06_007,box_gacha_kim_01_group_006,,Item,memory_glo_00002,10,10
e,202602020,box_gacha_kim_01_prize_06_008,box_gacha_kim_01_group_006,,Item,memory_glo_00003,10,10
e,202602020,box_gacha_kim_01_prize_06_009,box_gacha_kim_01_group_006,,Item,memory_glo_00004,10,10
e,202602020,box_gacha_kim_01_prize_06_010,box_gacha_kim_01_group_006,,Item,memory_glo_00005,10,10
e,202602020,box_gacha_kim_01_prize_06_011,box_gacha_kim_01_group_006,,Coin,,500,30
e,202602020,box_gacha_kim_01_prize_07_001,box_gacha_kim_01_group_007,1,FreeDiamond,,20,5
e,202602020,box_gacha_kim_01_prize_07_002,box_gacha_kim_01_group_007,1,Emblem,emblem_event_kim_00002,1,1
e,202602020,box_gacha_kim_01_prize_07_003,box_gacha_kim_01_group_007,1,Item,piece_kim_00101,3,1
e,202602020,box_gacha_kim_01_prize_07_004,box_gacha_kim_01_group_007,1,Item,piece_kim_00201,3,1
e,202602020,box_gacha_kim_01_prize_07_005,box_gacha_kim_01_group_007,1,Item,piece_kim_00301,3,1
e,202602020,box_gacha_kim_01_prize_07_006,box_gacha_kim_01_group_007,1,Item,ticket_glo_00003,1,1
e,202602020,box_gacha_kim_01_prize_07_007,box_gacha_kim_01_group_007,,Item,memoryfragment_glo_00001,3,11
e,202602020,box_gacha_kim_01_prize_07_008,box_gacha_kim_01_group_007,,Item,memoryfragment_glo_00002,2,6
e,202602020,box_gacha_kim_01_prize_07_009,box_gacha_kim_01_group_007,,Item,memoryfragment_glo_00003,1,3
e,202602020,box_gacha_kim_01_prize_07_010,box_gacha_kim_01_group_007,,Item,memory_glo_00001,30,10
e,202602020,box_gacha_kim_01_prize_07_011,box_gacha_kim_01_group_007,,Item,memory_glo_00002,30,10
e,202602020,box_gacha_kim_01_prize_07_012,box_gacha_kim_01_group_007,,Item,memory_glo_00003,30,10
e,202602020,box_gacha_kim_01_prize_07_013,box_gacha_kim_01_group_007,,Item,memory_glo_00004,30,10
e,202602020,box_gacha_kim_01_prize_07_014,box_gacha_kim_01_group_007,,Item,memory_glo_00005,30,10
e,202602020,box_gacha_kim_01_prize_07_015,box_gacha_kim_01_group_007,,Coin,,2500,20
e,202602020,box_gacha_kim_01_prize_08_001,box_gacha_kim_01_group_008,1,FreeDiamond,,10,2
e,202602020,box_gacha_kim_01_prize_08_002,box_gacha_kim_01_group_008,1,Item,piece_kim_00101,2,1
e,202602020,box_gacha_kim_01_prize_08_003,box_gacha_kim_01_group_008,1,Item,piece_kim_00201,2,1
e,202602020,box_gacha_kim_01_prize_08_004,box_gacha_kim_01_group_008,1,Item,piece_kim_00301,2,1
e,202602020,box_gacha_kim_01_prize_08_005,box_gacha_kim_01_group_008,,Item,memoryfragment_glo_00001,1,7
e,202602020,box_gacha_kim_01_prize_08_006,box_gacha_kim_01_group_008,,Item,memoryfragment_glo_00002,1,5
e,202602020,box_gacha_kim_01_prize_08_007,box_gacha_kim_01_group_008,,Item,memoryfragment_glo_00003,1,3
e,202602020,box_gacha_kim_01_prize_08_008,box_gacha_kim_01_group_008,,Item,memory_glo_00001,10,10
e,202602020,box_gacha_kim_01_prize_08_009,box_gacha_kim_01_group_008,,Item,memory_glo_00002,10,10
e,202602020,box_gacha_kim_01_prize_08_010,box_gacha_kim_01_group_008,,Item,memory_glo_00003,10,10
e,202602020,box_gacha_kim_01_prize_08_011,box_gacha_kim_01_group_008,,Item,memory_glo_00004,10,10
e,202602020,box_gacha_kim_01_prize_08_012,box_gacha_kim_01_group_008,,Item,memory_glo_00005,10,10
e,202602020,box_gacha_kim_01_prize_08_013,box_gacha_kim_01_group_008,,Coin,,500,30
e,202602020,box_gacha_kim_01_prize_09_001,box_gacha_kim_01_group_009,1,FreeDiamond,,20,5
e,202602020,box_gacha_kim_01_prize_09_002,box_gacha_kim_01_group_009,1,Item,piece_kim_00101,3,1
e,202602020,box_gacha_kim_01_prize_09_003,box_gacha_kim_01_group_009,1,Item,piece_kim_00201,3,1
e,202602020,box_gacha_kim_01_prize_09_004,box_gacha_kim_01_group_009,1,Item,piece_kim_00301,3,1
e,202602020,box_gacha_kim_01_prize_09_005,box_gacha_kim_01_group_009,1,Item,ticket_glo_00002,1,1
e,202602020,box_gacha_kim_01_prize_09_006,box_gacha_kim_01_group_009,,Item,memoryfragment_glo_00001,3,11
e,202602020,box_gacha_kim_01_prize_09_007,box_gacha_kim_01_group_009,,Item,memoryfragment_glo_00002,2,7
e,202602020,box_gacha_kim_01_prize_09_008,box_gacha_kim_01_group_009,,Item,memoryfragment_glo_00003,1,3
e,202602020,box_gacha_kim_01_prize_09_009,box_gacha_kim_01_group_009,,Item,memory_glo_00001,30,10
e,202602020,box_gacha_kim_01_prize_09_010,box_gacha_kim_01_group_009,,Item,memory_glo_00002,30,10
e,202602020,box_gacha_kim_01_prize_09_011,box_gacha_kim_01_group_009,,Item,memory_glo_00003,30,10
e,202602020,box_gacha_kim_01_prize_09_012,box_gacha_kim_01_group_009,,Item,memory_glo_00004,30,10
e,202602020,box_gacha_kim_01_prize_09_013,box_gacha_kim_01_group_009,,Item,memory_glo_00005,30,10
e,202602020,box_gacha_kim_01_prize_09_014,box_gacha_kim_01_group_009,,Coin,,2500,20
e,202602020,box_gacha_kim_01_prize_10_001,box_gacha_kim_01_group_010,1,FreeDiamond,,10,2
e,202602020,box_gacha_kim_01_prize_10_002,box_gacha_kim_01_group_010,1,Item,piece_kim_00101,2,1
e,202602020,box_gacha_kim_01_prize_10_003,box_gacha_kim_01_group_010,1,Item,piece_kim_00201,2,1
e,202602020,box_gacha_kim_01_prize_10_004,box_gacha_kim_01_group_010,1,Item,piece_kim_00301,2,1
e,202602020,box_gacha_kim_01_prize_10_005,box_gacha_kim_01_group_010,,Item,memoryfragment_glo_00001,1,7
e,202602020,box_gacha_kim_01_prize_10_006,box_gacha_kim_01_group_010,,Item,memoryfragment_glo_00002,1,5
e,202602020,box_gacha_kim_01_prize_10_007,box_gacha_kim_01_group_010,,Item,memoryfragment_glo_00003,1,3
e,202602020,box_gacha_kim_01_prize_10_008,box_gacha_kim_01_group_010,,Item,memory_glo_00001,10,10
e,202602020,box_gacha_kim_01_prize_10_009,box_gacha_kim_01_group_010,,Item,memory_glo_00002,10,10
e,202602020,box_gacha_kim_01_prize_10_010,box_gacha_kim_01_group_010,,Item,memory_glo_00003,10,10
e,202602020,box_gacha_kim_01_prize_10_011,box_gacha_kim_01_group_010,,Item,memory_glo_00004,10,10
e,202602020,box_gacha_kim_01_prize_10_012,box_gacha_kim_01_group_010,,Item,memory_glo_00005,10,10
e,202602020,box_gacha_kim_01_prize_10_013,box_gacha_kim_01_group_010,,Coin,,500,30
e,202602020,box_gacha_kim_01_prize_11_001,box_gacha_kim_01_group_011,,Item,memory_glo_00001,5,10
e,202602020,box_gacha_kim_01_prize_11_002,box_gacha_kim_01_group_011,,Item,memory_glo_00002,5,10
e,202602020,box_gacha_kim_01_prize_11_003,box_gacha_kim_01_group_011,,Item,memory_glo_00003,5,10
e,202602020,box_gacha_kim_01_prize_11_004,box_gacha_kim_01_group_011,,Item,memory_glo_00004,5,10
e,202602020,box_gacha_kim_01_prize_11_005,box_gacha_kim_01_group_011,,Item,memory_glo_00005,5,10
e,202602020,box_gacha_kim_01_prize_11_006,box_gacha_kim_01_group_011,,Coin,,100,20
e,202602020,box_gacha_kim_01_prize_11_007,box_gacha_kim_01_group_011,,Coin,,150,15
e,202602020,box_gacha_kim_01_prize_11_008,box_gacha_kim_01_group_011,,Coin,,250,15
e,202603025,box_gacha_l05anniv_01_prize_01_001,box_gacha_l05anniv_01_group_001,1,FreeDiamond,,150,2
e,202603025,box_gacha_l05anniv_01_prize_01_002,box_gacha_l05anniv_01_group_001,1,Unit,chara_gom_00701,1,1
e,202603025,box_gacha_l05anniv_01_prize_01_003,box_gacha_l05anniv_01_group_001,1,Item,memory_chara_gom_00701,200,2
e,202603025,box_gacha_l05anniv_01_prize_01_004,box_gacha_l05anniv_01_group_001,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_01_005,box_gacha_l05anniv_01_group_001,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_01_006,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_glo_00001,50,1
e,202603025,box_gacha_l05anniv_01_prize_01_007,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_glo_00002,5,2
e,202603025,box_gacha_l05anniv_01_prize_01_008,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_glo_00003,1,2
e,202603025,box_gacha_l05anniv_01_prize_01_009,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_spy_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_010,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_dan_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_011,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_gom_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_012,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_chi_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_013,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_mag_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_014,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_kai_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_015,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_yuw_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_016,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_sur_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_017,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_sum_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_018,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_jig_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_019,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_tak_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_020,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_osh_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_021,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_you_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_022,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_kim_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_023,box_gacha_l05anniv_01_group_001,,Item,artwork_enhance_hut_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_01_024,box_gacha_l05anniv_01_group_001,,Item,memoryfragment_glo_00001,15,1
e,202603025,box_gacha_l05anniv_01_prize_01_025,box_gacha_l05anniv_01_group_001,,Item,memoryfragment_glo_00002,10,1
e,202603025,box_gacha_l05anniv_01_prize_01_026,box_gacha_l05anniv_01_group_001,,Item,memoryfragment_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_01_027,box_gacha_l05anniv_01_group_001,,Item,memory_glo_00001,10,9
e,202603025,box_gacha_l05anniv_01_prize_01_028,box_gacha_l05anniv_01_group_001,,Item,memory_glo_00002,10,9
e,202603025,box_gacha_l05anniv_01_prize_01_029,box_gacha_l05anniv_01_group_001,,Item,memory_glo_00003,10,9
e,202603025,box_gacha_l05anniv_01_prize_01_030,box_gacha_l05anniv_01_group_001,,Item,memory_glo_00004,10,9
e,202603025,box_gacha_l05anniv_01_prize_01_031,box_gacha_l05anniv_01_group_001,,Item,memory_glo_00005,10,9
e,202603025,box_gacha_l05anniv_01_prize_01_032,box_gacha_l05anniv_01_group_001,,Coin,,3000,25
e,202603025,box_gacha_l05anniv_01_prize_02_001,box_gacha_l05anniv_01_group_002,1,FreeDiamond,,10,5
e,202603025,box_gacha_l05anniv_01_prize_02_002,box_gacha_l05anniv_01_group_002,1,Item,piece_gom_00701,50,1
e,202603025,box_gacha_l05anniv_01_prize_02_003,box_gacha_l05anniv_01_group_002,1,Item,memory_chara_gom_00701,40,5
e,202603025,box_gacha_l05anniv_01_prize_02_004,box_gacha_l05anniv_01_group_002,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_02_005,box_gacha_l05anniv_01_group_002,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_02_006,box_gacha_l05anniv_01_group_002,,Item,memory_glo_00001,10,13
e,202603025,box_gacha_l05anniv_01_prize_02_007,box_gacha_l05anniv_01_group_002,,Item,memory_glo_00002,10,13
e,202603025,box_gacha_l05anniv_01_prize_02_008,box_gacha_l05anniv_01_group_002,,Item,memory_glo_00003,10,13
e,202603025,box_gacha_l05anniv_01_prize_02_009,box_gacha_l05anniv_01_group_002,,Item,memory_glo_00004,10,13
e,202603025,box_gacha_l05anniv_01_prize_02_010,box_gacha_l05anniv_01_group_002,,Item,memory_glo_00005,10,13
e,202603025,box_gacha_l05anniv_01_prize_02_011,box_gacha_l05anniv_01_group_002,,Coin,,500,22
e,202603025,box_gacha_l05anniv_01_prize_03_001,box_gacha_l05anniv_01_group_003,1,FreeDiamond,,100,3
e,202603025,box_gacha_l05anniv_01_prize_03_002,box_gacha_l05anniv_01_group_003,1,Item,piece_gom_00701,50,1
e,202603025,box_gacha_l05anniv_01_prize_03_003,box_gacha_l05anniv_01_group_003,1,Item,memory_chara_gom_00701,250,2
e,202603025,box_gacha_l05anniv_01_prize_03_004,box_gacha_l05anniv_01_group_003,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_03_005,box_gacha_l05anniv_01_group_003,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_03_006,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_glo_00001,30,1
e,202603025,box_gacha_l05anniv_01_prize_03_007,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_glo_00002,5,1
e,202603025,box_gacha_l05anniv_01_prize_03_008,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_03_009,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_spy_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_010,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_dan_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_011,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_gom_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_012,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_chi_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_013,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_mag_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_014,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_kai_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_015,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_yuw_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_016,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_sur_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_017,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_sum_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_018,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_jig_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_019,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_tak_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_020,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_osh_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_021,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_you_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_022,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_kim_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_023,box_gacha_l05anniv_01_group_003,,Item,artwork_enhance_hut_00001,8,1
e,202603025,box_gacha_l05anniv_01_prize_03_024,box_gacha_l05anniv_01_group_003,,Item,memoryfragment_glo_00001,15,1
e,202603025,box_gacha_l05anniv_01_prize_03_025,box_gacha_l05anniv_01_group_003,,Item,memoryfragment_glo_00002,10,1
e,202603025,box_gacha_l05anniv_01_prize_03_026,box_gacha_l05anniv_01_group_003,,Item,memoryfragment_glo_00003,1,2
e,202603025,box_gacha_l05anniv_01_prize_03_027,box_gacha_l05anniv_01_group_003,,Item,memory_glo_00001,10,10
e,202603025,box_gacha_l05anniv_01_prize_03_028,box_gacha_l05anniv_01_group_003,,Item,memory_glo_00002,10,10
e,202603025,box_gacha_l05anniv_01_prize_03_029,box_gacha_l05anniv_01_group_003,,Item,memory_glo_00003,10,10
e,202603025,box_gacha_l05anniv_01_prize_03_030,box_gacha_l05anniv_01_group_003,,Item,memory_glo_00004,10,10
e,202603025,box_gacha_l05anniv_01_prize_03_031,box_gacha_l05anniv_01_group_003,,Item,memory_glo_00005,10,10
e,202603025,box_gacha_l05anniv_01_prize_03_032,box_gacha_l05anniv_01_group_003,,Coin,,3000,20
e,202603025,box_gacha_l05anniv_01_prize_04_001,box_gacha_l05anniv_01_group_004,1,FreeDiamond,,10,2
e,202603025,box_gacha_l05anniv_01_prize_04_002,box_gacha_l05anniv_01_group_004,1,Item,memory_chara_gom_00701,100,1
e,202603025,box_gacha_l05anniv_01_prize_04_003,box_gacha_l05anniv_01_group_004,1,Item,ticket_glo_00002,1,1
e,202603025,box_gacha_l05anniv_01_prize_04_004,box_gacha_l05anniv_01_group_004,1,Item,ticket_glo_00003,1,1
e,202603025,box_gacha_l05anniv_01_prize_04_005,box_gacha_l05anniv_01_group_004,,Item,memoryfragment_glo_00001,2,5
e,202603025,box_gacha_l05anniv_01_prize_04_006,box_gacha_l05anniv_01_group_004,,Item,memoryfragment_glo_00002,2,5
e,202603025,box_gacha_l05anniv_01_prize_04_007,box_gacha_l05anniv_01_group_004,,Item,memory_glo_00001,10,14
