,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,normal_osh_00001,,,artwork_osh_0001,,,85000,,,202512020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,,,250,,,30%,,,"16,11,08,15,07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,item,,memoryfragment_glo_00001,,,メモリーフラグメント・初級,,,,,,,,3,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,item,,memoryfragment_glo_00002,,,メモリーフラグメント・中級,,,,,,,,1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00004,,,カラーメモリー・イエロー,,,,,,,,7,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00004,,,カラーメモリー・イエロー,,,,,,,,10,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00004,,,カラーメモリー・イエロー,,,,,,,,15,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00001,,,カラーメモリー・グレー,,,,,,,,7,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00001,,,カラーメモリー・グレー,,,,,,,,10,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00001,,,カラーメモリー・グレー,,,,,,,,15,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memoryfragment_glo_00001,,,メモリーフラグメント・初級,,,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,6,,2コマ,,0.55,,0.5,,0.5,,none,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,7,,3コマ,,0.55,,0.33,,0.34,,0.33,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,6,,2コマ,,0.55,,0.5,,0.5,,none,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,12,,4コマ,,0.55,,0.25,,0.25,,0.25,,0.25,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃間隔値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,c_osh_00001_general_osh_n_Normal_Colorless,,,,B小町不動のセンター アイ,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,70000,,70,,1000,,10,,80,,,,625.00,,,,,,20秒間自身の攻撃力100%UP,,,,,-,,162,,,,31,,,,,,,,,,3,,50,,250,,,,,,,,ElapsedTime,,,,200,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,必殺ワザで20秒間自身の攻撃力100%UP,,,,,,,,,1,,ElapsedTime,200,SummonEnemy,c_osh_00001_general_osh_n_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,70,10,1,250,0,,None,
,,,2,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,EnterTargetKomaIndex,,,,3,,0,,1,,,,Fall,,1.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,EnterTargetKomaIndex,3,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,1,0,Fall,1.8,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,,None,
,,,3,,,,e_glo_00001_general_osh_n_Boss_Yellow,,,,ファントム,,,,Boss,,Yellow,,Attack,,Default,,Normal,,,,600000,,600,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,2,,100,,200,,,,,,,,FriendUnitDead,,,,2,,0,,1,,300,,Fall,,2.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,FriendUnitDead,2,SummonEnemy,e_glo_00001_general_osh_n_Boss_Yellow,,1,0,Fall,2.7,None,,None,,None,,,FALSE,,Default,Normal,600,25,1,200,0,300,None,
,,,3,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,FriendUnitDead,,,,2,,250,,2,,350,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,FriendUnitDead,2,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,2,250,None,,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,350,None,
,,,4,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,OutpostHpPercentage,,,,99,,50,,20,,500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,4,,OutpostHpPercentage,99,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,20,50,None,,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,500,None,
,,,5,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,OutpostHpPercentage,,,,99,,250,,2,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,5,,OutpostHpPercentage,99,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,2,250,None,,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,50,None,
,,,groupchange_1,,,,w1,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,FriendUnitDead,,,,3,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,groupchange_1,,FriendUnitDead,3,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,w1,,6,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,50,,100,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,6,,ElapsedTimeSinceSequenceGroupActivated,50,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,3,100,None,,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,,None,
,w1,,7,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,2000,,100,,3,,,,Fall,,1.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,7,,ElapsedTimeSinceSequenceGroupActivated,2000,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,3,100,Fall,1.5,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,,None,
,w1,,8,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,3000,,50,,2,,,,Fall,,0.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,8,,ElapsedTimeSinceSequenceGroupActivated,3000,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,2,50,Fall,0.7,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,,None,
,w1,,9,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,500,,50,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,9,,ElapsedTimeSinceSequenceGroupActivated,500,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,,None,
,w1,,10,,,,e_glo_00001_general_osh_n_Normal_Yellow,,,,ファントム,,,,Normal,,Yellow,,Attack,,Default,,Normal,,,,40000,,40,,1500,,15,,50,,,,1500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,150,,,,,,,,ElapsedTimeSinceSequenceGroupActivated,,,,1000,,250,,10,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,w1,10,,ElapsedTimeSinceSequenceGroupActivated,1000,SummonEnemy,e_glo_00001_general_osh_n_Normal_Yellow,,10,250,None,,None,,None,,None,,,FALSE,,Default,Normal,40,15,1,150,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
,,,,,,,,,,,none,,,,none,,none,,none,,Default,,Normal,,,,none,,1,,none,,1,,none,,none,,攻撃力に数値を入力,,,,,,none,,,,,none,,none,,none,,none,,none,,none,,none,,none,,none,,none,,,,,,,,,,未入力,,,,,,,,,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,,,未入力,,SummonEnemy,,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,0,,None,
