,chara_sur_00101,_general,c_sur_00101_general_Boss_Blue,魔都精兵のスレイブ,誇り高き魔都の剣姫 羽前 京香,誇り高き魔都の剣姫 羽前京香_general,Boss,Attack,Blue,400000,2,45,0.2,800,0,0.3,1,10,1.40,stop無:1回目 0.33,45,2.67,"stop無:1回目 0.40
stop無:2回目 0.60
stop無:3回目 0.80
stop無:4回目 0.90
stop無:5回目 1.03
stop有:6回目 1.57",単体攻撃+小ノックバック攻撃,7,,zangeki_1
,chara_sur_00201,_general,c_sur_00201_general_Normal_Blue,魔都精兵のスレイブ,東 日万凛,東 日万凛_general,Normal,Attack,Blue,150000,2,35,0.2,500,0,0.3,1,10,1.47,stop無:1回目 0.37,45,2.67,"stop無:1回目 0.74
stop無:2回目 0.92
stop無:3回目 1.1
stop無:4回目 1.28
stop無:5回目 1.45
stop無:6回目 1.65
stop有:7回目 1.84",範囲攻撃,5,,shageki_1
,chara_sur_00301,_general,c_sur_00301_general_Normal_Blue,魔都精兵のスレイブ,駿河 朱々,駿河 朱々_general,Normal,Defense,Blue,300000,1,40,0.11,300,0,0.3,1,10,1.56,0.66,60,1.91,0.73,単体攻撃,7,,dageki_1
,chara_sur_00001,_general,c_sur_00001_general_Normal_Blue,魔都精兵のスレイブ,和倉 優希,和倉 優希_general,Normal,Support,Blue,50000,2,45,0.2,500,0,0.3,1,10,1.17,stop有:1回目 0.30,25,2.80,stop無:1回目 2.00,敵全体に10秒間、20%攻撃UP,7,,dageki_2
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,
,enemy_glo_00001,_general_sur_vh,e_glo_00001_general_sur_vh_Normal_Colorless,GLOW,ファントム,ファントム_general_sur_vh,Normal,Technical,Colorless,30000,2,45,0.11,1000,0,,,1,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_sur_vh,e_glo_00001_general_sur_vh_Normal_Red,GLOW,ファントム,ファントム_general_sur_vh,Normal,Technical,Red,30000,2,45,0.11,1000,0,,,1,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_sur_vh,e_glo_00001_general_sur_vh_Normal_Blue,GLOW,ファントム,ファントム_general_sur_vh,Normal,Technical,Blue,30000,2,45,0.11,1000,0,,,1,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_sur_vh,e_glo_00001_general_sur_vh_Normal_Green,GLOW,ファントム,ファントム_general_sur_vh,Normal,Defense,Green,30000,2,45,0.11,1000,0,,,1,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_sur_vh_big,e_glo_00001_general_sur_vh_big_Normal_Red,GLOW,ボスファントム,ファントム_general_sur_vh_big,Normal,Defense,Red,70000,2,50,0.2,3000,0,,,1,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_sur_vh_big,e_glo_00001_general_sur_vh_big_Normal_Blue,GLOW,ファントム,ファントム_general_sur_vh_big,Normal,Defense,Blue,70000,2,50,0.2,3000,0,,,1,1.00,0.50,,,,,-,,
,enemy_glo_00001,_general_sur_vh_big,e_glo_00001_general_sur_vh_big_Normal_Green,GLOW,ファントム,ファントム_general_sur_vh_big,Normal,Defense,Green,70000,2,50,0.2,3000,0,,,1,1.00,0.50,,,,,-,,
,enemy_sur_00101,_general_sur_vh,e_sur_00101_general_sur_vh_Normal_Red,魔都精兵のスレイブ,醜鬼,醜鬼_general_sur_vh,Normal,Attack,Red,15000,1,40,0.2,300,0,,,1,0.80,0.30,,-,-,,-,,
,enemy_sur_00101,_general_sur_vh,e_sur_00101_general_sur_vh_Normal_Blue,魔都精兵のスレイブ,醜鬼,醜鬼_general_sur_vh,Normal,Defense,Blue,25000,1,50,0.2,500,0,,,1,0.80,0.30,,-,-,,-,,
,enemy_sur_00101,_general_sur_vh,e_sur_00101_general_sur_vh_Normal_Green,魔都精兵のスレイブ,醜鬼,醜鬼_general_sur_vh,Normal,Attack,Green,400000,3,45,0.2,1000,0,,,1,0.80,0.30,,-,-,,-,,
,enemy_sur_00001,_general_sur_vh,e_sur_00001_general_sur_vh_Normal_Red,魔都精兵のスレイブ,和倉 青羽,和倉 青羽_general_sur_vh,Normal,Attack,Red,300000,2,45,0.3,600,0,,,1,1.24,stop有:1回目 0.50,,-,-,,-,,
,enemy_sur_00001,_general_sur_vh,e_sur_00001_general_sur_vh_Boss_Red,魔都精兵のスレイブ,和倉 青羽,和倉 青羽_general_sur_vh,Boss,Attack,Red,150000,2,45,0.3,600,0,,,1,1.24,stop有:1回目 0.50,,-,-,ダメージ＋味方全体5％回復,5,,
,enemy_sur_00001,_general_sur_vh2,e_sur_00001_general_sur_vh2_Normal_Red,魔都精兵のスレイブ,和倉 青羽,和倉 青羽_general_sur_vh2,Normal,Attack,Red,150000,2,45,0.3,600,0,,,1,1.24,stop有:1回目 0.50,,-,-,ダメージ＋味方全体5％回復,5,,
,chara_sur_00101,_general_sur_vh,c_sur_00101_general_sur_vh_Boss_Green,魔都精兵のスレイブ,誇り高き魔都の剣姫 羽前 京香,誇り高き魔都の剣姫 羽前京香_general_sur_vh,Boss,Attack,Green,400000,2,45,0.2,800,0,,,1,1.40,stop無:1回目 0.33,,2.67,"stop無:1回目 0.40
stop無:2回目 0.60
stop無:3回目 0.80
stop無:4回目 0.90
stop無:5回目 1.03
stop有:6回目 1.57",199秒間、自身の攻撃を5%UP,7,,
,chara_sur_00201,_general_sur_vh,c_sur_00201_general_sur_vh_Normal_Red,魔都精兵のスレイブ,東 日万凛,東 日万凛_general_sur_vh,Normal,Attack,Red,150000,2,35,0.2,500,0,,,1,1.47,stop無:1回目 0.37,,2.67,"stop無:1回目 0.74
stop無:2回目 0.92
stop無:3回目 1.1
stop無:4回目 1.28
stop無:5回目 1.45
stop無:6回目 1.65
stop有:7回目 1.84",範囲攻撃+小ノックバック+20秒間味方の45%攻撃DOWN,5,,
,chara_sur_00301,_general_sur_vh,c_sur_00301_general_sur_vh_Normal_Red,魔都精兵のスレイブ,駿河 朱々,駿河 朱々_general_sur_vh,Normal,Defense,Red,300000,1,40,0.11,300,0,,,1,1.56,0.66,,1.91,0.73,単体攻撃,7,,
,chara_sur_00001,_general_sur_vh,c_sur_00001_general_sur_vh_Normal_Green,魔都精兵のスレイブ,和倉 優希,和倉 優希_general_sur_vh,Normal,Support,Green,50000,2,45,0.2,500,0,,,1,1.17,stop有:1回目 0.30,,2.80,stop無:1回目 2.00,自身のコマと1個前のコマにいる敵を6秒間、80%被ダメージカット,7,,
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,
,chara_rik_00001,_general,c_rik_00001_general_Normal_Colorless,トマトイプーのリコピン,リコピン,リコピン_general,Normal,Attack,Colorless,12000,1,50,0.2,500,0,0.3,1,10,1.64,0.93,35,4.01,"1回目：0.83
2回目：1.84
3回目：2.67",,-,,dageki_2
,chara_rik_00001,_general,c_rik_00001_general_Normal_Red,トマトイプーのリコピン,リコピン,リコピン_general,Normal,Attack,Red,80000,1,50,0.2,400,0,0.3,1,10,1.64,0.93,35,4.01,"1回目：0.83
2回目：1.84
3回目：2.67",,-,,dageki_2
,chara_rik_00001,_general,c_rik_00001_general_Boss_Red,トマトイプーのリコピン,リコピン,リコピン_general,Boss,Attack,Red,300000,2,45,0.2,700,0,0.3,1,10,1.64,0.93,35,4.01,"1回目：0.83
2回目：1.84
3回目：2.67",連続3回攻撃,5,,dageki_2
,chara_rik_00101,_general,c_rik_00101_general_Boss_Red,トマトイプーのリコピン,甘戸 めめ,甘戸 めめ_general,Boss,Support,Red,200000,2,35,0.5,400,0,0.6,100,10,1.57,0.87,100,2.67,stop無:1.00,敵全体の攻撃力を10秒間100%UP,5,,dageki_2
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,
,enemy_glo_00001,_general_rik_vh,e_glo_00001_general_rik_vh_Normal_Red,GLOW,ファントム,ファントム_general_rik_vh,Normal,Attack,Red,30000,2,45,0.11,1000,0,0.2,1,0,1.00,0.50,75,,,,-,,
,enemy_glo_00001,_general_rik_vh,e_glo_00001_general_rik_vh_Normal_Green,GLOW,ファントム,ファントム_general_rik_vh,Normal,Attack,Green,30000,2,45,0.11,1000,0,0.2,1,0,1.00,0.50,75,,,,-,,
,enemy_glo_00001,_general_rik_vh,e_glo_00001_general_rik_vh_Normal_Yellow,GLOW,ファントム,ファントム_general_rik_vh,Normal,Attack,Yellow,30000,2,45,0.11,1000,0,0.2,1,0,1.00,0.50,75,,,,-,,
,enemy_glo_00001,_general_rik_vh_big,e_glo_00001_general_rik_vh_big_Normal_Yellow,GLOW,ファントム,ファントム_general_rik_vh_big,Normal,Defense,Yellow,70000,2,50,0.2,3000,0,0.2,1,0,1.00,0.50,75,,,,-,,
,chara_rik_00001,_general_vh,c_rik_00001_general_vh_Normal_Green,トマトイプーのリコピン,リコピン,リコピン_general_vh,Normal,Attack,Green,8000,1,50,0.2,350,0,0.3,1,0,1.64,0.93,35,4.01,"1回目：0.83
2回目：1.84
3回目：2.67",,-,,
,chara_rik_00001,_general_vh,c_rik_00001_general_vh_Normal_Red,トマトイプーのリコピン,リコピン,リコピン_general_vh,Normal,Attack,Red,70000,1,50,0.2,400,0,0.3,1,0,1.64,0.93,35,4.01,"1回目：0.83
2回目：1.84
3回目：2.67",,-,,
,chara_rik_00001,_general_vh,c_rik_00001_general_vh_Boss_Yellow,トマトイプーのリコピン,リコピン,リコピン_general_vh,Boss,Attack,Yellow,300000,1,45,0.2,500,0,0.3,1,0,1.64,0.93,35,4.01,"1回目：0.83
2回目：1.84
3回目：2.67",範囲ダメージ+小ノックバック+20秒間45%攻撃Down,5,,
,chara_rik_00101,_general_vh,c_rik_00101_general_vh_Normal_Red,トマトイプーのリコピン,甘戸 めめ,甘戸 めめ_general_vh,Normal,Support,Red,200000,2,35,0.5,400,0,0.6,100,0,1.57,0.87,100,2.67,stop無:1.00,20秒間20%攻撃up+敵全体を18%回復,5,,
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,
,chara_rik_00001,_general_as,c_rik_00001_general_as_Normal_Blue,トマトイプーのリコピン,リコピン,リコピン_general_as,Normal,Attack,Blue,60000,3,50,0.11,300,0,0.3,1,10,1.64,0.93,35,4.01,"1回目：0.83
2回目：1.84
3回目：2.67",範囲連続攻撃+100%の確率で3秒スタン,5,,dageki_2
,chara_sur_00101,_general_as,c_sur_00101_general_as_Boss_Blue,魔都精兵のスレイブ,誇り高き魔都の剣姫 羽前 京香,誇り高き魔都の剣姫 羽前京香_general_as,Boss,Attack,Blue,600000,2,45,0.2,800,0,0.3,1,10,1.40,stop無:1回目 0.33,45,2.67,"stop無:1回目 0.40
stop無:2回目 0.60
stop無:3回目 0.80
stop無:4回目 0.90
stop無:5回目 1.03
stop有:6回目 1.57",単体連続攻撃,5,,zangeki_1
,chara_chi_00201,_general_as,c_chi_00201_general_as_Normal_Blue,チェンソーマン,早川 アキ,早川 アキ_general_as,Normal,Attack,Blue,180000,3,45,0.2,400,0,0.3,1,10,1.60,0.84,30,2.44,1.64,単体攻撃,5,,dageki_1
,chara_chi_00301,_general_as,c_chi_00301_general_as_Normal_Blue,チェンソーマン,パワー,パワー_general_as,Normal,Attack,Blue,200000,3,45,0.2,500,0,0.3,1,10,1.50,0.58,45,2.67,1.00,範囲攻撃+100%の確率で3秒スタン+20秒間、自身の攻撃50%UP,7,,dageki_1
,chara_chi_00001,_general_as,c_chi_00001_general_as_Normal_Blue,チェンソーマン,デンジ,デンジ_general_as,Normal,Attack,Blue,150000,3,45,0.11,300,0,0.2,100,10,1.40,0.53,45,3.37,1.57,範囲攻撃,-,,zangeki_1
,,,___,none,none,none,,none,,,,,,,,,,,none,none,,none,none,,,,
,chara_sur_00201,_general_as,c_sur_00201_general_as_Normal_Yellow,魔都精兵のスレイブ,東 日万凛,東 日万凛_general_as,Normal,Attack,Yellow,200000,2,35,0.3,800,0,0.35,1,10,1.47,stop無:1回目 0.37,45,2.67,"stop無:1回目 0.74
stop無:2回目 0.92
stop無:3回目 1.1
stop無:4回目 1.28
stop無:5回目 1.45
stop無:6回目 1.65
stop有:7回目 1.84",連続範囲攻撃,5,,shageki_1
