,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,veryhard_osh_00002,,,artwork_osh_0003,,,250000,,,202512020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1,250",,,500,,,100%,,,"03,04,13,16,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,20,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,6,,2コマ,,0.55,,0.5,,0.5,,none,,none,,osh_00001,,,SlipDamage,,,,,,,400,,Burn,,,,,300,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,7,,3コマ,,0.55,,0.33,,0.34,,0.33,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,1,,1コマ,,0.55,,1,,none,,none,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,10,,3コマ,,0.55,,0.25,,0.25,,0.5,,none,,osh_00001,,,Poison,,,,,300,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自身とその前のコマ1つに攻撃/100%の確率で3秒間スタン+ステージ全体の敵に10秒間攻撃力UP100%				,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,自身とその前のコマ1つに攻撃+100%で10秒間自身の攻撃200%UP				,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃間隔値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,c_osh_00001_general_osh_vh_Boss_Colorless,,,,B小町不動のセンター アイ,,,,Boss,,Colorless,,Support,,Default,,Normal,,,,150000,,150,,1000,,10,,80,,,,625.00,,,,,,自身とその前のコマ1つに攻撃/100%の確率で3秒間スタン+ステージ全体の敵に10秒間攻撃力UP100%,,,,,-,,162,,,,25,,,,,,,,,,2,,100,,250,,,,,,,,ElapsedTime,,,,400,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,1,,ElapsedTime,400,SummonEnemy,c_osh_00001_general_osh_vh_Boss_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,150,10,1,250,0,,None,
,,,2,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,0,,100,,2,,100,,Fall,,1.1,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,EnterTargetKomaIndex,0,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,2,100,Fall,1.1,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,100,None,
,,,3,,,,e_glo_00002_general_osh_vh_Normal_Colorless,,,,推し活ファントム,,,,Normal,,Colorless,,Support,,Default,,Normal,,,,50000,,50,,1000,,10,,58.5,,,,854.70,,100%で自身の最大体力の3%回復+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,1,,150,,3,,,,Fall,,1.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,EnterTargetKomaIndex,1,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Colorless,,3,150,Fall,1.5,None,,None,,None,,,FALSE,,Default,Normal,50,10,1,50,0,,None,
,,,4,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,2,,250,,2,,,,Fall,,3.3,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,4,,EnterTargetKomaIndex,2,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,2,250,Fall,3.3,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,,None,
,,,5,,,,e_glo_00002_general_osh_vh_Normal_Colorless,,,,推し活ファントム,,,,Normal,,Colorless,,Support,,Default,,Normal,,,,50000,,50,,1000,,10,,58.5,,,,854.70,,100%で自身の最大体力の3%回復+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,3,,50,,3,,,,Fall,,3.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,5,,EnterTargetKomaIndex,3,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Colorless,,3,50,Fall,3.5,None,,None,,None,,,FALSE,,Default,Normal,50,10,1,50,0,,None,
,,,6,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,4,,500,,3,,,,Fall,,3.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,6,,EnterTargetKomaIndex,4,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,3,500,Fall,3.7,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,,None,
,,,7,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,5,,150,,5,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,7,,EnterTargetKomaIndex,5,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,5,150,None,,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,,None,
,,,8,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,5,,50,,3,,50,,Fall,,0.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,8,,EnterTargetKomaIndex,5,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,3,50,Fall,0.8,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,50,None,
,,,9,,,,c_osh_00001_general_osh_vh_Normal_Green,,,,B小町不動のセンター アイ,,,,Normal,,Green,,Attack,,Default,,Normal,,,,300000,,300,,2000,,20,,80,,,,1250.00,,,,,,自身とその前のコマ1つに攻撃+100%で10秒間自身の攻撃200%UP,,,,,-,,162,,,,31,,,,,,,,,,3,,50,,200,,,,,,,,FriendUnitDead,,,,1,,0,,1,,4500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,9,,FriendUnitDead,1,SummonEnemy,c_osh_00001_general_osh_vh_Normal_Green,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,300,20,1,200,0,4500,None,
,,,10,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,70000,,70,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,9,,50,,15,,50,,Fall,,0.3,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,10,,FriendUnitDead,9,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,15,50,Fall,0.3,None,,None,,None,,,FALSE,,Default,Normal,70,25,1,50,0,50,None,
,,,11,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,FriendUnitDead,,,,1,,250,,4,,500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,11,,FriendUnitDead,1,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,4,250,None,,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,500,None,
,,,12,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,FriendUnitDead,,,,1,,50,,4,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,12,,FriendUnitDead,1,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,4,50,None,,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,,None,
,,,13,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,FriendUnitDead,,,,1,,100,,2,,,,Fall,,2.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,13,,FriendUnitDead,1,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,2,100,Fall,2.8,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,,None,
,,,14,,,,e_glo_00002_general_osh_vh_Normal_Red,,,,推し活ファントム,,,,Normal,,Red,,Technical,,Default,,Normal,,,,65000,,65,,1300,,13,,58.5,,,,1111.11,,100%で10秒間5%の毒+小ノックバック,,,,,,,,,-,,0,,,,47,,0.22,,,,,,,,1,,50,,50,,,,,,,,FriendUnitDead,,,,1,,50,,3,,2000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,14,,FriendUnitDead,1,SummonEnemy,e_glo_00002_general_osh_vh_Normal_Red,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,65,13,1,50,0,2000,None,
,,,15,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,70000,,70,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,9,,50,,15,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,15,,FriendUnitDead,9,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,15,50,None,,None,,None,,None,,,FALSE,,Default,Normal,70,25,1,50,0,50,None,
,,,16,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,70000,,70,,2500,,25,,50,,,,2500.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,100,,,,,,,,ElapsedTime,,,,4000,,500,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,16,,ElapsedTime,4000,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,500,None,,None,,None,,None,,,FALSE,,Default,Normal,70,25,1,100,0,,None,
