,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,味方ゲートID,,,敵ゲートID,,,敵ゲートasset,,,敵ゲートHP,,,リリースキー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,default,,,normal_osh_00003,,,artwork_osh_0001,,,95000,,,202512020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■報酬設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,クリアコイン,,,リーダーEXP,,,原画のかけら確率,,,原画のかけら種,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,,,250,,,30%,,,"14,01,10,12,09,13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ドロップ区分,,,リソースtype,,アイテムID,,,アイテム名,,,,,,,,ドロップ数,,ドロップ率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,FreeDiamond,,prism_glo_00001,,,プリズム,,,,,,,,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,item,,memoryfragment_glo_00001,,,メモリーフラグメント・初級,,,,,,,,3,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FirstClear,,,item,,memoryfragment_glo_00002,,,メモリーフラグメント・中級,,,,,,,,1,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00005,,,カラーメモリー・グリーン,,,,,,,,7,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00005,,,カラーメモリー・グリーン,,,,,,,,10,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00005,,,カラーメモリー・グリーン,,,,,,,,15,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00001,,,カラーメモリー・グレー,,,,,,,,7,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00001,,,カラーメモリー・グレー,,,,,,,,10,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memory_glo_00001,,,カラーメモリー・グレー,,,,,,,,15,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Random,,,item,,memoryfragment_glo_00001,,,メモリーフラグメント・初級,,,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■コマ設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,行数,,行パターンID,,コマ数,,コマ高さ,,コマ幅1,,コマ幅2,,コマ幅3,,コマ幅4,,コマ背景,,,コマ効果1,,,,,効果時間,,効果数値,,コマ効果2,,,,,効果時間,,効果数値,,コマ効果3,,,,,効果時間,,効果数値,,コマ効果4,,,,,効果時間,,効果数値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1行目,,6,,2コマ,,0.55,,0.5,,0.5,,none,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2行目,,7,,3コマ,,0.55,,0.33,,0.34,,0.33,,none,,osh_00001,,,,,,,,,,,,Burn,,,,,400,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3行目,,1,,1コマ,,0.55,,1,,none,,none,,none,,osh_00001,,,Burn,,,,,400,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4行目,,10,,3コマ,,0.55,,0.25,,0.25,,0.5,,none,,osh_00001,,,,,,,,,,,,,,,,,,,,,Burn,,,,,400,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5行目,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■Enemyシーケンス ,,,,※コピペして使用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"sequence
_group_id",,"sequence_
element_id",,priority_sequence_element_id,,Enemy_ID,,,,ファントム名,,,,unit_kind,,属性,,ロール,,オーラタイプ,,死亡タイプ,,必殺ワザ有無,,体力,,体力係数,,攻撃力,,攻撃係数,,通常攻撃F,,通常攻撃CDF,,通常攻撃DPS,,通常攻撃備考,,,,必殺技内容,,,,,必殺発動回数,,必殺技F(秒),,特性,,移動速度,,well_distance,,start_range,,end_range,,攻撃範囲,,KB回数,,撃破p,,上書き撃破p,,変身先ID,,変身条件1,,変身条件2,,"出撃条件
condition_type",,,,"出撃開始値
condition_value",,"出撃間隔値
summon_interval",,"召喚回数
summon_count",,"アクション遅延
action_delay",,"出撃
アニメーション",,"召喚pos
summon_position",,"移動開始条件
move_start_condition_type",,,,"移動開始値
condition_value",,"移動停止条件
move_stop_condition_type",,,,移動停止値,,"移動再スタート条件
move_restart_condition_type",,,,移動再スタート値,,"再スタート回数
move_loop_count",,ゲート無敵化,,出現停止条件,,,,停止条件値,,備考,,,,,,,,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value
,,,1,,,,c_osh_00001_general_osh_n_Boss_Green,,,,B小町不動のセンター アイ,,,,Boss,,Green,,Technical,,Default,,Normal,,,,1000000,,1000,,1000,,10,,80,,,,625.00,,,,,,自身とその前のコマ1つに攻撃/100%の確率で3秒間スタン,,,,,-,,162,,,,31,,,,,,,,,,2,,100,,200,,,,,,,,ElapsedTime,,,,250,,0,,1,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,1,,ElapsedTime,250,SummonEnemy,c_osh_00001_general_osh_n_Boss_Green,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,1000,10,1,200,0,,None,
,,,2,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,100,,,,,,,,EnterTargetKomaIndex,,,,0,,100,,2,,100,,Fall,,1.1,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,2,,EnterTargetKomaIndex,0,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,2,100,Fall,1.1,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,100,0,100,None,
,,,3,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,100,,,,,,,,EnterTargetKomaIndex,,,,1,,150,,3,,,,Fall,,1.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,3,,EnterTargetKomaIndex,1,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,150,Fall,1.5,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,100,0,,None,
,,,4,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,2,,250,,2,,,,Fall,,3.3,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,4,,EnterTargetKomaIndex,2,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,2,250,Fall,3.3,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,,None,
,,,5,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,3,,50,,3,,,,Fall,,3.5,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,5,,EnterTargetKomaIndex,3,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,50,Fall,3.5,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,,None,
,,,6,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,4,,500,,3,,,,Fall,,3.7,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,6,,EnterTargetKomaIndex,4,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,500,Fall,3.7,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,,None,
,,,7,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,5,,150,,5,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,7,,EnterTargetKomaIndex,5,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,5,150,None,,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,,None,
,,,8,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,EnterTargetKomaIndex,,,,5,,50,,3,,,,Fall,,0.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,8,,EnterTargetKomaIndex,5,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,50,Fall,0.8,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,,None,
,,,9,,,,c_osh_00001_general_osh_n_Normal_Colorless,,,,B小町不動のセンター アイ,,,,Normal,,Colorless,,Attack,,Default,,Normal,,,,100000,,100,,1000,,10,,80,,,,625.00,,,,,,20秒間自身の攻撃力100%UP,,,,,-,,162,,,,31,,,,,,,,,,3,,50,,200,,,,,,,,FriendUnitDead,,,,1,,0,,1,,4500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,9,,FriendUnitDead,1,SummonEnemy,c_osh_00001_general_osh_n_Normal_Colorless,,1,0,None,,None,,None,,None,,,FALSE,,Default,Normal,100,10,1,200,0,4500,None,
,,,10,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,9,,50,,15,,50,,Fall,,0.3,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,10,,FriendUnitDead,9,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,15,50,Fall,0.3,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,50,None,
,,,11,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,1,,250,,4,,500,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,11,,FriendUnitDead,1,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,4,250,None,,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,500,None,
,,,12,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,1,,50,,4,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,12,,FriendUnitDead,1,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,4,50,None,,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,,None,
,,,13,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,1,,100,,2,,,,Fall,,2.8,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,13,,FriendUnitDead,1,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,2,100,Fall,2.8,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,,None,
,,,14,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,1,,50,,3,,2000,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,14,,FriendUnitDead,1,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,50,None,,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,2000,None,
,,,15,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,50,,,,,,,,FriendUnitDead,,,,9,,50,,15,,50,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,15,,FriendUnitDead,9,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,15,50,None,,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,50,0,50,None,
,,,16,,,,e_glo_00001_general_osh_n_Normal_Green,,,,ファントム,,,,Normal,,Green,,Attack,,Default,,Normal,,,,30000,,30,,600,,6,,50,,,,600.00,,,,,,,,,,,-,,0,,,,34,,0.22,,,,,,,,3,,50,,100,,,,,,,,ElapsedTime,,,,4000,,500,,3,,,,None,,,,None,,,,,,None,,,,,,None,,,,,,,,FALSE,,None,,,,,,,,,,,,,,,16,,ElapsedTime,4000,SummonEnemy,e_glo_00001_general_osh_n_Normal_Green,,3,500,None,,None,,None,,None,,,FALSE,,Default,Normal,30,6,1,100,0,,None,
